codigo,coord_x,coord_y,coord_z,name,t_e,tipo,tipo_est,web,zona_est,diasppmx18,diasppmx17,codigo2
152101,-4.515563889,-80.73944444,360,PANANGA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152101,VNP,,7,152101
152102,-4.829541667,-76.55476667,150,SAN LORENZO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152102,RP,,9,152102
152103,-4.642877778,-80.547175,133,LANCONES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152103,VNP,,4,152103
152106,-4.778169444,-79.98178056,1466,SAPILLICA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152106,VNP,,10,152106
152107,-5.533666667,-79.98230556,206,VIRREY,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152107,VNP,,10,152107
152110,-5.033611111,-79.88361111,1475,SANTO DOMINGO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152110,VNP,,5,152110
152111,-5.3209,-79.7857,198,HACIENDA BIGOTE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152111,VNP,,8,152111
152112,-5.038652778,-79.79168333,2296,CHALACO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152112,VNP,,0,152112
152126,-5.339794444,-79.43136944,1917,SONDORILLO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152126,RP,,4,152126
152127,-5.477175,-79.34741944,2233,TULUCE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152127,RP,,5,152127
152128,-5.366808333,-79.36055833,1991,HACIENDA SHUMAYA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152128,RP,,0,152128
152132,-5.839638889,-79.50572222,2142,PORCULLA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152132,RP,,5,152132
152153,-4.479202778,-80.39783333,150,ALAMOR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152153,VNP,,5,152153
152204,-5.7562,-78.52286111,533,EL PINTOR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152204,RP,,2,152204
152206,-5.893694444,-78.23725,1173,JAMALCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152206,RP,,1,152206
152210,-5.891055556,-78.18886111,632,MAGUNCHAL,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152210,RP,,3,152210
152212,-5.466388889,-78.98861111,753.7,COCHALAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152212,RP,,3,152212
152213,-5.942222222,-78.85638889,589,PUENTE CHUNCHUCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152213,RP,,1,152213
152304,-5.221733333,-75.66546111,120,LAGUNAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152304,RP,,4,152304
152401,-4.613875,-74.37380278,100,SANTA RITA DE CASTILLA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152401,RP,,0,152401
152403,-5.794416667,-74.28375,200,TAMANCO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152403,RP,,0,152403
152409,-3.8894,-73.69616667,120,SANTA MARIA DE NANAY,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152409,RP,,3,152409
153101,-7.767466667,-78.477275,1501,CALLANCAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153101,VNP,,5,153101
153102,-6.1313,-79.4045,3300,CUEVA BLANCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153102,RP,,2,153102
153103,-6.408055556,-79.35583333,1435,TOCMOCHE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153103,VNP,,8,153103
153107,-6.041666667,-79.13388889,1061.6,HACIENDA PUCARA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153107,RP,,1,153107
153108,-6.687777778,-78.45694444,3292.7,QUEBRADA SHUGAR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153108,RP,,4,153108
153109,-6.273655556,-79.03695556,1970,QUEROCOTILLO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153109,RP,,0,153109
153110,-6.814744444,-79.09376667,2466,UDIMA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153110,VNP,,1,153110
153111,-7.080197222,-79.04045278,1931,LIVES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153111,VNP,,0,153111
153201,-7.428191667,-78.92673333,1317,SAN BENITO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153201,VNP,,14,153201
153203,-7.219680556,-78.83798889,848,CHILETE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153203,VNP,,2,153203
153206,-7.850208333,-78.75503056,2315,SINSICAP,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153206,VNP,,15,153206
153208,-6.670911111,-78.73716944,2757,CHUGUR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153208,VNP,,1,153208
153225,-7.407777778,-76.40611111,290,DOS DE MAYO (J. OLAYA),M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153225,RP,,0,153225
153226,-6.145277778,-77.09472222,890,SORITOR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153226,RP,,3,153226
153235,-6.559722222,-78.74833333,2163.4,CHOTANO LAJAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153235,RP,,1,153235
153307,-6.809444444,-76.57305556,270,SAN PABLO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153307,RP,,0,153307
153311,-6.500277778,-76.50027778,280,CUÑUMBUQUE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153311,RP,,5,153311
153313,-6.933611111,-76.33361111,200,PICOTA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153313,RP,5,2,153313
153314,-6.416944444,-76.41694444,430,SAN ANTONIO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153314,RP,4,0,153314
153320,-6.452777778,-75.84555556,120,PUCALLPA - HUIMBAYOC,M,CON,,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153320,RP,5,5,153320
153326,-7,-76.16666667,310,SHAMBOYACU,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153326,RP,,1,153326
153327,-7.937608333,-78.06810833,3763,HUANGACOCHA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153327,RP,,1,153327
153328,-6.413116667,-76.60028056,280,SHANAO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153328,RP,,2,153328
153331,-7.123272222,-78.33313889,2980,LA ENCAÑADA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153331,RP,,0,153331
153345,-7.262916667,-76.48611111,290,CUZCO-BIAVO,M,CON,,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153345,RP,,4,153345
153350,-7.233333333,-76.75,375,HUAYABAMBA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=153350,RP,6,4,153350
154101,-8.042286111,-78.48606944,3385,JULCAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=154101,VNP,,0,154101
154102,-8.004222222,-78.30791111,4047,QUIRUVILCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=154102,VNP,,0,154102
154103,-8.091844444,-78.14938333,2900,CACHICADAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=154103,VNP,,0,154103
154106,-8.191369444,-77.95397222,2708,MOLLEPATA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=154106,VNP,,2,154106
154107,-9.535188889,-77.77535833,2266,CHACCHAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=154107,VNP,,26,154107
154108,-9.632044444,-77.74135556,3286,CAJAMARQUILLA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=154108,VNP,43,75,154108
154110,-9.585277778,-77.70719444,3625,PIRA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=154110,VNP,14,37,154110
154111,-8.566666667,-77.65,2716,SIHUAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=154111,RP,,0,154111
155105,-10.40457222,-77.40025,3249,OCROS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155105,VNP,,24,155105
155107,-10.86577778,-76.97,1756,PAMPA LIBRE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155107,VNP,,4,155107
155111,-11.61667222,-76.48333611,3980,TINGO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155111,VNP,,8,155111
155112,-11.39356667,-76.50270556,3842,PARIACANCHA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155112,VNP,,6,155112
155115,-11.20267222,-76.28504722,4127,CARHUACAYAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155115,RP,,2,155115
155121,-11.345825,-76.40453056,4617,YANTAC,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155121,RP,,0,155121
155122,-11.73814722,-76.61102778,2181,AUTISHA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155122,VNP,,14,155122
155200,-10.95,-76.93333333,3250,PACCHO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155200,VNP,,8,155200
155201,-10.78333333,-76.9,3950,ANDAJES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155201,VNP,,0,155201
155202,-11.19827222,-76.63486111,3583,SANTA CRUZ,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155202,VNP,,3,155202
155205,-11.34873889,-76.80803889,2367,PALLAC,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155205,VNP,,15,155205
155206,-10.52383333,-76.78667222,4385,LAGUNA SURASACA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155206,VNP,,0,155206
155207,-11.06524722,-76.91409722,3175,PACHAMACHAY,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155207,VNP,,19,155207
155209,-11.5,-76.75,3392,HUAMANTANGA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155209,VNP,,8,155209
155212,-10.96665278,-76.719825,3571,PARQUIN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155212,VNP,,5,155212
155213,-11.92,-76.66663889,970,SANTA EULALIA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155213,VNP,,9,155213
155214,-11.23280278,-76.65513333,3342,PIRCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155214,VNP,,3,155214
155217,-11.55327222,-76.62843889,3670,LACHAQUI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155217,VNP,,1,155217
155218,-11.40743056,-76.57580278,3569,HUAROS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155218,VNP,,2,155218
155223,-11.65502778,-76.51513611,3424,CARAMPOMA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155223,VNP,5,2,155223
155224,-11.98311111,-76.52414722,2924,SANTIAGO DE TUNA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155224,RP,6,30,155224
155225,-11.800525,-76.25811111,3829,SAN JOSE DE PARAC,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155225,VNP,,2,155225
155229,-11.53944444,-75.52388889,3820,RICRAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155229,RP,,0,155229
155231,-11.88083333,-75.28777778,3390,INGENIO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155231,RP,,0,155231
155235,-11.66666667,-76.08333333,4141,YAULI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155235,RP,,2,155235
155291,-10.78333333,-76.66666667,4400,LAGUNA COCHAQUILLO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155291,VNP,,6,155291
155446,-11.63803889,-76.23332222,4233,CASAPALCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155446,VNP,,0,155446
155450,-12.31478056,-75.71208611,4560,YAURICOCHA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155450,RP,,2,155450
155514,-11.57130833,-76.34994722,4384,MILLOC,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155514,VNP,,1,155514
155518,-13.10854722,-71.72000278,2701,CHACLLABAMBA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=155518,RP,,0,155518
156100,-12.08333333,-76.5,1839,ANTIOQUIA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156100,RP,,9,156100
156102,-12.18088333,-76.35207222,3758,SAN LAZARO DE ESCOMARCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156102,RP,,8,156102
156103,-12.29358611,-76.13902222,3200,HUAÑEC,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156103,RP,,5,156103
156104,-12.38208056,-76.13672222,3224,AYAVIRI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156104,RP,4,14,156104
156106,-12.11666667,-76.01666667,4323,TANTA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156106,RP,,1,156106
156109,-12.34439722,-75.87215,3820,CARANIA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156109,RP,4,6,156109
156110,-12.89857778,-75.83365,2500,HUANGASCAR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156110,RP,3,15,156110
156111,-12.11456667,-75.82616944,3832,VILCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156111,RP,,1,156111
156113,-13.21058056,-75.78696944,2513,SAN JUAN DE YANAC,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156113,RP,3,12,156113
156114,-13.21197778,-75.62758333,1856,SAN JUAN DE CASTROVIRREYNA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156114,RP,,8,156114
156121,-13.50398611,-75.29625,3253,CUSICANCHA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156121,RP,,0,156121
156122,-13.69162778,-75.27418056,3138,TAMBO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156122,RP,,6,156122
156123,-13.83308333,-75.25083333,2700,SANTIAGO DE CHOCORVOS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156123,RP,,8,156123
156126,-12.53944444,-75.23666667,3450,HUANCALPI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156126,RP,,4,156126
156130,-13.10880278,-75.07145,4547,CHOCLOCOCHA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156130,RP,,7,156130
156132,-13.63972222,-75.71888889,776,LETRAYOC,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156132,RP,,6,156132
156133,-11.45263889,-76.62205556,2468,OBRAJILLO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156133,VNP,,11,156133
156211,-13.64833333,-73.93444444,3656,VILCASHUAMAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156211,RP,,0,156211
156212,-13.88257222,-73.72658333,3400,CHILCAYOC,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156212,RP,,3,156212
156217,-13.43672222,-73.82472222,2031,PAMPAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156217,RP,,4,156217
156219,-13.4425,-75.99194444,289,CONTA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156219,RP,,0,156219
156224,-13.56,-72.57388889,2345,CUNYAC,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156224,RP,,0,156224
156225,-14.63333333,-74.95,1050,HUALLPOCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156225,RP,,3,156225
156306,-13.36305556,-71.67305556,3729,COLQUEPATA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156306,RP,,1,156306
156401,-13.44080556,-70.40491667,635,SAN GABAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=156401,RP,,0,156401
157101,-14.04060833,-75.186975,3225,CORDOVA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157101,RP,,10,157101
157102,-14.23730833,-75.103975,1020,PAMPA BLANCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157102,RP,,0,157102
157200,-14.24638889,-74.92555556,2445,LLAUTA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157200,RP,,13,157200
157206,-14.62000278,-74.22000278,3354,LUCANAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157206,RP,,3,157206
157223,-15.18468056,-73.34786389,2790,LAMPA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157223,RP,,0,157223
157300,-15.54811389,-72.91831389,2170,CHICHAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157300,RP,,2,157300
157307,-15.0605,-72.69227778,3661,PUICA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157307,RP,,0,157307
157309,-15.13583333,-72.75277778,3455,PULLHUAY (AYAHUASI),M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157309,RP,,1,157309
157310,-15.5009,-72.35509722,3562,ANDAHUA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157310,RP,,4,157310
157311,-15.26055556,-72.33861111,3779,ORCOPAMPA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157311,RP,,7,157311
157312,-15.50242222,-72.26852222,3071,CHACHAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157312,RP,,4,157312
157313,-15.67916667,-72.27027778,1956,AYO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157313,RP,,1,157313
157314,-15.57496944,-72.12932222,2428,CHOCO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157314,RP,,2,157314
157315,-15.73200556,-72.106925,3312,HUAMBO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157315,RP,,1,157315
157317,-15.60998889,-71.80654444,3276,MADRIGAL,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157317,RP,,1,157317
157325,-15.35,-71.45,4175,TISCO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157325,RP,,2,157325
157329,-15.35,-71.31666667,4195,PORPERA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157329,RP,,3,157329
157414,-14.91488889,-69.86802778,3878,PUTINA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157414,RP,,0,157414
157418,-14.48891667,-69.549,3414,CUYO CUYO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=157418,RP,10,7,157418
158204,-16.06305556,-71.58888889,3715,PAMPA DE ARRIEROS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158204,RP,,2,158204
158208,-15.97861111,-71.21333333,4455,PILLONES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158208,RP,,2,158208
158209,-16.31777778,-71.14805556,4378,LAS SALINAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158209,RP,,1,158209
158301,-16.77944444,-70.89777778,1590,QUINISTAQUILLAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158301,RP,,1,158301
158302,-17.00722222,-70.85361111,2580,OTORA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158302,RP,,11,158302
158308,-16.735,-70.6828,3260,CALACOA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158308,RP,,5,158308
158309,-16.875,-70.42361111,4609,PAMPA UMALZO (TITIJONES),M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158309,RP,,0,158309
158313,-17.28805556,-70.33888889,3920,CAIRANI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158313,RP,,1,158313
158314,-17.13361111,-70.83361111,2057,TUMILACA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158314,RP,,6,158314
158317,-17.351,-70.13333333,3433,SUSAPAYA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158317,RP,,2,158317
158318,-17.3725,-70.13555556,3132,SITAJARA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158318,RP,,2,158318
158323,-17.55916667,-69.99972222,3420,TALABAYA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158323,RP,,2,158323
158325,-17.66083333,-69.94888889,3566,TOQUELA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158325,RP,,0,158325
158326,-17.18772222,-69.7355,4530,CAPAZO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158326,RP,,6,158326
158327,-17.23722222,-69.81305556,4280,CHALLAPALCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158327,RP,,0,158327
158328,-17.525,-69.77944444,4609,PAUCARANI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158328,RP,,2,158328
158331,-17.57986111,-69.62627778,4260,BOCATOMA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158331,RP,,3,158331
158332,-17.39358889,-69.46758611,4000,LA FRONTERA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=158332,RP,,4,158332
47201542,-6.066916667,-79.68202778,191,MOTUPE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47201542,VNP,,6,47201542
