codigo,coord_x,coord_y,coord_z,name,t_e,tipo,tipo_est,web,zona_est,diasppmx18,diasppmx17,codigo2
791,-13.45780556,-76.13425,71,FONAGRO (CHINCHA),M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000791,RP,,4,000791
792,-14.04378333,-73.63881389,3238,PAUCARAY,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000792,RP,,0,000792
794,-13.99978333,-75.72052222,429,TACAMA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000794,RP,,2,000794
795,-15.62259444,-71.97408611,3333,CABANACONDE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000795,RP,,3,000795
799,-16.45774167,-71.56634722,2200,HUASACACHE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000799,RP,,7,000799
801,-15.5,-72.83333333,3203,SALAMANCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000801,RP,,1,000801
803,-15.76446111,-70.91241667,4521,CRUCERO ALTO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000803,RP,,3,000803
804,-16.58358611,-71.92463611,1278,LA JOYA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000804,RP,,3,000804
805,-16.33565278,-72.15265556,1498,PAMPA DE MAJES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000805,RP,,6,000805
806,-17.16916667,-70.93166667,1450,MOQUEGUA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000806,RP,,2,000806
807,-17.94888889,-70.18611111,871,CALANA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000807,RP,,0,000807
808,-12.58361111,-69.20027778,200,PUERTO MALDONADO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000808,RP,,11,000808
809,-13.60027778,-71.70027778,3150,CAY CAY,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000809,RP,,2,000809
811,-13.94491667,-72.17522222,3317,TAMBOBAMBA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000811,RP,,1,000811
812,-14.02805556,-71.57277778,3200,POMACANCHI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000812,RP,,0,000812
815,-15.04561111,-70.36663889,3900,PUCARA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000815,RP,,0,000815
816,-15.31166667,-69.97247222,3849,TARACO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000816,RP,,1,000816
817,-15.56227778,-69.48883333,3815,ISLA SOTO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000817,RP,,2,000817
818,-15.72047222,-69.691,3850,ISLA TAQUILE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000818,RP,,0,000818
820,-14.80005556,-70.06658333,3920,MAÑAZO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000820,RP,,5,000820
821,-15.99058333,-69.81083333,3935,RINCON DE LA CRUZ,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000821,RP,,3,000821
822,-16.33022222,-68.85094444,3830,ISLA SUANA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000822,RP,3,1,000822
823,-14.62375,-70.78652778,3986,SANTA ROSA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000823,RP,,1,000823
825,-14.15375,-69.70561111,3320,LIMBANI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000825,RP,,2,000825
826,-14.67872222,-69.53452778,4660,ANANEA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000826,RP,,0,000826
827,-15.01666667,-69.35555556,4344,COJATA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000827,RP,,2,000827
830,-16.22833333,-73.69416667,20,PUNTA ATICO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000830,RP,,0,000830
832,-16.64033889,-72.70156389,8,CAMANA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000832,RP,,0,000832
833,-16.07287778,-72.49225833,618,APLAO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000833,RP,,0,000833
837,-17.07146944,-71.72453889,106,PAMPA BLANCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000837,RP,,1,000837
838,-16.99916667,-71.58861111,282,LA HACIENDITA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000838,RP,,1,000838
839,-16.41379444,-71.53453056,2326,LA PAMPILLA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000839,RP,,7,000839
840,-17.62694444,-71.28805556,75,ILO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000840,RP,,0,000840
844,-13.41611111,-71.84972222,2950,PISAC,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000844,RP,,2,000844
846,-17.69866667,-71.37361111,25,PUNTA COLES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000846,RP,,0,000846
847,-16.40644722,-71.40938889,2902,CHIGUATA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000847,RP,,0,000847
848,-16.62694444,-71.16944444,3284,PUQUINA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000848,RP,,8,000848
849,-16.15481944,-71.18910278,4131,EL FRAYLE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000849,RP,,0,000849
850,-16.6775,-70.9825,2080,OMATE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000850,RP,,3,000850
851,-16.37205556,-70.85394444,3380,UBINAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000851,RP,,3,000851
852,-17.09661111,-70.86752778,2091,YACANGO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000852,RP,,14,000852
857,-13.04795278,-75.64628611,3772,SAN PEDRO DE HUACARPANA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000857,RP,,4,000857
858,-17.86388889,-70.96583333,154,ITE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000858,RP,,0,000858
860,-17.305,-69.64361111,4177,CHUAPALCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000860,RP,,0,000860
861,-17.1175,-70.05083333,4440,VILACOTA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000861,RP,,4,000861
862,-17.87888889,-70.13888889,1200,CALIENTES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000862,RP,,2,000862
863,-17.41783333,-70.51280556,1375,ILABAYA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000863,RP,,3,000863
864,-15.78305556,-72.88277778,3130,YANAQUIHUA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000864,RP,,12,000864
873,-16.81305556,-70.69444444,2976,CARUMAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000873,RP,,3,000873
875,-17.78394444,-70.48833333,534,SAMA GRANDE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000875,RP,,0,000875
876,-17.27111111,-70.25388889,3435,CANDARAVE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000876,RP,,0,000876
877,-17.47416667,-70.03388889,3050,TARATA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000877,RP,,6,000877
878,-16.739,-69.71547222,4003,MAZO CRUZ,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000878,RP,,2,000878
879,-16.0675,-69.66194444,3871,ILAVE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000879,RP,,1,000879
880,-16.20377778,-69.45991667,3812,JULI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000880,RP,,1,000880
881,-16.90702778,-69.36855556,3930,PIZACOMA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000881,RP,,7,000881
882,-16.30783333,-69.07472222,3891,TAHUACO - YUNGUYO,M,CON,,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000882,RP,,0,000882
883,-16.56335,-69.03883333,3808,DESAGUADERO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000883,RP,,1,000883
889,-16.15469444,-70.06658333,3900,LARAQUERI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000889,RP,,2,000889
899,-18.20677778,-70.52411111,21,LA YARADA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000899,RP,,0,000899
901,-18.02688889,-70.25152778,538,JORGE BASADRE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=000901,RP,,0,000901
2122,-5.339775,-79.85794167,153,MALACASI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=002122,VNP,,6,002122
2129,-5.658888889,-79.3125,1804,SALLIQUE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=002129,RP,,1,002129
2412,-8.834444444,-75.21639167,210,SAN ALEJANDRO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=002412,RP,,0,002412
3114,-6.373611111,-79.46951389,336,PUCHACA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=003114,VNP,,5,003114
3216,-7.428569444,-78.54105556,2423,COSPAN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=003216,VNP,,1,003216
3304,-7.442222222,-76.67,290,CAMPANILLA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=003304,RP,,0,003304
3332,-6.000388889,-78.47097222,1467,EL PALTO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=003332,RP,,0,003332
4431,-8.390575,-78.00461111,3364,CABANA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=004431,VNP,,2,004431
4450,-9.716944444,-76.77361111,3442,DOS DE MAYO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=004450,RP,,0,004450
5232,-11.58361111,-75.05027778,3690,RUNATULLO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=005232,RP,,1,005232
6200,-12.19944444,-74.78583333,3280,SALCABAMBA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=006200,RP,,3,006200
6205,-13.08742222,-74.39066667,2990,SAN PEDRO DE CACHI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=006205,RP,,3,006205
6230,-13.03050833,-76.20027222,302,SOCSI CAÑETE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=006230,RP,,6,006230
6617,-12.07052778,-77.04316667,123,CAMPO DE MARTE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=006617,VNP,,3,006617
6620,-12.41472222,-74.66680556,3055,COLCABAMBA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=006620,RP,,0,006620
6640,-13.79046667,-75.38212222,1800,CHALLACA CO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=006640,RP,,9,006640
6670,-13.2175,-71.64722222,2740,CHALLABAMBA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=006670,RP,,3,006670
6671,-13.02388889,-71.46777778,982,CHONTACHACA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=006671,RP,,2,006671
7308,-15.64527778,-72.50222222,3150,MACHAHUAY,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=007308,RP,,11,007308
7415,-14.36419444,-70.02591667,4183,CRUCERO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=007415,RP,,2,007415
7454,-15.47444444,-70.16944444,3820,JULIACA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=007454,RP,,0,007454
8203,-16.03457778,-71.88108333,3065,HUANCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=008203,RP,,1,008203
104097,-4.916902778,-79.89047222,3080,ALTO DE POCLUS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=104097,VNP,,2,104097
105121,-5.917444444,-79.97172222,85,PASAJE SUR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=105121,VNP,,32,105121
105122,-5.924605556,-80.204625,59,CERRO DE ARENA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=105122,VNP,,25,105122
105130,-5.279475,-79.30992222,2163,CHICHILAPAS,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=105130,RP,,8,105130
107130,-7.916408333,-77.90148056,2819,TICAPAMPA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=107130,RP,7,2,107130
107131,-7.670425,-78.40241667,3290,LA FORTUNA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=107131,VNP,14,26,107131
108073,-8.872222222,-75.00416667,225,MACUYA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=108073,RP,,2,108073
108103,-8.870447222,-77.35071944,3290,PISCOBAMBA II,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=108103,RP,,0,108103
109085,-9.5433,-76.76041944,3273,JACAS GRANDE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=109085,RP,,0,109085
109090,-8.5825,-74.86611111,170,EL BOQUERON,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=109090,RP,,11,109090
109091,-9.045855556,-77.75172778,2980,SAUCEPAMPA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=109091,VNP,50,39,109091
109093,-10.28619444,-74.94355556,253,PUERTO BERMUDEZ,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=109093,RP,,0,109093
109094,-9.87895,-76.5909,3584,PUCA PUCA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=109094,RP,,0,109094
109095,-9.852425,-77.40607222,3723,NUEVO PACHACOTO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=109095,VNP,,4,109095
110137,-10.60641389,-76.52926944,3848,12 DE OCTUBRE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=110137,RP,,1,110137
110138,-10.07116111,-77.52503889,2979,SHAQUEK,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=110138,VNP,,6,110138
111163,-11.12386111,-77.60602778,45,UNJF SANCHEZ CARRION - HUACHO,M,CON,,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=111163,VNP,,0,111163
111174,-11.92745,-75.11625,3839,ACOPALCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=111174,RP,,1,111174
111175,-11.76016667,-76.301,3015,SAN MATEO DE HUANCHOR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=111175,VNP,,2,111175
111288,-11.7328,-75.7557,3752,CHACAPALPA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=111288,RP,,6,111288
111290,-11.98744444,-76.84194444,543,ÑAÑA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=111290,VNP,,0,111290
111291,-11.84685,-76.56358333,3506,SAN MATEO DE OTAO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=111291,VNP,,15,111291
111583,-11.14327778,-75.98877778,4120,JUNIN,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=111583,RP,3,1,111583
112181,-12.07056667,-77.04319722,124,CAMPO DE MARTE,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=112181,VNP,,7,112181
112264,-12.24985556,-72.82446944,476,PONGO DE MAINIQUE GORE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=112264,RP,,0,112264
113235,-13.60433333,-72.85761111,2804,GRANJA SAN ANTONIO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=113235,RP,,2,113235
113246,-13.63369444,-73.68838889,3307,TANCAYLLO,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=113246,RP,,2,113246
113249,-13.07475,-76.33041944,116,CAÑETE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=113249,RP,,0,113249
114108,-14.06138889,-72.66666667,3579,CURPAHUASI,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=114108,RP,,2,114108
114117,-14.29152778,-73.25063889,2964,AYMARAES,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=114117,RP,,0,114117
114119,-14.7228,-71.9787,4247,VISCA VISCA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=114119,RP,,0,114119
114122,-14.5423,-74.2642,3615,CCONTACC,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=114122,RP,,2,114122
114123,-14.52327778,-72.06288889,4099,MARCA CUNKA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=114123,RP,,3,114123
114127,-14.66916667,-74.40361111,3998,PAMPA GALERAS,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=114127,RP,,0,114127
114128,-14.52013889,-73.27163889,4251,ISCAHUACA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=114128,RP,24,0,114128
114131,-14.16997222,-71.23186667,3956,SALCCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=114131,RP,,0,114131
115133,-15.57118611,-74.85030278,8,LOMAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=115133,RP,,0,115133
116073,-16.05541667,-71.41480556,4035,PATAHUASI-AREQUIPA,M,CON,,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=116073,RP,,3,116073
117054,-17.32561111,-70.23536111,2825,ARICOTA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=117054,RP,,1,117054
150001,-5.079536111,-80.01621389,240,SAN PEDRO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150001,VNP,,7,150001
150112,-3.682836111,-80.19858889,56,MATAPALO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150112,VNP,,2,150112
150204,-3.523111111,-73.08333333,106,TIMICURILLO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150204,RP,,3,150204
150205,-3.482611111,-73.63333333,105,BELLAVISTA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150205,RP,,1,150205
150206,-3.500277778,-73.13361111,122,SANTA CRUZ,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150206,RP,,0,150206
150207,-3.4625,-73.24055556,100,LA LIBERTAD,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150207,RP,,0,150207
150208,-3.690027778,-73.25405556,116,PUNCHANA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150208,RP,,0,150208
150209,-4.226355556,-69.95628611,100,SANTA ROSA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150209,RP,6,9,150209
150212,-4.510805556,-73.90963889,116,SAN REGIS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150212,RP,,3,150212
150900,-10.20738889,-77.558725,1260,CHAMANA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150900,VNP,,17,150900
150901,-9.927227778,-77.65519444,2979,MALVAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150901,VNP,,4,150901
150903,-10.15775278,-77.34889167,3335,MAYORARCA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150903,VNP,,11,150903
150904,-9.552391667,-77.88761389,1312,PARIACOTO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=150904,VNP,,8,150904
151100,-3.802333333,-80.45666667,45,EL TIGRE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151100,VNP,,3,151100
151204,-11.61666667,-76.7,2800,ARAHUAY,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151204,VNP,,7,151204
151207,-12.18617778,-76.24065833,2684,HUANCATA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151207,RP,,24,151207
151208,-10.62135833,-77.04026389,3025,GORGOR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151208,VNP,,1,151208
151209,-11.92985556,-76.68974722,867,CHOSICA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151209,VNP,,8,151209
151210,-11.73446667,-76.25966667,3503,RIO BLANCO,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151210,VNP,,3,151210
151211,-10.75,-77.28333333,2100,AMBAR,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151211,VNP,,11,151211
151212,-12.45480278,-76.22558611,2707,SAN PEDRO DE PILAS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151212,RP,,21,151212
151213,-11.66095,-76.5023,3188,SHEQUE,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151213,VNP,,2,151213
151214,-12.12645278,-76.421075,2863,LANGA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151214,RP,,19,151214
151500,-3.423333333,-72.76666667,137,FRANCISCO ORELLANA,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151500,RP,,2,151500
151503,-13.2206,-75.533475,2744,HUACHOS,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151503,RP,7,9,151503
151602,-14.13194444,-74.94055556,3180,HUAC-HUAS,M,CON,,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=151602,RP,,9,151602
152100,-5.454494444,-80.74262222,14,BERNAL,M,CON,Tipo Convencional,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=152100,VNP,,11,152100
