Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
18-Ene-2014,20.3,11.4,11.4,16.8,16.1,10.8,11.9,12.8,8.6,3.1,W,2.0
19-Ene-2014,21.4,10.8,12,19,16.3,11.5,12.7,12.7,0.4,0.1,N,2.0
20-Ene-2014,23.4,11.3,12.4,20.3,18.1,11.5,13.5,13.1,0.0,0.0,N,2.0
21-Ene-2014,23.5,9.4,9.6,22.3,15.9,9.4,14.3,13.6,9.6,0.0,N,2.0
22-Ene-2014,21.3,9.5,10.5,17.4,16.5,10,12.9,13.2,0.2,0.0,N,4.0
23-Ene-2014,21.8,10.6,12,21.2,17,10.8,14.4,13.2,0.0,0.0,N,4.0
24-Ene-2014,23.8,10.5,10.4,23.4,14,10.1,14.3,13.4,0.7,2.0,N,6.0
25-Ene-2014,22.4,10.4,11.2,21.8,12.9,10.6,14.8,11.6,2.3,0.2,N,6.0
26-Ene-2014,16.6,7.8,8.8,14.4,14.4,8,11.1,11.6,0.0,0.0,S,2.0
27-Ene-2014,22.8,8.4,8.7,21.5,16.7,8.3,13.5,12.2,0.0,0.0,N,6.0
28-Ene-2014,22.9,8.9,9,22.6,16.7,8.7,13.8,12.8,6.4,0.0,N,8.0
29-Ene-2014,21.2,9,11.6,20.8,16.7,10.3,14.1,12.5,0.8,0.0,N,4.0
30-Ene-2014,19.6,11.7,12.7,14.4,15.6,12.2,12.4,12.1,1.7,0.3,N,2.0
31-Ene-2014,19.6,12.4,12.6,19.4,14.1,11.9,13,13.0,0.0,2.4,N,4.0
01-Feb-2014,20.1,12.2,12.9,15.7,16.8,12,13.6,13.0,6.9,1.0,N,4.0
02-Feb-2014,20.6,12.6,12.9,18.1,17.7,12,13.2,13.2,0.2,0.0,N,6.0
03-Feb-2014,23.4,10.5,11,22.8,17.7,10.3,14.5,12.4,1.1,0.0,N,6.0
04-Feb-2014,19.2,7.8,8.7,17.6,16.6,8.6,12.4,12.8,4.8,0.0,N,4.0
05-Feb-2014,21.2,5.3,9.2,19.3,15,9.1,13.6,12.4,3.2,0.0,N,6.0
06-Feb-2014,22.2,9.2,12.1,21.7,17.5,11.2,14.2,12.6,8.2,0.0,N,4.0
07-Feb-2014,21.9,12.3,12.6,19.7,16,11.7,13.9,12.6,0.1,0.0,N,2.0
08-Feb-2014,19.4,12.2,12.5,16.5,16.1,12,13.1,12.9,1.9,0.8,N,4.0
09-Feb-2014,23,12.2,12.7,21.5,17.5,11.6,13.8,13.0,0.0,0.0,N,6.0
10-Feb-2014,18.8,11.6,12.2,18.5,16.4,11.4,13.5,13.0,15.4,0.0,N,6.0
11-Feb-2014,20.6,11.8,11.8,17.2,15.7,11.2,12.8,12.3,14.1,0.9,W,2.0
12-Feb-2014,21.7,11.9,13.3,21,17,11.9,15,13.1,0.0,0.0,N,6.0
13-Feb-2014,22,10.4,10.6,21.4,13.6,10.2,15,12.9,4.4,4.5,N,2.0
14-Feb-2014,19.1,10.3,11.7,18.6,15.4,11.3,13.8,12.6,11.3,1.3,N,4.0
15-Feb-2014,17.3,11.8,11.8,16,14.6,11.4,12.9,12.3,1.2,0.9,N,4.0
16-Feb-2014,23.1,10.3,11,22.3,17,9.8,14.9,13.1,0.0,0.0,N,4.0
17-Feb-2014,22.2,10.3,11.9,21.8,14.6,10.9,14.8,13.8,9.4,3.6,N,4.0
18-Feb-2014,21.7,10.4,12.1,20.4,17.8,11.1,14,13.4,2.2,0.1,N,6.0
19-Feb-2014,22.4,11.8,12.4,19,16.5,12.1,14.2,14.0,5.8,0.0,N,2.0
20-Feb-2014,21.2,12.6,13.5,19.9,17.5,12.7,14.6,13.3,0.0,0.0,N,6.0
21-Feb-2014,21.5,12,13.1,20.5,18.3,12.6,15,13.7,1.1,0.0,N,6.0
22-Feb-2014,21.8,12.4,12.6,20,16.3,12.2,13.5,13.2,12.7,0.0,N,6.0
23-Feb-2014,20.4,12.7,12.9,18,14.3,12.1,13.9,13.4,0.7,2.1,N,6.0
24-Feb-2014,20.7,12,12.2,18,15.5,11.8,13.4,12.6,14.8,-888.0,C,
25-Feb-2014,20.4,11.4,11.8,19.8,15.2,10.4,14.7,12.7,10.2,0.4,N,6.0
26-Feb-2014,18.6,11.3,11.9,13.8,15.2,11.5,12.5,12.6,0.3,4.9,C,
27-Feb-2014,22.6,8.4,8.7,22.5,17.2,8.4,16,13.9,1.0,0.0,N,8.0
28-Feb-2014,24.3,8.6,10.7,22.7,18.9,10.2,15.1,14.7,10.4,0.0,N,6.0
01-Mar-2014,22.7,9.8,9.9,21.3,17.9,9.6,14.2,13.6,0.5,0.0,N,6.0
02-Mar-2014,24.8,9.3,9.3,24.3,17.1,9.1,16.3,14.7,0.0,0.0,N,6.0
03-Mar-2014,24.4,9,10.2,23.2,16.8,9.8,14.2,13.4,0.0,1.3,N,4.0
04-Mar-2014,21.8,9.4,9.8,20.1,15.7,9.6,13.9,12.0,5.4,0.0,N,6.0
05-Mar-2014,21.7,8.8,12.9,18.1,15.4,11.8,13.4,12.4,0.0,0.0,N,6.0
06-Mar-2014,20.9,8.6,12,17.4,16.9,11.4,12.7,13.4,1.2,0.0,N,6.0
07-Mar-2014,21.6,10.6,11.4,17.7,15.5,10.7,13,13.4,0.8,0.0,N,4.0
08-Mar-2014,16.9,11.9,12.2,13.6,14.3,11.4,11.9,11.9,8.9,10.1,C,
09-Mar-2014,19.4,12,12.5,18.2,15.1,11.7,13.4,12.9,0.1,-888.0,N,4.0
10-Mar-2014,22.9,9.3,9.4,21.7,15,9.2,14.9,13.3,0.0,0.1,N,2.0
11-Mar-2014,18.9,9.3,10.3,17.1,15.1,10,12.9,13.5,0.1,0.0,W,2.0
12-Mar-2014,20.4,10.5,13.1,18.2,15.6,12.6,13.6,12.7,-888.0,2.5,N,6.0
13-Mar-2014,21.8,9.3,9.4,21.4,14.2,9.1,14.5,12.8,1.5,1.6,N,4.0
14-Mar-2014,21.5,9.4,11.4,21,15.6,10.7,14.8,14.3,3.2,1.7,N,4.0
15-Mar-2014,21,11.3,12.9,19.2,16.1,12.2,14.3,14.2,2.3,2.6,N,4.0
16-Mar-2014,21,12.9,13.2,18.2,14.5,12.1,13.6,13.1,1.4,2.6,N,6.0
17-Mar-2014,20.3,12.2,12.3,19,14.7,11.7,14.3,13.6,5.3,-888.0,N,6.0
18-Mar-2014,21,10.8,10.9,18.8,16,10.1,14.6,12.8,15.8,0.1,N,2.0
19-Mar-2014,20.1,11.4,12.4,19.5,16.6,11.7,14.1,13.5,0.6,0.0,N,4.0
20-Mar-2014,22.5,10.2,10.9,22.1,15.1,10.3,15.5,13.3,0.0,0.0,N,4.0
21-Mar-2014,20.7,11,12.8,17.5,16.6,11.6,13.8,13.4,0.0,0.3,N,2.0
22-Mar-2014,17.8,8.3,8.5,15.5,14.6,8,11.8,12.4,25.4,2.8,N,2.0
23-Mar-2014,19.8,8.6,11.8,19.1,16.4,11.4,14,13.2,-888.0,0.0,N,8.0
24-Mar-2014,23.2,11.5,11.6,21.9,17.1,11.3,15.3,13.8,4.6,0.0,N,6.0
25-Mar-2014,21.7,11.9,11.9,20.7,16.3,11,15,13.1,0.5,0.0,N,6.0
26-Mar-2014,20.2,11.6,11.9,19.7,16.2,11.4,14.8,13.4,4.6,0.9,N,4.0
27-Mar-2014,18.5,11.4,11.5,16.7,14.1,11,12.8,12.3,15.1,1.1,N,2.0
28-Mar-2014,20.8,7.2,7.5,20.2,15.6,7,14,12.6,0.0,0.0,N,8.0
29-Mar-2014,23,6.1,7.2,22.4,17.8,6.8,13.9,13.2,0.0,0.0,N,6.0
30-Mar-2014,23.8,7,12.2,23.6,17,11.7,14.4,13.1,0.0,0.0,N,6.0
31-Mar-2014,22.4,11.2,11.1,21.2,16.6,10.2,14.3,12.5,9.7,0.0,N,6.0
01-Ene-2015,22,12,13.2,21.2,13.6,12.1,13.9,11.4,0.1,0.0,N,6.0
02-Ene-2015,19.1,7.4,9.8,16.9,13.7,8.8,13.1,12.1,-888.0,1.3,N,2.0
03-Ene-2015,23.3,10.4,12.7,22.8,14.8,11.9,14.4,13.5,0.0,2.7,N,4.0
04-Ene-2015,19.7,12,12,17.1,14.8,11.2,13.5,12.7,6.7,0.9,N,4.0
05-Ene-2015,19.9,11,12.4,18.7,14.2,11.7,14.1,13.1,1.0,3.1,N,2.0
06-Ene-2015,18.7,11.8,12.3,17.1,15,11.7,13.7,13.0,5.3,1.5,C,
07-Ene-2015,21.2,12,12.2,18.7,15.7,11.8,13.6,12.2,1.8,-888.0,N,10.0
08-Ene-2015,20.4,8.3,10.2,19.3,17.1,9.4,14.3,13.0,0.0,1.0,N,4.0
09-Ene-2015,19.5,10.4,13.4,19.2,14.1,12.7,14,11.2,0.3,-888.0,N,4.0
10-Ene-2015,21.4,10.4,13.1,18.4,15.6,12,14.2,12.6,0.0,0.2,N,2.0
11-Ene-2015,21.7,11.9,13,15.2,17.7,12,13.6,13.2,0.5,0.9,C,
12-Ene-2015,23.9,11.6,12.7,23.5,13.2,11.8,14.7,11.0,0.6,1.8,N,6.0
13-Ene-2015,23.7,7.1,8,22.5,16.1,7.6,14.2,12.6,0.1,0.2,N,6.0
14-Ene-2015,25.2,7.4,7.7,24.7,15.3,7.4,14.7,11.7,0.0,0.0,N,4.0
15-Ene-2015,25.9,7.2,11.9,24.4,18.2,10.8,13.4,13.1,0.0,0.0,N,8.0
16-Ene-2015,25.4,7.3,13.7,23,18.8,11.4,13.9,13.2,0.0,0.0,N,4.0
17-Ene-2015,23.5,13.6,14.3,19.1,17.5,12.6,13.8,13.3,0.0,0.0,N,4.0
18-Ene-2015,21.6,11,12.1,20.1,14.6,11.6,14.1,13.0,5.3,1.1,N,4.0
19-Ene-2015,19.9,12.3,12.9,15.83,16.1,11.9,13,13.0,2.3,0.3,N,2.0
20-Ene-2015,19.5,11.9,12.7,18.3,16,11.8,13.1,12.5,-888.0,1.1,N,4.0
21-Ene-2015,21.8,10,10.6,20.2,15.1,10.2,13.4,12.4,6.4,0.2,C,
22-Ene-2015,21,9.9,12.6,19.7,17.3,11.5,13.8,12.8,0.0,0.0,N,6.0
23-Ene-2015,20.6,11.5,11.9,19,16.3,11.6,14,13.0,1.6,0.9,C,
24-Ene-2015,22.3,11.8,12.4,19.4,14.5,12,14.5,13.0,0.5,3.4,C,
25-Ene-2015,23,10.3,11.9,19.2,13.8,11,13.5,13.3,0.3,1.1,N,2.0
26-Ene-2015,23.2,12.3,12.4,21.4,14,11.9,14.2,13.0,1.4,9.0,N,4.0
27-Ene-2015,23.1,10.6,11.4,22.1,14.9,10.9,14.6,13.4,1.6,2.2,N,6.0
28-Ene-2015,20.9,11.5,11.9,18.6,16.5,11.4,13.8,12.6,5.9,0.0,N,2.0
29-Ene-2015,21.2,11.9,12.5,20.1,15,11.8,14.6,13.9,3.8,1.4,N,6.0
30-Ene-2015,21.9,12.2,12.7,19.3,16.1,12.1,13.5,13.3,4.1,-888.0,N,4.0
31-Ene-2015,21.1,9.9,10.4,20.6,15.7,9.6,13.9,12.9,13.4,0.2,N,6.0
01-Feb-2015,20.2,10.7,12.8,19.2,16.1,11.7,13.6,12.5,0.0,0.0,N,4.0
02-Feb-2015,20.8,11.6,12,18.5,16.1,11.4,12.8,12.8,0.3,0.0,N,4.0
03-Feb-2015,22,9.7,10.1,19.2,17.3,9.3,12.9,13.1,0.0,0.0,N,4.0
04-Feb-2015,24.5,8.5,8.7,23.8,17,8.3,15.2,13.0,0.0,0.0,N,4.0
05-Feb-2015,25.3,8.6,12.2,24.4,18.3,11.1,14.3,13.4,0.0,0.0,N,6.0
06-Feb-2015,24.5,8.4,11.7,22.7,18.7,11.1,16.3,14.1,0.0,0.0,S,2.0
07-Feb-2015,22.6,10.6,12.2,21.5,14,10.6,14.2,12.0,0.2,0.6,N,8.0
08-Feb-2015,15.9,11.3,11.8,14.7,13.4,11.3,12.7,11.6,1.3,2.3,N,6.0
09-Feb-2015,20.6,11.7,12,19,15,11.3,13.9,13.4,-888.0,0.3,N,6.0
10-Feb-2015,20.7,11.9,12,20.5,15.4,11.7,15.1,12.8,5.2,0.6,N,6.0
11-Feb-2015,20.4,12.1,13,18.2,17,12,13.3,13.0,0.0,0.2,N,4.0
12-Feb-2015,22.7,12.5,12.7,19.7,16.1,12.2,13,14.8,0.9,0.4,N,6.0
13-Feb-2015,20.2,12.8,12.9,19.6,14.3,12.1,14.3,12.7,1.7,0.1,N,4.0
14-Feb-2015,21,11.8,13.1,20.3,16.9,12.1,14.7,13.1,0.0,0.0,N,6.0
15-Feb-2015,19.5,12.2,12.6,17,14.1,12,13.9,13.3,9.7,3.5,N,2.0
16-Feb-2015,23.1,11.3,11.7,19,18,11,14.1,13.6,0.1,0.0,N,2.0
17-Feb-2015,23.1,12.1,13.4,21.9,18.4,12.5,15.4,14.6,0.0,0.0,N,2.0
18-Feb-2015,21.9,11.1,11.4,21.3,15.2,10.4,14.7,13.6,0.0,0.7,N,6.0
19-Feb-2015,25,7.5,8.4,24.6,18.8,7.8,14,14.0,-888.0,0.0,N,6.0
20-Feb-2015,20.2,8.5,14.5,19.8,16.1,12.4,14.4,12.6,0.0,0.0,N,6.0
21-Feb-2015,24.1,10.7,12.9,23.3,17.5,12,14.6,13.0,0.0,0.0,N,6.0
22-Feb-2015,18.8,12.2,12.7,17.7,14.6,11.7,14,12.6,2.1,0.9,N,6.0
23-Feb-2015,21.8,11,11.7,20.7,16.4,11.4,14.2,12.8,0.1,-888.0,N,6.0
24-Feb-2015,16.4,11.8,13,12.8,11.8,12.3,11.4,11.0,0.0,5.7,N,2.0
25-Feb-2015,17.7,11.1,11.2,14.2,14.7,10.9,12.4,12.5,0.1,1.8,C,
26-Feb-2015,20.3,10.3,12,19.7,14.4,11.8,13.4,12.2,0.4,0.1,N,2.0
27-Feb-2015,20.9,8.1,10.8,19.3,12.1,9.7,14.1,11.5,-888.0,4.6,SE,2.0
28-Feb-2015,21.6,9.5,10.9,21.2,16.8,10.5,14.7,13.6,4.4,-888.0,N,2.0
01-Mar-2015,22.4,11.6,12.3,21.4,17.5,11.8,14.8,13.7,2.4,0.1,E,2.0
02-Mar-2015,21.4,11.3,11.9,19.9,17.3,11.3,13.9,12.6,9.4,-888.0,N,6.0
03-Mar-2015,18.8,9.4,9.6,18.6,14.4,9.3,13.1,13.0,0.0,0.0,N,2.0
04-Mar-2015,21.6,9.8,11.7,20.8,17,10.8,14.5,13.5,0.0,0.0,N,2.0
05-Mar-2015,22.3,11.6,11.7,21,16.9,11.3,14.8,13.3,10.9,1.9,N,6.0
06-Mar-2015,18.8,11,11.1,16.6,15.1,10.8,12.6,12.4,11.1,0.2,S,4.0
07-Mar-2015,19.6,11.3,12.8,18.4,15.9,12,14,13.2,2.5,0.0,N,6.0
08-Mar-2015,21.2,10.9,13.2,18.3,16.6,12.2,14.1,13.8,0.0,0.0,N,6.0
09-Mar-2015,22.6,12.4,13.3,20.4,17.7,12.5,14.5,13.8,0.0,0.0,N,2.0
10-Mar-2015,21,12.3,13.7,19.1,15.6,12.7,14.1,13.3,0.5,0.0,N,4.0
11-Mar-2015,22.9,12.2,13,20.8,16.9,12.2,14.5,13.5,0.0,0.0,N,4.0
12-Mar-2015,22.3,9.6,10.1,19.3,17.1,9.8,14.3,13.8,0.0,0.0,C,
13-Mar-2015,22.5,9.8,11,21.8,14.8,10.3,15.1,12.6,0.0,0.0,N,6.0
14-Mar-2015,23.2,9.1,9.6,22.4,15.7,9.1,14.6,13.2,-888.0,0.0,N,6.0
15-Mar-2015,21.6,9.6,9.9,20.2,15.1,9.4,14.3,12.2,0.0,0.2,N,4.0
16-Mar-2015,21.2,9.5,12,20.1,14.6,11.2,14.1,13.1,0.0,0.2,N,4.0
17-Mar-2015,21.2,10.1,11.3,20.2,16.4,10.9,14,12.8,0.0,0.1,N,4.0
18-Mar-2015,22.2,9.4,13.5,21.1,17.9,11.5,14,13.0,0.0,1.4,N,2.0
19-Mar-2015,22.9,12.2,12.2,17.7,15,11.4,12.5,13.2,0.1,0.5,N,6.0
20-Mar-2015,22.8,10.1,11,18.2,18.1,10.5,12.9,12.5,-888.0,0.0,C,
21-Mar-2015,18.1,10.8,12.1,15.3,14.2,11.6,11.8,12.3,9.3,1.3,C,
22-Mar-2015,19.9,10.6,11.2,19.1,15.4,10.9,13.1,11.4,0.1,0.1,C,
23-Mar-2015,21.4,10.2,10.3,18.9,15.8,9.7,12.5,11.7,0.0,0.0,N,6.0
24-Mar-2015,23.2,10,11.4,21.8,17.2,10.7,13.1,12.4,0.3,0.0,S,2.0
25-Mar-2015,21.2,11.2,12.1,19.4,16.8,10.8,12.9,12.4,0.5,0.0,N,6.0
26-Mar-2015,24.2,8.3,9.4,22.7,16.9,8.4,13.9,12.4,0.5,0.0,N,6.0
27-Mar-2015,21.5,9,11.7,20.5,16.7,9.7,13.8,12.7,0.0,0.0,N,4.0
28-Mar-2015,21.4,11.1,11.8,19.7,13.7,11.3,13.5,12.7,8.6,10.4,E,2.0
29-Mar-2015,22.1,11.4,12.3,18.2,17.3,11.8,14,13.6,6.0,1.0,N,2.0
30-Mar-2015,22.1,8.1,8.2,18,17.2,8,13.5,12.5,0.0,0.0,N,6.0
31-Mar-2015,24.8,7.8,9.4,21.4,19,8.7,13.9,13.3,0.0,0.0,N,6.0
01-Ene-2016,24.8,7.5,9.7,23,13.8,8.8,15.5,12.6,0.0,3.7,N,6.0
02-Ene-2016,26,7.8,8.2,24.6,18.3,7.7,15.4,13.6,-888.0,0.0,N,6.0
03-Ene-2016,26.6,7.3,13,25,19.3,12.1,16.4,15.8,0.0,0.0,N,2.0
04-Ene-2016,26.2,12.6,13.7,24.5,19.1,12.2,21.2,17.8,0.1,0.0,NW,8.0
05-Ene-2016,26.2,13.4,13.4,24.1,15.4,12.6,23.3,13.5,0.9,1.3,N,4.0
06-Ene-2016,24.5,12.4,13.4,24.1,18.2,12.6,15.7,13.5,0.6,0.0,N,6.0
07-Ene-2016,26.8,12.7,12.7,25.5,16.2,12,15.3,14.2,0.1,1.3,N,4.0
08-Ene-2016,27.4,9.8,10,26.8,16.1,9.2,16.4,13.8,-888.0,0.9,N,2.0
09-Ene-2016,27.6,8.9,11.2,26.2,19.8,10.6,15.2,14.8,0.0,0.0,N,6.0
10-Ene-2016,27.7,8.8,11.3,25.8,20.2,10.6,14.7,14.3,0.0,0.0,N,6.0
11-Ene-2016,26,11.9,14.8,24.6,18.6,12.8,14.8,13.4,0.0,0.0,N,4.0
12-Ene-2016,25.2,13.5,14.3,24.6,17.2,13.4,15.4,14.0,1.1,-888.0,NE,8.0
13-Ene-2016,27.8,13.8,13.9,25.7,20.1,12.5,14.2,14.1,0.0,0.0,N,6.0
14-Ene-2016,27.3,11.4,11.5,26.3,21,9.4,16.3,14.9,0.0,0.0,N,6.0
15-Ene-2016,21.6,11.2,13.6,21.2,18.2,12.1,14.6,13.6,0.3,0.0,N,2.0
16-Ene-2016,27.4,10.2,10.6,26.4,19.6,10.1,16.4,14.6,0.0,0.0,N,4.0
17-Ene-2016,25,9.6,14,21.3,20.2,13.3,14.9,13.9,8.5,0.0,N,6.0
18-Ene-2016,24.5,13.4,13.6,23.8,17.8,12.8,15.5,13.8,0.0,0.2,N,6.0
19-Ene-2016,23.4,12.7,14.5,19.1,14.8,13.6,15,12.5,0.0,0.6,C,
20-Ene-2016,22.1,12.7,13.5,20.3,17.1,12.6,14.7,13.1,4.8,2.5,N,6.0
21-Ene-2016,24.8,10.4,10.9,23.7,19.5,10.5,15,13.9,0.0,0.0,N,6.0
22-Ene-2016,25.5,10.5,12.4,22.7,17.2,11.4,13.2,12.8,0.0,0.0,NE,6.0
23-Ene-2016,26.9,6.2,9.6,25.8,19.3,8.2,14.2,13.6,0.0,0.0,N,6.0
24-Ene-2016,26.4,7.2,10.4,26.3,19.8,9.4,14.7,13.1,0.0,0.0,N,6.0
25-Ene-2016,27.4,9.2,11.1,27.1,16.4,9.6,17.2,13.8,0.0,2.8,N,6.0
26-Ene-2016,24,9.6,11.3,23.1,19.4,10.1,14.6,13.0,0.0,0.0,NW,6.0
27-Ene-2016,26.6,8.9,10.8,25.3,19.9,9.2,15.4,14.3,0.0,0.0,NE,6.0
28-Ene-2016,19.9,10.6,14.3,17.7,16.6,13.2,14.4,14.0,0.3,3.9,NW,2.0
29-Ene-2016,22.1,10.1,13.8,19,14.1,13.2,15.8,13.3,2.9,1.1,C,
30-Ene-2016,21.6,13.4,14,19.8,16.2,13.1,14.9,13.1,2.6,4.4,N,2.0
31-Ene-2016,20.1,9.7,11,17.8,15.8,10.4,13.7,13.2,0.7,1.1,NW,2.0
01-Feb-2016,16.7,10.5,13.2,16.5,14.2,12.6,13.7,12.2,2.9,4.9,C,
02-Feb-2016,24.1,10.8,12,22.4,18,11.4,15.7,13.7,0.2,0.0,N,4.0
03-Feb-2016,22.9,12.1,13.3,22.2,15.5,12.2,15.1,14.1,7.9,5.1,N,2.0
04-Feb-2016,22.8,12.8,13.2,21.5,14.7,12.6,14.9,13.8,2.7,4.6,NW,6.0
05-Feb-2016,22.1,12.8,12.9,20.5,17.4,12.6,13.9,13.5,0.2,0.1,N,4.0
06-Feb-2016,22.4,11.9,12.5,21.6,15.5,11.9,15.4,13.8,13.8,3.8,NW,6.0
07-Feb-2016,21.6,11.4,13.4,19.2,15.7,12.3,15.1,14.8,5.5,0.9,N,2.0
08-Feb-2016,19.3,13.1,13.5,18.5,16.7,12.8,14.7,13.3,11.1,0.0,NE,6.0
09-Feb-2016,19.9,13.5,13.6,17.8,16.6,13.1,14.4,13.4,-888.0,0.5,NW,4.0
10-Feb-2016,20.8,12,12.4,17.1,16.6,11.8,13.5,12.8,0.7,2.2,NW,6.0
11-Feb-2016,19,12.4,13.3,17.6,16,12.6,13.3,13.8,0.8,0.9,N,6.0
12-Feb-2016,22.7,12.1,13,19.8,15.6,12,15,13.2,0.0,0.2,N,4.0
13-Feb-2016,23,12.3,12.5,22.2,16.8,11.9,15.8,14.2,4.1,0.1,N,2.0
14-Feb-2016,21.6,12.3,14,20.6,15.2,13.3,14.8,14.0,0.0,1.5,N,8.0
15-Feb-2016,24.2,12.1,12.7,21.5,18.6,11.4,15.2,13.5,0.0,0.0,N,4.0
16-Feb-2016,23.8,13,13.9,20.4,19.6,13.3,15,13.7,6.9,2.0,N,6.0
17-Feb-2016,21.6,12.6,13.3,20.4,16,13.1,15.2,13.7,0.0,2.0,N,4.0
18-Feb-2016,22.1,13.3,13.7,21.1,16.1,12.7,15.3,14.3,2.7,0.2,NW,4.0
19-Feb-2016,23.7,13.1,13.5,21,18.6,12.6,14.8,14.6,0.0,0.1,C,
20-Feb-2016,25.1,13.1,14.2,23.6,17.2,13.2,15.7,12.9,0.0,9.1,SE,6.0
21-Feb-2016,23.2,12.5,13.3,21.3,16.2,12.5,15.1,13.7,0.4,1.3,N,6.0
22-Feb-2016,24.5,12,12.4,23.4,17.8,11.6,15.9,14.2,0.1,0.0,NW,4.0
23-Feb-2016,20.6,11.7,13.4,15.7,15.2,12.8,13.6,14.0,5.1,2.3,NE,4.0
24-Feb-2016,23.6,11.4,12.8,21,16.8,12.5,15,15.1,1.1,0.5,N,4.0
25-Feb-2016,22.7,10.9,13.5,21,15.8,13,15.3,14.8,5.4,3.4,W,2.0
26-Feb-2016,24.9,12,12.7,24.2,13.6,12,16.2,12.5,2.4,5.2,N,6.0
27-Feb-2016,24,11.5,13.2,21.8,17.9,12.1,15.8,14.4,0.8,0.0,N,6.0
28-Feb-2016,23.1,13.1,13.4,21.8,18.3,13,15.3,14.0,20.5,0.0,N,6.0
29-Feb-2016,22.9,12.6,13.1,21.8,15.1,12.5,15.5,14.0,3.3,0.9,NW,6.0
01-Mar-2016,22.2,11.1,12.5,20,18.6,12.1,14.6,14.2,1.0,0.0,N,2.0
02-Mar-2016,21.7,12.5,14.5,19.5,17.8,13.5,15,14.2,0.7,0.0,N,2.0
03-Mar-2016,23.8,12.4,13.4,20.2,16.6,12.8,15.8,14.4,0.9,-888.0,C,
04-Mar-2016,25.7,10,10.4,24.8,19.9,9.4,17.2,15.5,0.0,0.2,N,2.0
05-Mar-2016,21.3,9.6,13.7,19.5,16.7,11.8,14.2,14.2,0.0,0.0,N,4.0
06-Mar-2016,20.7,12.4,13.3,19.6,15.4,12,13.1,11.3,0.0,3.3,S,2.0
07-Mar-2016,17.7,12.1,12.2,16.2,12,11.8,13.1,11.3,5.6,11.3,NW,4.0
08-Mar-2016,22.1,10.5,10.8,19.8,17.2,10.6,14.2,13.8,1.2,-888.0,N,2.0
09-Mar-2016,25.2,10.7,12.9,23.8,16.9,12,13.6,15.0,0.1,0.0,N,4.0
10-Mar-2016,23.7,12.2,12.5,21.1,17.6,12.2,15.6,15.3,5.2,3.4,N,6.0
11-Mar-2016,22.6,12.3,12.6,20.2,17.5,11.9,17.5,15.3,4.3,0.0,N,8.0
12-Mar-2016,23.6,12.3,13.2,21.8,15.3,12.8,16.7,14.2,5.6,0.9,N,6.0
13-Mar-2016,22.3,12.6,12.9,19.9,17.8,12.2,17.7,14.5,0.3,-888.0,N,4.0
14-Mar-2016,22.2,12.5,12.8,21,14.9,12.2,14.7,13.8,3.8,0.9,N,6.0
