Día/mes/año,Precipitacion (mm),Precipitacion (mm)
16-Ene-2016,0,0.0
17-Ene-2016,0,0.0
18-Ene-2016,0,0.0
19-Ene-2016,0,0.0
20-Ene-2016,0,0.0
21-Ene-2016,0,2.8
22-Ene-2016,-888,0.0
23-Ene-2016,0,0.0
24-Ene-2016,0,0.0
25-Ene-2016,0,0.6
26-Ene-2016,0,0.0
27-Ene-2016,0,0.0
28-Ene-2016,0,0.0
29-Ene-2016,0,0.0
30-Ene-2016,-888,5.7
31-Ene-2016,0,0.0
01-Feb-2016,0,4.0
02-Feb-2016,-888,23.0
03-Feb-2016,.3,13.5
04-Feb-2016,-888,5.5
05-Feb-2016,-888,-888.0
06-Feb-2016,0,0.0
07-Feb-2016,0,6.6
08-Feb-2016,0,3.7
09-Feb-2016,0,22.2
10-Feb-2016,2.5,2.7
11-Feb-2016,-888,5.1
12-Feb-2016,.5,-888.0
13-Feb-2016,0,0.0
14-Feb-2016,0,0.0
15-Feb-2016,0,0.0
16-Feb-2016,0,0.7
17-Feb-2016,2.3,0.0
18-Feb-2016,0,0.0
19-Feb-2016,0,0.0
20-Feb-2016,-888,0.0
21-Feb-2016,0,0.0
22-Feb-2016,0,0.6
23-Feb-2016,-888,16.6
24-Feb-2016,2.8,3.2
25-Feb-2016,6.5,48.5
26-Feb-2016,-888,0.3
27-Feb-2016,.6,0.0
28-Feb-2016,0,0.2
29-Feb-2016,-888,0.0
01-Mar-2016,0,0.5
02-Mar-2016,.4,0.2
03-Mar-2016,.3,5.0
04-Mar-2016,0,3.0
05-Mar-2016,.2,0.8
06-Mar-2016,.9,1.7
07-Mar-2016,3,2.9
08-Mar-2016,10,1.2
09-Mar-2016,-888,0.3
10-Mar-2016,-888,0.0
11-Mar-2016,-888,0.0
12-Mar-2016,0,0.0
13-Mar-2016,0,0.3
14-Mar-2016,.9,0.8
15-Mar-2016,.2,5.2
16-Mar-2016,.4,0.0
17-Mar-2016,0,0.0
18-Mar-2016,0,0.0
19-Mar-2016,0,0.0
20-Mar-2016,0,0.0
21-Mar-2016,0,-888.0
22-Mar-2016,-888,0.5
23-Mar-2016,0,0.0
24-Mar-2016,0,0.0
25-Mar-2016,0,0.0
26-Mar-2016,0,0.0
27-Mar-2016,0,0.0
28-Mar-2016,0,0.0
29-Mar-2016,0,0.0
30-Mar-2016,0,12.5
31-Mar-2016,.5,0.0
