Día/mes/año,Precipitacion (mm),Precipitacion (mm)
15-Ene-2015,0,0.0
16-Ene-2015,0,25.9
17-Ene-2015,0,7.1
18-Ene-2015,6.7,11.3
19-Ene-2015,7.4,2.0
20-Ene-2015,5,13.7
21-Ene-2015,.2,3.0
22-Ene-2015,9,12.7
23-Ene-2015,6.9,30.4
24-Ene-2015,2.3,8.5
25-Ene-2015,6.5,22.1
26-Ene-2015,11,4.9
27-Ene-2015,.1,3.5
28-Ene-2015,4.1,0.8
29-Ene-2015,0,5.2
30-Ene-2015,0,1.9
31-Ene-2015,4.1,9.0
01-Feb-2015,2.9,0.0
02-Feb-2015,0,0.0
03-Feb-2015,0,0.0
04-Feb-2015,0,0.0
05-Feb-2015,0,2.3
06-Feb-2015,.8,3.0
07-Feb-2015,2.4,21.9
08-Feb-2015,.2,0.0
09-Feb-2015,.1,0.0
10-Feb-2015,0,0.0
11-Feb-2015,0,0.0
12-Feb-2015,0,0.0
13-Feb-2015,0,0.0
14-Feb-2015,0,9.2
15-Feb-2015,.3,8.9
16-Feb-2015,.3,0.0
17-Feb-2015,0,0.0
18-Feb-2015,0,0.1
19-Feb-2015,.2,0.0
20-Feb-2015,0,0.0
21-Feb-2015,0,0.0
22-Feb-2015,0,0.0
23-Feb-2015,0,7.5
24-Feb-2015,6.6,6.2
25-Feb-2015,14.9,0.0
26-Feb-2015,6.5,0.0
27-Feb-2015,4.2,0.4
28-Feb-2015,.3,4.8
01-Mar-2015,.2,7.4
02-Mar-2015,9.6,22.8
03-Mar-2015,5.1,27.9
04-Mar-2015,4.9,3.3
05-Mar-2015,0,0.0
06-Mar-2015,0,42.1
07-Mar-2015,2.9,2.3
08-Mar-2015,1.5,1.3
09-Mar-2015,0,0.0
10-Mar-2015,0,0.0
11-Mar-2015,0,0.0
12-Mar-2015,0,0.0
13-Mar-2015,1.6,13.0
14-Mar-2015,.6,35.3
15-Mar-2015,3.6,0.9
16-Mar-2015,2.3,3.5
17-Mar-2015,15.9,61.2
18-Mar-2015,24,17.0
19-Mar-2015,24.5,12.0
20-Mar-2015,7.5,19.0
21-Mar-2015,10.3,27.5
22-Mar-2015,40,1.6
23-Mar-2015,17,10.0
24-Mar-2015,4.1,8.7
25-Mar-2015,7.2,29.3
26-Mar-2015,2.1,26.8
27-Mar-2015,18.3,0.4
28-Mar-2015,0,7.8
29-Mar-2015,1,0.0
30-Mar-2015,.8,4.0
31-Mar-2015,.4,10.0
01-Ene-2016,0,0.0
02-Ene-2016,0,0.0
03-Ene-2016,0,0.0
04-Ene-2016,0,0.4
05-Ene-2016,13.5,1.9
06-Ene-2016,5.3,6.8
07-Ene-2016,19.2,7.9
08-Ene-2016,1.5,2.5
09-Ene-2016,.1,1.6
10-Ene-2016,0,0.0
11-Ene-2016,0,0.0
12-Ene-2016,0,0.0
13-Ene-2016,.6,0.0
14-Ene-2016,0,0.0
15-Ene-2016,0,3.9
16-Ene-2016,0,2.0
17-Ene-2016,7.9,2.5
18-Ene-2016,1.6,21.4
19-Ene-2016,.2,8.5
20-Ene-2016,.3,9.0
21-Ene-2016,19.5,0.0
22-Ene-2016,.2,0.0
23-Ene-2016,0,0.0
24-Ene-2016,0,0.0
25-Ene-2016,1.2,0.0
26-Ene-2016,.7,1.8
27-Ene-2016,2.7,14.2
28-Ene-2016,.4,3.3
29-Ene-2016,2.2,6.8
30-Ene-2016,9.9,9.4
31-Ene-2016,26.2,15.6
01-Feb-2016,13.9,2.8
02-Feb-2016,0,0.2
03-Feb-2016,0,38.2
04-Feb-2016,.4,4.8
05-Feb-2016,0,13.2
06-Feb-2016,12.2,0.0
07-Feb-2016,.2,0.1
08-Feb-2016,0,5.8
09-Feb-2016,0,6.2
10-Feb-2016,.2,0.0
11-Feb-2016,0,1.7
12-Feb-2016,.1,0.0
13-Feb-2016,.3,0.1
14-Feb-2016,0,0.0
15-Feb-2016,0,0.0
16-Feb-2016,0,0.0
17-Feb-2016,.1,5.0
18-Feb-2016,2.5,0.0
19-Feb-2016,1.7,0.0
20-Feb-2016,.2,0.0
21-Feb-2016,.8,17.8
22-Feb-2016,11.5,5.5
23-Feb-2016,17,1.4
24-Feb-2016,1.7,15.7
25-Feb-2016,3.5,0.9
26-Feb-2016,7.5,40.5
27-Feb-2016,21,0.8
28-Feb-2016,0,9.6
29-Feb-2016,.9,0.0
01-Mar-2016,0,1.0
02-Mar-2016,7,0.8
03-Mar-2016,.5,12.2
04-Mar-2016,2,7.6
05-Mar-2016,5.1,13.2
06-Mar-2016,2.3,45.0
07-Mar-2016,13,14.0
08-Mar-2016,.2,24.4
09-Mar-2016,0,15.4
10-Mar-2016,17.5,0.0
11-Mar-2016,0,0.0
12-Mar-2016,0,0.6
13-Mar-2016,2.9,0.2
14-Mar-2016,.4,0.0
15-Mar-2016,0,0.0
16-Mar-2016,0,0.0
17-Mar-2016,0,0.0
18-Mar-2016,0,0.0
19-Mar-2016,0,0.9
20-Mar-2016,0,0.0
21-Mar-2016,1.7,0.1
22-Mar-2016,.9,0.4
23-Mar-2016,.2,0.4
24-Mar-2016,0,0.0
25-Mar-2016,0,0.0
26-Mar-2016,0,1.7
27-Mar-2016,.2,33.7
28-Mar-2016,5,1.6
29-Mar-2016,1,18.3
30-Mar-2016,12.6,15.3
31-Mar-2016,.9,0.0
