Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
13-Feb-2013,15.5,5,7.4,14.6,10,4,8.2,6.0,0.0,2.0,SE,2.0
14-Feb-2013,16,4.2,6.6,14.8,7.8,3.8,8.2,6.0,0.0,3.8,S,2.0
15-Feb-2013,15.5,6,7.6,14.2,7.2,6.2,9.6,6.0,0.9,6.5,SE,2.0
16-Feb-2013,15.2,5.6,7.2,14.6,7.4,5.2,9.2,5.8,0.2,1.5,NE,4.0
17-Feb-2013,18,5.2,7.6,16.2,6.2,5,9,5.0,1.2,12.0,NE,4.0
18-Feb-2013,18,5.8,7,15.2,11,4.8,9.2,8.0,0.0,0.0,S,2.0
19-Feb-2013,17,5.6,6.4,16,11.2,5.4,9.4,8.4,6.5,0.7,S,4.0
20-Feb-2013,16,4,6,13.2,6,4.8,8,5.2,13.4,32.4,C,
21-Feb-2013,16,4.4,4.8,15.4,10.8,4,9.8,8.4,21.9,0.4,E,2.0
22-Feb-2013,15,4.6,6.4,14,9,5,9.4,7.6,4.9,1.9,S,2.0
23-Feb-2013,16.5,5.6,8.6,15.2,10.4,6.8,9,7.4,1.8,0.0,SE,2.0
24-Feb-2013,17.5,7.2,9.6,16,13,6.8,9,8.4,0.0,0.0,C,
25-Feb-2013,17.8,8,9,16.4,13.6,6.4,8,7.6,0.0,0.0,C,
26-Feb-2013,17,3.4,7.8,16,10.2,5.4,8.4,6.8,0.0,0.0,C,
27-Feb-2013,17.8,4.4,7.8,16.4,8.2,5.6,9.8,5.4,3.8,0.0,C,
28-Feb-2013,15,4.2,4.6,12.8,9,3.8,9,7.6,6.4,0.8,C,
01-Mar-2013,17,4.2,6,15,11,5.4,8,7.8,1.5,0.0,C,
02-Mar-2013,18,6.6,9.2,16.2,11,6.8,9.4,8.0,0.0,0.0,C,
03-Mar-2013,16,7.8,9,13,11.8,6.6,8.6,7.6,2.0,0.0,S,2.0
04-Mar-2013,17,6,8.4,14,11.2,6.2,9,8.2,0.0,0.0,S,2.0
05-Mar-2013,17.5,6,8,15.8,10.4,6,9,6.6,0.5,0.0,SE,6.0
06-Mar-2013,17,6.2,8.2,16,9,6.4,8.6,7.0,0.6,0.0,S,2.0
07-Mar-2013,13.5,6.8,8.8,9.4,7,6,5.6,6.0,0.0,3.6,S,2.0
08-Mar-2013,16.6,3,6.8,15.6,7.4,6,9.4,6.0,0.0,2.7,SE,2.0
09-Mar-2013,16,6,7.8,13.6,8,5.6,8.6,7.0,0.9,3.6,C,
10-Mar-2013,17,6.8,8.2,15.2,8,6.6,10.2,6.0,0.5,4.2,C,
11-Mar-2013,18.5,5.8,8,15.8,8.4,6,9.6,6.6,1.4,1.4,C,
12-Mar-2013,18,2.8,6.8,17,11,4.6,9.8,8.0,2.2,0.0,C,
13-Mar-2013,18.5,6.2,9,18,7.8,3.4,9.4,6.4,0.0,5.7,C,
14-Mar-2013,18.6,5.2,7,17,10.8,3,9.6,8.0,0.0,0.0,S,2.0
15-Mar-2013,15.8,6.2,7.4,14.4,7.4,6,9,6.0,2.6,0.7,E,2.0
16-Mar-2013,16,6.2,8,13.8,8.8,6.8,9.2,6.2,2.4,0.0,C,
17-Mar-2013,16.6,5.8,7.4,15.4,7.8,5.8,9.2,6.2,0.8,4.2,S,2.0
18-Mar-2013,17.5,5.6,6.6,16.6,9,5.4,9.8,7.4,1.7,1.5,C,
19-Mar-2013,19,5.2,7.4,17.8,11.8,4,4,2.8,0.0,0.0,S,2.0
20-Mar-2013,19,3.2,5.8,17,11.4,1,5,3.4,0.0,0.0,S,2.0
21-Mar-2013,17.5,3.4,7.4,16.6,10,5,6,4.8,0.0,0.0,C,
22-Mar-2013,18,3,7.8,16.8,9.6,4.8,8.8,5.4,0.0,1.3,C,
23-Mar-2013,19,2,7.8,17.8,12,4.4,6.8,3.8,0.0,0.0,S,2.0
24-Mar-2013,18.8,3.4,6.4,17.2,12,,6.4,5.6,0.0,0.0,C,
25-Mar-2013,16.5,3.8,5.8,15.2,11,-.2,7.8,6.8,0.0,0.0,S,2.0
26-Mar-2013,17,3.6,6.6,15.8,10.4,1,8.6,6.4,0.0,0.0,C,
27-Mar-2013,16.2,4,7.6,14.8,10,3.8,9,6.2,0.0,4.1,S,2.0
28-Mar-2013,14.5,5,7,13.2,8.2,4.4,8.8,4.8,0.0,1.9,S,4.0
29-Mar-2013,16.5,3,6,15.2,10.2,1.8,7.2,5.0,0.0,0.0,C,
30-Mar-2013,17.8,4,7,17,9.4,2.2,5.2,7.0,0.0,0.8,C,
31-Mar-2013,17,6.8,8.6,15.8,9,3.2,9,6.8,0.0,1.7,C,
01-Ene-2014,14.5,5.2,8,12.6,9,4.2,8,6.0,0.0,0.6,C,
02-Ene-2014,18.5,3,7,18,10.4,3.6,9,7.2,0.0,0.0,C,
03-Ene-2014,20,5,9.2,18.8,7.6,4.6,8,7.6,0.0,2.6,S,2.0
04-Ene-2014,15.5,5.2,8,15,7,6.4,8.8,6.0,6.2,0.0,S,2.0
05-Ene-2014,16.5,5,7.6,15.6,8.8,6.8,9,6.2,0.8,0.0,SE,2.0
06-Ene-2014,17,5.4,7,15.6,9.6,5.6,9.4,6.8,0.7,0.0,C,
07-Ene-2014,15,4.6,8,14.2,10.2,6,8.6,7.0,4.0,0.0,C,
08-Ene-2014,14.5,3,7,13.6,9,3.6,8.2,6.8,0.0,0.0,C,
09-Ene-2014,17.5,3.8,8,15.8,9.8,5.6,8,6.4,0.7,0.0,S,2.0
10-Ene-2014,15.5,4.2,6.4,14.2,10.8,4.4,7.8,7.4,3.6,0.0,S,2.0
11-Ene-2014,17,3.4,9,16.2,9.8,5,7.4,6.0,0.0,0.0,SE,2.0
12-Ene-2014,15.5,4.8,5.4,14,9,4.4,8.2,6.6,0.5,0.0,C,
13-Ene-2014,16.5,3.4,6.8,15,10.8,4,7.8,6.6,6.7,0.0,SE,2.0
14-Ene-2014,17.5,5.4,10.8,16.6,11.8,6.6,9.6,6.2,0.0,0.0,C,
15-Ene-2014,16.5,3.8,6.4,15.2,6.6,4.6,9,5.0,2.7,11.4,NE,2.0
16-Ene-2014,12.5,3.6,6.6,8.2,7.6,5.2,6.2,5.4,18.3,2.5,SE,2.0
17-Ene-2014,14.8,4,5.8,13,7.6,4.6,8.8,6.0,10.5,0.8,C,
18-Ene-2014,14.5,5.2,7,12.6,10,5.4,8,7.6,0.5,0.0,C,
19-Ene-2014,15.5,4,5.8,14,9.8,5,8.2,6.6,5.3,0.0,C,
20-Ene-2014,17,5,8,15.2,10,5.8,8.8,6.4,0.0,0.0,C,
21-Ene-2014,18.5,5.8,7,17.6,10.6,5.2,9.8,6.2,0.0,0.0,SE,4.0
22-Ene-2014,12,.4,3,10.8,9.6,2.4,7.8,6.8,21.1,5.7,S,2.0
23-Ene-2014,18.5,2.4,7,18,10.4,6,9,6.0,4.3,0.0,C,
24-Ene-2014,18.6,4,8.4,17.8,10.8,2.6,8,5.4,0.0,0.0,NE,2.0
25-Ene-2014,18.8,4.2,6.6,17.8,10.4,1,7.2,4.0,0.0,0.0,S,2.0
26-Ene-2014,15.5,4,6,15,9.2,4.6,5.8,5.0,0.0,0.0,C,
27-Ene-2014,17.6,4.8,7.8,16.4,9,1.8,8.6,6.8,0.0,0.5,C,
28-Ene-2014,18,4.2,6.6,16.8,10.4,1.8,8,7.8,0.3,0.8,SE,2.0
29-Ene-2014,18,5.2,8.2,17,9,2.6,8.8,6.4,1.4,3.2,C,
30-Ene-2014,15.6,5.8,8,13,8,6.6,8,5.0,2.0,0.4,C,
31-Ene-2014,16,5,6.8,15,6.6,5.2,9.8,4.8,4.5,20.2,S,2.0
01-Feb-2014,14.8,3.8,5.6,12.8,7,5,9,6.0,12.8,7.3,C,
02-Feb-2014,19.5,3,8,17.8,12.6,6.6,9,5.0,0.8,0.0,C,
03-Feb-2014,18.5,4,8.2,17.6,11,2.8,6.4,4.0,0.0,0.0,SE,2.0
04-Feb-2014,17,2.4,5.6,16,11.4,4.8,6.4,5.0,0.0,0.0,C,
05-Feb-2014,16.5,4.6,6.4,12.4,8.8,1,8,5.0,0.0,3.2,C,
06-Feb-2014,15,3.4,5.2,12.8,9,4.4,8,6.8,7.3,9.5,C,
07-Feb-2014,15.5,2.4,7.2,14.8,8,5.2,8.6,5.8,2.5,2.4,C,
08-Feb-2014,17.6,3.8,8,16,9,5,8.4,6.8,0.0,2.8,C,
09-Feb-2014,17.5,4.2,7.8,16,11.2,4.4,7.4,6.6,0.0,0.0,C,
10-Feb-2014,17,3.8,8,16,11.2,4.2,8.2,6.4,0.0,0.0,C,
11-Feb-2014,16.6,4.8,6.4,14.6,11,5.2,8.8,6.8,4.1,0.0,S,2.0
12-Feb-2014,16.5,5.6,7.8,15.8,9.2,4.4,9.8,6.8,0.0,0.0,C,
13-Feb-2014,17.5,5.4,7.2,16,9,.2,9.2,6.2,0.0,3.7,C,
14-Feb-2014,14.5,5,6.6,13.4,9,4.4,5.2,6.0,0.0,0.0,C,
15-Feb-2014,16,4.2,8.2,15.2,9,6,8.6,7.0,3.5,1.6,C,
16-Feb-2014,17,6.4,9.4,16.8,7.4,6.8,9.4,6.0,0.0,4.6,C,
17-Feb-2014,16.5,5.4,7.4,16,9.8,5.8,8.8,5.4,0.0,0.0,C,
18-Feb-2014,17.5,3.4,8,16.8,8.8,4.6,9.4,5.6,0.0,2.0,C,
19-Feb-2014,17.8,5,7,16.6,10.8,3.6,9,8.0,0.0,0.0,S,2.0
20-Feb-2014,16.5,6,8,15.4,10.8,2.8,9,8.8,2.0,0.4,C,
21-Feb-2014,18.5,4,6.8,17.4,8.6,2.2,9.8,6.8,3.5,0.5,S,4.0
22-Feb-2014,17,5,7.2,16,10,3,9.2,5.8,0.0,0.0,C,
23-Feb-2014,17,5.2,6.6,15.4,10,5,9.2,5.8,1.5,0.0,S,2.0
24-Feb-2014,17.5,5.8,7.6,16.8,12.6,6,9.4,6.0,1.6,0.0,C,
25-Feb-2014,18,2.8,9.6,17,11.4,6,8.4,7.0,0.0,0.0,C,
26-Feb-2014,16.5,6.2,10,15.4,10.2,6.4,7.6,7.0,0.2,0.0,C,
27-Feb-2014,17.5,3,9.6,16.6,12,6,8.2,6.8,0.0,0.0,C,
28-Feb-2014,19,4.4,8.8,18,11,5,8,6.0,0.0,0.0,S,2.0
01-Mar-2014,19.5,5.8,8.4,19,11.2,5.4,8.8,6.6,0.0,0.0,C,
02-Mar-2014,19.6,5.6,9.2,18.2,9,6.2,7.6,5.8,0.0,0.0,C,
03-Mar-2014,17,3.8,7,16.2,8.8,2.4,9,6.0,0.0,0.0,SE,2.0
04-Mar-2014,18,5.2,7,17,11,3,9,6.8,2.4,0.0,C,
05-Mar-2014,16,6,8,14.8,9,4.8,8.6,5.4,0.0,0.0,C,
06-Mar-2014,18,4.8,7,13,11,5,9.6,7.0,0.0,1.7,S,2.0
07-Mar-2014,18.4,3.2,8.6,16.8,11,6,8.6,7.0,0.0,0.0,S,2.0
08-Mar-2014,15.5,3.6,5,14.6,10.8,4,8.2,7.2,10.3,0.0,C,
09-Mar-2014,18.6,3.2,7.4,17.8,11.6,5,9,6.4,0.0,0.0,S,2.0
10-Mar-2014,19.5,3.8,8.6,18.2,11,5.8,9,6.0,0.0,0.0,S,2.0
11-Mar-2014,18.4,4,8,17.2,10.2,5.4,7.8,5.8,0.0,0.0,C,
12-Mar-2014,16,2.2,6.8,15,9.4,4.4,8.2,7.0,0.0,0.0,C,
13-Mar-2014,18,4,8.6,17.4,10,6,9.4,6.0,0.0,0.0,C,
14-Mar-2014,15.5,5,8,14.6,9.8,6,8.8,6.6,4.4,3.0,S,2.0
15-Mar-2014,17.5,4.8,7.6,15.2,8.4,5,6.8,5.4,0.0,0.0,C,
16-Mar-2014,18.6,2.6,8,16.8,10.6,5,9,6.0,0.0,0.0,S,4.0
17-Mar-2014,16.6,5,7.2,16,6.4,5.4,9.2,5.2,0.0,4.0,NE,2.0
18-Mar-2014,14.5,4.6,6.6,13.6,8.6,5.6,8.6,6.4,8.7,0.8,C,
19-Mar-2014,15.5,3.4,5.8,14.8,7.4,5.2,9,6.0,1.0,0.5,NE,2.0
20-Mar-2014,16,3.8,7,15,10.6,5.2,9.6,6.6,0.0,0.0,C,
21-Mar-2014,18.5,4.2,7.4,17.6,11,3.6,7.6,7.0,0.0,0.0,S,2.0
22-Mar-2014,18.5,6.2,8.2,16.6,11.2,3.8,8.4,7.2,0.0,0.0,C,
23-Mar-2014,16.5,2.6,6.2,16,7.8,4.6,8.8,6.0,0.2,7.0,S,2.0
24-Mar-2014,18.4,3.2,7.8,17,12,6,9.2,6.8,0.5,0.0,C,
25-Mar-2014,17,5.4,7.6,13,10,3.4,7.4,6.8,0.0,3.3,NE,4.0
26-Mar-2014,15,2.8,7.2,13.6,6,4.8,8.2,5.0,0.0,4.7,NE,2.0
27-Mar-2014,17.6,4,6,13.8,11.2,5.2,8.4,6.0,0.9,0.0,S,2.0
28-Mar-2014,18.5,5,8,17,3,5.4,7,3.0,0.0,0.0,S,4.0
29-Mar-2014,18.6,.2,4.8,17.2,9.6,1.2,6.8,2.0,0.0,0.0,S,4.0
30-Mar-2014,17.5,2,4.8,15.4,9.4,1,5.4,2.6,0.0,0.0,S,2.0
31-Mar-2014,17,2.6,5,15.6,9.6,1.6,5.6,6.2,0.0,0.0,E,2.0
01-Ene-2015,17.6,5.6,9,16.8,11,3.8,9,6.0,-888.0,0.0,SE,2.0
02-Ene-2015,14.5,5.2,9.8,12.8,7,7,7.6,5.8,0.0,16.8,C,
03-Ene-2015,16.4,3.4,8.4,15.6,6.8,5.8,8.8,5.0,4.4,5.2,SE,2.0
04-Ene-2015,13.5,4,5.6,12,8.8,4.2,8,6.4,4.4,1.3,C,
05-Ene-2015,13.6,5.4,7.2,12.2,4.8,6,8,3.6,2.4,12.9,C,
06-Ene-2015,16.5,3.2,7,14.6,8,5.4,8.8,6.0,2.7,0.4,S,2.0
07-Ene-2015,17.5,5,9,16,7.6,6.6,8,5.2,0.0,1.0,C,
08-Ene-2015,15.5,4.2,6.8,13,6.8,5,8.4,5.8,0.0,1.1,SE,2.0
09-Ene-2015,15.2,5.4,7,14,7,5.8,8.8,5.0,2.6,0.0,C,
10-Ene-2015,15,5.6,6.8,14.4,6.8,5.2,9.6,5.2,1.9,0.9,SE,2.0
11-Ene-2015,15.5,5,6.4,14.2,7.2,5.2,8.6,5.0,0.0,0.0,SE,2.0
12-Ene-2015,15,4.4,6.2,11,6,4.8,5.4,4.8,0.3,0.9,S,16.0
13-Ene-2015,15,4,5.2,14.6,6.8,4.2,7.8,5.0,0.0,3.7,C,
14-Ene-2015,17,2.4,6,15.8,11,1,6.6,3.8,0.0,0.0,C,
15-Ene-2015,18.5,4,7.6,16.8,12,2,7.8,7.0,0.0,0.0,C,
16-Ene-2015,17,4.6,6.4,16,11,.6,8,7.2,0.0,0.0,S,2.0
17-Ene-2015,16.8,5,8,14.6,7.8,4,8.2,6.0,0.3,-888.0,S,
18-Ene-2015,14.5,4,6.8,11,9,5.4,7.2,5.0,0.5,0.0,C,
19-Ene-2015,16.2,3.4,7.4,14.6,9,5,8,5.8,0.0,0.0,C,
20-Ene-2015,9,5.8,6.6,8,5.2,4.8,6.8,4.4,0.3,3.4,C,
21-Ene-2015,14.5,5,7,12,9.2,6,8,7.0,2.2,-888.0,C,
22-Ene-2015,16,5.2,7.8,13,10,6,8,6.8,1.4,0.0,C,
23-Ene-2015,15.5,4,5.6,14,10,4.2,9,6.8,3.6,0.0,SE,2.0
24-Ene-2015,16.5,5.2,6.4,15.4,11.6,4.6,8.2,7.0,0.0,0.0,SE,2.0
25-Ene-2015,13.5,3.4,7.6,10.8,6.8,5.6,8,4.8,0.0,0.6,SE,2.0
26-Ene-2015,16.2,2,7.2,15.8,7,5,9.8,5.2,0.7,3.5,SE,2.0
27-Ene-2015,16.6,4.6,6.8,15.4,7.8,5.6,8.6,5.4,1.3,0.0,C,
28-Ene-2015,17,5,7.6,15.4,10,5.2,10,6.8,0.0,0.0,SE,2.0
29-Ene-2015,16.4,6,8,15.6,8,5.2,9.8,5.6,0.0,10.9,E,2.0
30-Ene-2015,11,5.8,7,8.2,6.4,5.4,6.6,5.0,0.0,17.0,C,
31-Ene-2015,16,4.8,7,14,10,6,9.6,7.0,0.6,0.0,C,
01-Feb-2015,15,5.2,6.4,12.2,10,5,8.2,7.8,1.0,1.5,C,
02-Feb-2015,16,5,7.8,15.8,10.8,6.6,8.2,7.0,0.0,0.0,C,
03-Feb-2015,17.5,1.6,7,16.8,11,5.8,7.6,6.0,0.0,0.0,S,2.0
04-Feb-2015,17,5.2,8.8,16,9.4,6.6,9.6,6.0,0.0,0.0,SE,2.0
05-Feb-2015,18,3.2,8,16,11,5.6,8.8,7.0,0.0,0.0,C,
06-Feb-2015,13.5,5.8,8.6,11.6,7.4,5.4,7.6,5.2,0.0,1.7,SE,2.0
07-Feb-2015,14,6,10,11.8,10.2,6.4,7.4,6.8,0.0,0.7,SE,2.0
08-Feb-2015,13.5,4,7,12.2,8.4,5,8,6.0,5.6,-888.0,8,
09-Feb-2015,15,4.4,7,12.4,6.8,5.8,8.4,5.0,13.4,4.2,C,
10-Feb-2015,14.6,6,9.2,12,7,6.2,8.4,5.0,3.3,-888.0,C,
11-Feb-2015,11.5,5.6,7.8,9.2,6,5.8,7.2,4.8,0.0,0.0,E,2.0
12-Feb-2015,15.5,3.4,5,14,8,4,9.8,7.2,21.8,0.0,C,
13-Feb-2015,17,4.4,8,15.6,12,6.8,9.4,7.0,-888.0,0.0,C,
14-Feb-2015,15.5,6.2,8,14,9.2,6.8,9.2,6.6,0.0,0.0,S,2.0
15-Feb-2015,16.5,5.2,6,15,8,5,9.8,5.6,15.2,-888.0,C,
16-Feb-2015,19,5.6,8.6,16.8,8.8,6,9.6,6.8,1.2,1.1,SE,2.0
17-Feb-2015,17,6.2,8.4,15.8,6.6,6.6,9,4.8,0.0,16.4,E,2.0
18-Feb-2015,18.5,3.4,7,16.4,11,3.8,7.8,5.8,1.4,0.0,SE,2.0
19-Feb-2015,17.5,3.2,6.2,16,11,1.2,8.8,6.2,0.0,0.0,S,2.0
20-Feb-2015,18,3.4,6.4,17,10,2.2,8,6.2,0.0,-888.0,C,
21-Feb-2015,16.8,5.6,8,15.8,10.6,4.8,8.2,6.6,0.0,0.0,C,
22-Feb-2015,17,6,7.4,14,11,5.8,8,6.8,0.5,0.0,C,
23-Feb-2015,13.5,6,7.2,10.6,9.4,5.8,8.2,7.2,3.1,0.8,C,
24-Feb-2015,15.5,5.2,9,14.8,9.8,6.8,8,6.2,3.7,-888.0,E,2.0
25-Feb-2015,17,3.6,8.6,16,11,5.8,8.4,6.0,0.0,0.0,S,2.0
26-Feb-2015,18,3.8,8,17,10.8,6.2,8.8,7.2,0.0,0.0,S,2.0
27-Feb-2015,16,6.6,7,13.8,6.8,5.6,8.2,5.2,-888.0,6.4,S,2.0
28-Feb-2015,16.5,4.2,6.4,16,9.6,4.4,9.2,6.4,-888.0,-888.0,S,2.0
01-Mar-2015,16.5,5.6,7.6,15.6,10.8,6.2,9.8,7.0,3.1,0.7,S,2.0
02-Mar-2015,16.4,6.6,8.4,15,10.6,5.8,9.2,6.4,-888.0,1.6,C,
03-Mar-2015,17,5,7.2,14.8,10.8,5,9,7.8,2.5,0.0,S,2.0
04-Mar-2015,16,5,5.6,13.6,8.6,5.2,8.8,6.2,3.2,0.4,SE,2.0
05-Mar-2015,16,4.2,5.8,15,9.6,4.6,9.4,7.4,13.0,0.0,C,
06-Mar-2015,15.5,4,6,14.8,9.6,5.4,9.6,7.0,9.0,0.0,C,
07-Mar-2015,15.2,4.6,5.2,12.8,10,4.8,9.2,6.8,7.7,1.4,SE,2.0
08-Mar-2015,16,5.8,7.4,15,10.6,6.2,9.4,7.0,0.0,0.0,SE,2.0
09-Mar-2015,15.5,6,8.8,14.8,9.8,6.4,9.4,7.2,0.0,0.0,E,2.0
10-Mar-2015,17,6.4,8.6,16,11.2,6.8,8.6,7.4,0.0,0.0,S,4.0
11-Mar-2015,17.2,6,10,15,12,7.4,9.2,7.0,0.0,0.0,S,2.0
12-Mar-2015,17.5,4,8.4,16,13,6,10.4,7.4,1.5,0.0,C,
13-Mar-2015,18.5,5,8,16.8,11.6,5.6,10,7.2,5.4,0.0,SE,2.0
14-Mar-2015,16,3.8,7.8,14.4,9.6,5.2,8.8,7.0,0.0,0.0,C,
15-Mar-2015,15.5,2.2,6,14,11,5.2,8.4,7.4,0.0,0.0,S,2.0
16-Mar-2015,16.5,5.2,8,15.6,10.2,6,8,7.2,0.0,0.0,C,
17-Mar-2015,17,5,7.4,15.2,10.2,5.2,8.4,7.8,0.0,0.0,S,2.0
18-Mar-2015,18,5.2,7,16,9.6,6,8,6.8,0.0,0.0,E,2.0
19-Mar-2015,15.8,4,7.2,13.4,10,5.6,8.4,7.0,2.8,0.0,S,4.0
20-Mar-2015,14.5,3.4,7,13,10.8,6,8.6,7.4,0.0,0.0,C,
21-Mar-2015,15,5.2,7,10.6,6,5.4,6.8,4.8,4.5,2.7,C,
22-Mar-2015,16,4,6.8,14.8,9,4.8,8,6.0,2.0,0.0,C,
23-Mar-2015,16.5,3.8,7,14.8,10.2,4.6,7,6.4,0.0,0.0,SE,2.0
24-Mar-2015,15.5,1.8,7.4,15,9.4,5.2,7.6,6.0,0.0,0.0,C,
25-Mar-2015,12.5,3.2,6,11.8,7,5,7.8,5.2,7.2,1.7,C,
26-Mar-2015,13,4.2,7.2,12,8,6,8,5.0,-888.0,1.9,C,
27-Mar-2015,16,3.4,6.8,14.4,8.4,4,8,5.2,-888.0,-888.0,C,
28-Mar-2015,18.2,3.8,6.8,17.2,10.4,3,6.4,5.0,0.0,0.0,S,2.0
29-Mar-2015,17,3,7,16,9.8,2.2,8,5.6,0.0,0.8,S,4.0
30-Mar-2015,17.8,3.4,7.6,16.4,10.2,3,7.4,5.4,-888.0,-888.0,S,2.0
31-Mar-2015,16,3.6,6.6,15,9.8,3.2,7,6.0,0.0,1.2,S,4.0
01-Ene-2016,19,1.6,8,17.8,7,4,7,5.8,0.0,0.0,S,2.0
02-Ene-2016,19.8,5.4,9,18.8,11.2,2.2,7.6,6.2,0.0,0.0,SE,2.0
03-Ene-2016,20,5.6,9.6,18.8,11.6,6.4,7.6,6.2,0.0,0.0,C,
04-Ene-2016,19.5,4,9,16.6,10.2,3.8,8,7.8,0.0,2.2,C,
05-Ene-2016,18.6,6,9,17,9,5,9,6.2,-888.0,-888.0,S,2.0
06-Ene-2016,19,5.4,10.2,17.2,8.8,6.6,9.1,6.0,0.0,0.0,C,
07-Ene-2016,17,3,5.6,16.4,6.6,5,10,5.4,5.0,16.5,3,
08-Ene-2016,18,5,8.6,17.6,6.4,5.4,10,6.0,-888.0,5.2,C,
