Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
09-Ene-2016,18.6,5.8,8.6,16.6,9.8,4.6,9.6,7.0,0.2,0.0,C,
10-Ene-2016,17.6,5.8,7.6,16.4,11,3.8,9.8,7.0,1.4,0.8,C,
11-Ene-2016,18.5,7,9,16.8,11,6.4,9.6,7.4,1.2,-888.0,C,
12-Ene-2016,17,6,8.2,15.8,9.8,5,8.8,7.0,2.8,0.0,C,
13-Ene-2016,19.5,7,10.4,18.6,10,6,9,7.2,0.0,0.0,C,
14-Ene-2016,22,4.4,7.4,19.6,10.8,1.8,8,6.8,0.0,0.0,C,
15-Ene-2016,21,6.8,10.4,19.4,11,2,8,6.2,0.0,0.0,C,
16-Ene-2016,21,8.4,10.4,18,10.6,4,9.6,6.4,-888.0,-888.0,E,2.0
17-Ene-2016,17.5,7.8,8.8,16,10.8,7,9.4,7.2,0.0,0.0,SE,2.0
18-Ene-2016,17.5,6.6,8.8,16.6,10.2,7,9.6,7.4,0.0,-888.0,SE,2.0
19-Ene-2016,17.6,7.6,8.4,15.8,8.4,7.4,9.2,6.8,1.9,1.4,SE,2.0
20-Ene-2016,18.5,7,9,16.8,12.8,7.2,10,7.8,0.2,0.0,C,
21-Ene-2016,18.4,2.4,9.6,17.6,11,2.6,8.4,6.6,0.0,0.0,C,
22-Ene-2016,19,1,7,17.6,12.2,4.6,7.2,5.6,0.0,0.0,S,2.0
23-Ene-2016,23.5,3.4,8.8,19.2,13.6,4.8,7.8,6.0,0.0,0.0,SE,4.0
24-Ene-2016,21.6,4.2,10.6,20,13,5.6,9.2,7.0,0.0,0.0,C,
25-Ene-2016,22,7,10.4,21.2,8,5,10.2,6.6,0.0,6.4,C,
26-Ene-2016,18.5,5.6,9.8,18,10.4,6.8,9.8,7.0,5.1,0.0,C,
27-Ene-2016,19,5.8,9,16.4,14.4,5,9.4,8.4,0.0,0.0,SE,2.0
28-Ene-2016,22,7.2,10.6,19.8,12.8,6.8,10.2,8.2,0.0,0.5,C,
29-Ene-2016,20.5,7,9.6,18.4,12.6,5.4,9.8,9.0,0.0,-888.0,S,4.0
30-Ene-2016,22,6.6,10.4,19,14,5,8.6,6.8,0.0,0.0,C,
31-Ene-2016,18,6.2,8.2,17.6,9.2,4.6,9.2,7.0,0.0,-888.0,SE,2.0
01-Feb-2016,16.8,5.4,7.6,16,7.4,6,9.8,6.8,3.5,6.5,C,
02-Feb-2016,18,4.8,8,17,7,5,10,5.8,4.5,16.6,SE,2.0
03-Feb-2016,18.5,4.2,8.6,16.8,12.2,7.4,10.4,5.4,0.0,-888.0,SE,4.0
04-Feb-2016,19,4.4,8.4,17.8,10.2,3,8.6,7.4,0.0,1.1,C,
05-Feb-2016,19,5.2,7.6,17.8,10,2,9,7.2,0.0,0.0,C,
06-Feb-2016,15,7,9.6,14.4,9.6,6.8,9.8,7.6,0.6,2.4,SE,2.0
07-Feb-2016,16,6.4,8,14.8,10.4,6.8,9.6,7.6,6.6,2.8,E,2.0
08-Feb-2016,18.5,4.4,8.2,16.6,10,5.8,10.4,7.8,2.4,5.4,C,
09-Feb-2016,18.6,7.2,8.6,16.8,11,7,9.8,7.8,-888.0,2.9,C,
10-Feb-2016,17.4,6.2,7,16.2,8.2,6,9.6,7.0,9.1,8.5,E,2.0
11-Feb-2016,16.5,6.2,8.4,15.4,10.6,7,8.8,8.6,5.4,-888.0,SE,2.0
12-Feb-2016,18,6.6,8.6,17,11.8,7.2,10,8.6,0.0,0.0,C,
13-Feb-2016,19.8,4.4,7.8,18.4,10.2,7.2,10.9,8.0,0.0,0.0,SE,2.0
14-Feb-2016,20,7.4,10.4,18.8,12,7,7.8,5.8,0.0,0.0,C,
15-Feb-2016,19.5,4.2,9.2,17.8,12.8,6,9,8.0,0.0,0.0,C,
16-Feb-2016,18.5,7,8.6,17.6,8.2,7.2,10.2,7.0,0.4,9.7,SE,2.0
17-Feb-2016,17.5,6.6,8,14.8,10.2,6.8,9.6,7.8,4.4,0.4,SE,2.0
18-Feb-2016,17,7.6,8,16,10.2,7,9.8,8.2,0.3,14.6,C,
19-Feb-2016,18,5,8.2,17,8.6,6,10,6.8,3.7,11.5,C,
20-Feb-2016,16.8,6.4,8.8,16,11,7,9.8,8.0,7.2,0.0,C,
21-Feb-2016,18.5,5.6,8,17,11.6,6,10.2,8.0,4.7,0.0,SE,2.0
22-Feb-2016,15.5,4.8,7.6,12,9.4,6.8,9.2,6.8,2.1,0.0,,
23-Feb-2016,16,6.4,8,15,8.2,6.8,9.8,6.2,8.2,23.0,C,
24-Feb-2016,18,6.8,8.4,17.4,8.6,6,10,6.0,0.3,6.4,C,
25-Feb-2016,15,4.4,5,14,10.8,4.8,9.8,7.8,26.3,6.5,C,
26-Feb-2016,19.4,5,8,17.2,10.4,7.4,10,8.0,1.8,1.9,C,4.0
27-Feb-2016,18.6,5.8,7.6,17.4,12.8,4.6,9.8,8.0,0.0,0.0,S,2.0
28-Feb-2016,17.2,4.6,9,16.6,12.2,6.2,10,7.8,1.9,-888.0,S,
29-Feb-2016,18.8,5.6,9,17.2,13,6.8,10.2,9.0,0.0,0.0,C,
