Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
22-Ene-2016,17.6,8,11.6,16,13.2,10.2,14.6,12.0,0.0,0.0,,
23-Ene-2016,18.2,5.6,10,15.8,12.6,9,14.2,11.0,0.0,0.0,,
24-Ene-2016,19.2,6,10.6,16.4,13,9.2,15,11.6,0.0,0.0,,
25-Ene-2016,19.8,5,9.2,17.8,14.6,8,16.4,13.2,0.0,0.0,,
26-Ene-2016,17.8,7.4,10.4,17,12.4,9.2,15.8,11.0,11.2,1.0,,
27-Ene-2016,18,7.8,11,16.8,13.2,10,15.6,12.0,0.0,0.0,,
28-Ene-2016,18.4,8.2,11.8,16.2,12.4,10.4,15,11.0,0.0,0.0,,
29-Ene-2016,18.8,7.2,10.4,17,13.6,9,15.8,12.4,14.5,0.0,,
30-Ene-2016,18.4,8,11.4,17.8,14,10,16.4,12.8,0.0,0.0,,
31-Ene-2016,16.4,7.6,9.8,14,11.6,8.8,12.6,10.4,6.2,1.4,,
01-Feb-2016,16,7,10,14.8,11,8.2,13,9.8,3.9,0.0,,
02-Feb-2016,15.8,6.6,9,14.2,9.8,8,13.2,8.2,10.2,0.0,,
03-Feb-2016,16.8,7,9.8,16.2,13,8.6,15,11.8,18.6,0.0,,
04-Feb-2016,17,7.4,10.6,15.4,13.6,9.2,14.2,12.0,3.0,0.0,,
05-Feb-2016,16.6,7.8,10,15.6,11.8,8.4,14,10.8,1.2,0.0,,
06-Feb-2016,15,7,9.4,14.2,10.4,7.8,12.6,9.4,0.0,0.0,,
07-Feb-2016,17.2,7.4,10.2,16.2,12.6,9,15,11.2,0.0,1.6,,
08-Feb-2016,16.4,6.8,9,15.8,11,8,14.6,10.0,4.6,0.0,,
09-Feb-2016,17.4,6.4,8.8,16.2,11.8,7.2,14.8,10.4,7.25,0.0,,
10-Feb-2016,17,6.6,9.4,15.8,11,8,14,9.8,14.2,0.0,,
11-Feb-2016,16.6,6,9.2,14.8,11.6,8,13.4,10.2,3.2,13.0,,
12-Feb-2016,17.2,5.8,8.8,14.9,10.8,7,12.6,9.2,18.2,20.0,,
13-Feb-2016,18,6.4,9.2,16.8,13.4,7.8,15.2,12.0,3.5,0.0,,
14-Feb-2016,18.4,7.2,10.4,17,13.8,9,15.8,12.2,0.0,0.0,,
15-Feb-2016,18.2,8.4,10.8,16.6,12.4,9.2,15,11.0,0.0,0.0,,
16-Feb-2016,18,7.2,10.2,17,13,9.4,16,11.8,23.5,0.0,,
17-Feb-2016,16.2,7.6,10.6,15.4,11.8,9,14,10.2,0.8,0.0,,
18-Feb-2016,17.2,7.8,11.2,16,12.4,9.6,14.8,11.0,1.6,0.0,,
19-Feb-2016,17,7.2,9.4,15.8,12.6,8.2,14.4,11.0,20.6,0.0,,
20-Feb-2016,15,7.6,9,12.8,9,8,11.2,8.0,0.6,0.0,,
21-Feb-2016,17.2,7.8,10.6,16,12.8,9.2,14.6,11.2,1.6,0.0,,
22-Feb-2016,14.8,6.6,8.8,13.8,11.4,7.8,12.4,10.0,11.4,0.0,,
23-Feb-2016,15.2,7.2,9.8,14.4,12,8.4,13,10.8,12.5,5.0,,
24-Feb-2016,15.8,7.4,10,14.8,10,8.8,13.2,8.8,7.5,6.0,,
25-Feb-2016,15.2,7,9.8,14.4,9.6,8.6,13.2,8.0,30.2,0.0,,
26-Feb-2016,16,6.2,9,14,11,8,12.8,9.8,20.2,2.2,,
27-Feb-2016,15.6,7.4,9.8,14.8,12,8.4,13.2,10.6,2.4,0.0,,
28-Feb-2016,17.4,7.2,9,16.2,12.6,8,14.8,11.2,5.4,0.0,,
29-Feb-2016,18.2,6.4,10.6,17.2,13,9,15.6,11.8,11.8,0.0,,
