Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
27-Feb-2013,16.6,6.8,9.8,15.4,11.2,8,14,10.0,5.0,0.0,,
28-Feb-2013,14.8,7.4,10.2,14.2,9.8,8.4,13,8.0,2.8,0.0,,
01-Mar-2013,17.2,7.8,10.2,15.4,10.6,9,13.6,9.2,0.0,0.0,,
02-Mar-2013,17.4,8.6,10.8,16.4,11.2,9.2,14,9.8,0.0,0.0,,
03-Mar-2013,17,8,10.4,16.6,11.8,8.8,14,10.0,0.0,0.0,,
04-Mar-2013,16.8,7.2,9.8,16,10.6,8,14.4,8.8,0.0,0.0,,
05-Mar-2013,17.2,7.4,10.4,15.6,10.8,8.8,14,8.0,2.6,0.0,,
06-Mar-2013,17.4,8.6,10.8,15.8,10,9,14.6,8.2,13.6,0.0,,
07-Mar-2013,15.2,8.2,11.4,14.8,10.6,10,13,8.4,0.0,0.0,,
08-Mar-2013,15.8,8.8,11.6,15,11,9.8,13.4,10.0,0.0,0.0,,
09-Mar-2013,16,4,9,14.6,10,6.8,13,8.8,30.0,7.4,,
10-Mar-2013,15.6,7.6,10,14,10.6,8,12,8.2,10.3,0.0,,
11-Mar-2013,15,6.4,9.4,14.4,11,8.2,13,9.6,29.2,0.0,,
12-Mar-2013,15.8,8,11.2,15.4,10.2,9.8,13.6,9.0,1.8,0.0,,
13-Mar-2013,17,8.2,11,15.6,12,9,13.2,10.2,0.0,0.0,,
14-Mar-2013,16.2,8.4,11.4,15,11.2,10,13,9.4,1.8,0.0,,
15-Mar-2013,16,8,10.4,15.4,11,9,13.2,9.0,0.4,0.0,,
16-Mar-2013,15.4,7.6,10,14.8,10.4,8,12.8,9.6,0.3,0.0,,
17-Mar-2013,15.6,5.8,9,14,10,7.6,12.6,8.0,20.3,0.0,,
18-Mar-2013,16.8,7.4,10.8,14.8,10.6,9,13,8.8,0.0,0.0,,
19-Mar-2013,17,7.2,10.6,15.4,10.2,9.6,13.8,8.0,4.0,0.0,,
20-Mar-2013,16.6,5.2,10,14.8,11,8,12.4,9.0,0.0,0.0,,
21-Mar-2013,16.8,5.8,9.6,16.4,11.6,7,14.2,9.2,0.0,0.0,,
22-Mar-2013,16.2,8.2,10.8,15.4,11.4,9,13,9.6,0.0,0.0,,
23-Mar-2013,17,6.8,9.4,15.8,11,8,14,9.2,0.0,0.0,,
24-Mar-2013,16,5.8,8.8,15,10,7.4,13,8.8,0.0,0.0,,
25-Mar-2013,16.2,6.2,9.2,15.4,11,7.8,13.6,9.4,0.0,0.0,,
26-Mar-2013,15.8,5.4,9.8,14.6,10.8,8,12.8,9.0,11.8,0.0,,
27-Mar-2013,16.2,5,9.4,14.8,10.4,8.2,12.6,8.2,16.4,0.0,,
28-Mar-2013,13.8,4,9,13.2,9.4,7.6,12,7.0,8.8,0.0,,
29-Mar-2013,14.4,6.2,9,13,9.2,8,12.4,7.6,2.6,0.0,,
30-Mar-2013,16.2,6,8,15,11,7.4,13,9.8,0.0,0.0,,
31-Mar-2013,16,5.8,9.2,14.8,10.4,8,12.6,9.2,14.2,0.0,,
01-Ene-2014,16.8,6.2,9.8,16,10.4,8,14.2,8.8,6.4,0.0,,
02-Ene-2014,17.2,6.4,10.2,15.6,9.8,8.4,14.4,8.0,0.6,0.0,,
03-Ene-2014,17.6,7,11.4,16.8,10.6,9,15,8.8,0.0,0.0,,
04-Ene-2014,14.4,6.6,9.8,13.8,9.4,8,12,7.8,8.6,0.0,,
05-Ene-2014,14.8,6.8,10.6,13.2,9,9,11.6,7.2,4.0,0.0,,
06-Ene-2014,15.6,7.2,9.8,14,8,8,12.8,7.0,6.8,0.0,,
07-Ene-2014,15.2,7,9.6,14,9,8.2,12.6,7.6,11.8,0.0,,
08-Ene-2014,15.4,7.4,10.8,14.6,10,9,13,8.0,1.0,0.0,,
09-Ene-2014,15.8,7.8,11.4,15.6,10.8,9.6,13.8,9.0,1.2,0.0,,
10-Ene-2014,16.6,8,11.2,16.2,9,9,14,7.8,2.4,0.0,,
11-Ene-2014,16.8,7.4,11.8,15.8,11.2,9.4,13,9.6,0.0,0.0,,
12-Ene-2014,16,7.2,11.4,14.8,10.4,9,12.6,8.8,0.0,3.0,,
13-Ene-2014,16.8,7,10.4,14.8,10.2,9,12.8,8.6,1.8,0.0,,
14-Ene-2014,17.4,7.6,10.8,15.8,10.4,8.8,14,8.8,0.0,0.0,,
15-Ene-2014,17,6.4,9.6,13.6,9,7.4,11.8,8.0,0.0,0.0,,
16-Ene-2014,15.6,6,8.8,14,10.4,7,12.8,9.0,16.6,0.0,,
17-Ene-2014,18.8,4,8,12.4,9.8,6.8,11,8.0,29.2,2.4,,
18-Ene-2014,14,5.4,9.4,12.6,10.2,8,10.8,9.0,39.0,0.0,,
19-Ene-2014,13.8,6.6,8.4,12.8,9.8,7,11,8.6,8.0,1.4,,
20-Ene-2014,15.8,6.4,9.8,14,10.2,7.6,12.8,8.8,0.0,0.0,,
21-Ene-2014,17,7,9.6,15.8,9.4,8,14,7.0,0.5,0.0,,
22-Ene-2014,18.8,6.4,10,15.6,10.4,8.6,13,8.2,3.8,0.0,,
23-Ene-2014,14.6,6.8,10.4,13.6,9.8,9,11.8,8.0,8.8,0.0,,
24-Ene-2014,15.4,7.2,11,14.8,10.4,9.8,13,8.8,0.0,0.0,,
25-Ene-2014,15.2,6.6,10.6,14,10,9,12.8,8.6,0.0,0.0,,
26-Ene-2014,15.4,6.2,8.8,14.8,9.4,7,12.6,8.0,0.0,0.0,,
27-Ene-2014,15.8,6,9.4,14.6,9.8,8.2,12.8,8.4,0.0,0.0,,
28-Ene-2014,15.6,6.8,10.2,15.2,10,9,13.2,8.2,1.6,0.0,,
29-Ene-2014,16,7,10.8,15.6,10.4,9.4,13,8.8,6.2,0.0,,
30-Ene-2014,18.8,6,10,13.8,9,8.4,12.2,7.6,13.8,0.0,,
31-Ene-2014,14.2,5.6,9.8,13.2,9.4,7,12,7.2,19.0,0.0,,
01-Feb-2014,15.2,5.4,9.2,14,10,7.6,12.8,8.4,17.6,0.0,,
02-Feb-2014,15.8,6,8.8,14.4,10.2,7,13.2,8.6,3.8,0.0,,
03-Feb-2014,16,5.6,9.2,14,9.8,8,12.8,8.0,0.0,0.0,,
04-Feb-2014,15.2,5.2,8.6,14,10.8,6.8,12.6,9.6,0.0,0.0,,
05-Feb-2014,14.8,5.2,8.8,14.2,11,6.4,12.4,9.2,0.0,0.0,,
06-Feb-2014,13.6,6.8,9.8,12.8,9.4,8,11.4,8.0,8.4,1.0,,
07-Feb-2014,14.2,6,9.4,13.6,9.8,7.2,12,8.2,5.5,0.0,,
08-Feb-2014,15.6,6.4,9.8,14.8,11.4,8,13.2,10.0,1.2,0.0,,
09-Feb-2014,16,6.6,10.4,15.4,12,8.6,13,10.6,6.8,0.0,,
10-Feb-2014,15.2,6.8,10.2,14.8,10,8.4,13.2,8.2,1.5,3.0,,
11-Feb-2014,15,7,11.8,13.8,9.6,9.8,12.2,8.0,0.0,0.0,,
12-Feb-2014,15.4,7.2,11.4,14.2,10.8,10,13,9.0,4.8,0.0,,
13-Feb-2014,15.8,6.6,10.4,13.8,10,9,12,9.2,8.2,1.4,,
14-Feb-2014,16.2,6.2,9.8,15,11.4,8,13.6,9.6,10.3,0.0,,
15-Feb-2014,16.8,6.8,11,15.8,11,9.6,13,9.4,0.0,0.0,,
16-Feb-2014,17.4,6.4,9.8,16.4,11.8,7.8,14,9.0,2.6,4.6,,
17-Feb-2014,16.2,6,10.4,14.6,10,8,12.8,8.2,3.2,0.0,,
18-Feb-2014,16.6,6.8,11.6,15.8,11.4,9.2,13,9.2,3.4,0.0,,
19-Feb-2014,15.4,7,10,14.8,11,8.2,12.6,9.0,35.6,0.0,,
20-Feb-2014,15,7.2,10.8,14.2,10,9,13,8.4,4.2,0.0,,
21-Feb-2014,15.8,6.8,9,14.6,11.2,8,12.8,9.6,16.8,0.0,,
22-Feb-2014,16.4,7.4,10.8,15.8,11.8,8.8,14,10.4,9.3,4.8,,
23-Feb-2014,14.8,6.6,9.4,13,9.8,7,12,8.0,0.8,6.2,,
24-Feb-2014,16.2,7,11.2,15,12,9.8,13.6,10.4,0.0,0.0,,
25-Feb-2014,17,6.8,10.8,16.2,12.4,9,14,10.0,0.0,0.0,,
26-Feb-2014,17.4,7.4,11.4,16.8,12.8,9.6,14.4,10.6,0.0,0.0,,
27-Feb-2014,16.8,7.8,11,15,11.2,9.6,13,9.8,0.0,0.0,,
28-Feb-2014,17,5.6,8.8,14.8,10.2,7,12.4,9.0,0.0,0.0,,
01-Mar-2014,17.2,6.8,9.8,15.4,11,8,13.2,9.6,0.0,0.0,,
02-Mar-2014,17.6,6.6,10,16.4,11.8,8.2,14.8,10.0,0.0,0.0,,
03-Mar-2014,17.8,7,10.8,15.8,10.4,9,14,9.2,0.0,0.0,,
04-Mar-2014,16,7.4,11.8,15.4,10.8,10,14,9.0,0.0,0.0,,
05-Mar-2014,17.2,6.8,10.6,16,11,8.8,14.6,9.8,0.0,0.0,,
06-Mar-2014,18,8,11.8,17.2,12.2,10.2,15,10.8,0.0,0.0,,
07-Mar-2014,16.8,7.8,10.4,14.8,10.2,8,13,8.8,1.4,0.0,,
08-Mar-2014,16.2,7.4,10.8,15,9.8,9.2,13.2,8.0,2.8,0.0,,
09-Mar-2014,17,7.2,11,16.4,11,9.8,15,9.8,0.0,0.0,,
10-Mar-2014,16,7,10.2,14.2,9.8,9,13,7.0,0.0,0.0,,
11-Mar-2014,17.8,6.4,9.6,15.8,11.2,8,14,10.0,0.0,0.0,,
12-Mar-2014,17.2,7.6,10.4,16.2,11.8,8.8,14.6,9.8,0.6,0.0,,
13-Mar-2014,18,7.4,11.2,17,12,9.8,15.2,10.2,0.0,0.0,,
14-Mar-2014,17.6,7.8,10.4,15.8,10,9,13.6,8.8,0.0,0.0,,
15-Mar-2014,16,8,10.8,14.6,9.8,9,13,8.6,0.0,0.0,,
16-Mar-2014,16.6,7.6,10.2,15.2,10.6,8.8,13.8,8.8,0.0,0.0,,
17-Mar-2014,16,7,9.8,14.6,9.8,8,12.8,8.0,2.4,0.0,,
18-Mar-2014,15.6,5.8,9,13.6,9.6,7.6,12,8.6,10.8,4.6,,
19-Mar-2014,15.8,5.4,8.8,14,9.8,7,12.8,8.0,9.2,0.0,,
20-Mar-2014,16.4,6.2,9.4,15,9.6,8,12.4,7.6,8.4,0.0,,
21-Mar-2014,16.8,7,10,16,11.2,8.8,14,10.0,0.0,0.0,,
22-Mar-2014,16.2,7.6,9.6,14.8,10,7.8,13.6,8.8,0.0,0.0,,
23-Mar-2014,16,7.8,10,14.4,9.8,8.4,12.8,8.0,0.0,0.0,,
24-Mar-2014,16.6,6.8,9.4,14,9,7.8,12.6,8.2,12.8,0.0,,
25-Mar-2014,16.2,7.2,9.8,13.8,9.6,8,12.8,8.0,0.0,0.0,,
26-Mar-2014,16,6.8,9,14.4,10,7.8,12.2,8.8,2.3,0.0,,
27-Mar-2014,16.8,6.6,8.8,13.8,9.6,7,12,8.0,1.4,0.0,,
28-Mar-2014,15,7,9.8,14.2,11.2,8.2,12.8,8.8,5.2,0.0,,
29-Mar-2014,14.6,6.4,8,13.4,9,7.2,12,8.0,0.0,0.0,,
30-Mar-2014,14,4.8,7.8,13,8.6,5.6,11.8,7.6,0.0,0.0,,
31-Mar-2014,15.2,3.2,7,13.6,9,5.8,11.6,7.8,0.0,0.0,,
01-Ene-2015,16.4,8,10.8,15.6,10.8,9.2,14.4,9.2,0.0,0.0,,
02-Ene-2015,16.8,7.6,9.8,16.4,11.6,8.6,15.2,10.4,0.3,0.0,,
03-Ene-2015,17.2,6.2,9,14.2,11.4,7.8,16.6,10.0,19.6,0.0,,
04-Ene-2015,16.8,6.8,9.8,14.8,10,8.2,13,8.8,0.4,1.6,,
05-Ene-2015,14.8,5.6,8.8,14,9.2,7.4,12.8,8.0,2.8,0.0,,
06-Ene-2015,15.8,6,9.8,15.2,10.8,8.6,14,9.6,18.6,0.0,,
07-Ene-2015,15.6,6.6,10.8,15,10.4,9.4,13.8,9.0,2.4,0.0,,
08-Ene-2015,16.4,5.8,10.2,14,11.4,9,12.6,10.2,10.8,0.0,,
09-Ene-2015,16,6.8,10.8,15.2,11,9.2,13.6,10.0,1.2,0.0,,
10-Ene-2015,13.8,7.2,10.6,13,8.2,9.4,11.8,7.0,0.0,0.0,,
11-Ene-2015,15.6,6.8,10.4,14.8,9.8,9,13,8.8,0.2,0.0,,
12-Ene-2015,14.8,7.4,11.4,14.2,10,10,13.6,8.8,0.0,0.0,,
13-Ene-2015,16.2,6.6,11,15.8,11.8,9.8,14.4,10.2,2.2,0.0,,
14-Ene-2015,17.8,7,11.8,16.6,11.4,10.4,15.2,10.0,0.0,0.0,,
15-Ene-2015,18.2,6.8,11.2,17.4,12.8,10,16,11.0,0.0,0.0,,
16-Ene-2015,17.6,6.4,10.2,17,12.4,9,15.6,11.2,0.0,0.0,,
17-Ene-2015,17.2,7.2,11.8,16.6,11.4,10.4,14.8,9.6,0.0,0.0,,
18-Ene-2015,17.4,7,11,16.2,11,9.6,14.4,9.8,0.0,1.2,,
19-Ene-2015,17,7.6,11.6,15.8,11.6,10.2,14,9.6,2.4,0.0,,
20-Ene-2015,15.8,6.8,11,15,10.2,9.6,13.8,9.0,3.8,11.2,,
21-Ene-2015,16.6,6,10.2,14.8,9.6,8.8,13,8.2,4.3,0.0,,
22-Ene-2015,16,7.2,9.8,14.2,10,8.4,12.8,8.6,13.8,0.0,,
23-Ene-2015,14.8,5.8,9.6,13,10.6,8.2,12,8.8,0.3,0.0,,
24-Ene-2015,16.6,6.4,10.2,15.8,11.6,9,13.2,10.0,0.0,0.0,,
25-Ene-2015,15,7,11.6,14.4,10,10,12.8,9.6,2.2,2.4,,
26-Ene-2015,16.4,6.8,9,14.8,10.6,8,13.2,9.0,5.2,0.0,,
27-Ene-2015,16.8,7.2,10.8,15.8,10.8,9.2,14.2,9.4,3.2,0.0,,
28-Ene-2015,17.2,7.4,10.2,15,10,9,13.6,8.8,18.4,0.0,,
29-Ene-2015,17,7,9.8,14.6,9.8,8,13,8.4,3.8,10.2,,
30-Ene-2015,17.4,6.6,9,15.2,10.8,7.8,14,9.0,8.2,0.6,,
31-Ene-2015,15.2,6,8.8,13.6,9.8,7.2,12,8.4,16.6,0.0,,
01-Feb-2015,15.8,5.6,9.8,14.6,10,8.2,13,8.8,0.8,0.0,,
02-Feb-2015,16.4,6.2,11,15,10.8,9.8,13.6,9.2,1.3,0.0,,
03-Feb-2015,16.8,6.8,11.4,15.6,12,10,14,10.4,0.0,0.0,,
04-Feb-2015,16.4,7,11.8,16,11.4,10.4,14.2,9.8,0.0,0.0,,
05-Feb-2015,17,6.4,10.2,16.6,12.6,9,15.2,11.4,0.0,0.0,,
06-Feb-2015,14.8,6,9.2,14,9.8,8,12.8,8.2,1.2,19.4,,
07-Feb-2015,14.6,6.2,9,13.8,10.2,8.2,12.4,8.6,2.2,0.0,,
08-Feb-2015,16.8,6,9.8,15.2,11,8,14,9.8,0.3,0.0,,
09-Feb-2015,15.4,7,11.4,14.8,10.6,10,13.2,9.4,0.0,0.0,,
10-Feb-2015,13.8,5.6,8,13.2,10,7,12,8.8,38.5,0.0,,
11-Feb-2015,15.8,5.4,8.8,14.2,11,7.2,13,9.8,18.4,0.0,,
12-Feb-2015,17.2,6.2,9.6,15.4,11.6,8,13.6,9.8,8.3,0.0,,
13-Feb-2015,17.6,6.8,10.2,15,10.8,9,13.8,9.2,0.0,0.0,,
14-Feb-2015,16,6.4,9.8,14.4,10,8.2,13,8.8,5.6,3.0,,
15-Feb-2015,15,6.2,9.6,14.2,11.4,8,12.8,10.0,4.8,4.4,,
16-Feb-2015,16.6,6.8,10.8,14.6,11.2,9.4,13.4,9.6,14.5,0.0,,
17-Feb-2015,17.4,7.2,11.8,15.2,10.6,10.4,14,8.8,0.0,0.0,,
18-Feb-2015,17.8,6.8,10.4,15.6,12,9,14.2,10.0,0.0,0.0,,
19-Feb-2015,18.2,5,8.8,14.8,11.6,7,13,10.2,0.0,0.0,,
20-Feb-2015,17,5.4,9.8,14.6,10.8,8.2,13.4,9.2,0.0,0.0,,
21-Feb-2015,16.4,6.2,10.8,15.2,11.4,9,14,9.8,0.0,0.8,,
22-Feb-2015,18,6.6,10.6,15.8,12.2,8,14.6,11.0,0.0,3.6,,
23-Feb-2015,16.2,7.2,10.2,14.2,9.6,9,13,8.0,0.0,0.0,,
24-Feb-2015,17,6.4,9.8,15.6,11,8,13.8,9.8,8.6,0.0,,
25-Feb-2015,16,6.8,10.6,15.2,11.8,9.2,14,10.0,0.0,0.0,,
26-Feb-2015,16.8,7.4,11.4,15.6,11.2,10,14.2,9.8,0.0,0.0,,
27-Feb-2015,16.4,7.2,10.8,13.6,10,9.2,12,8.8,0.0,5.0,,
28-Feb-2015,16,7,11.4,14.8,9.8,10,13,8.6,0.3,0.0,,
01-Mar-2015,16.4,6.6,10.2,15.4,10.8,9,14,8.6,8.5,0.0,,
02-Mar-2015,15.8,7.4,10.8,14.8,11.2,9.4,13,10.0,0.2,0.0,,
03-Mar-2015,16,7.2,10,14.4,10.6,9,13.2,9.4,11.4,0.0,,
04-Mar-2015,16.6,7,10.2,15.2,10,8.8,13.6,8.8,3.2,4.6,,
05-Mar-2015,16.4,6.6,9.8,13.8,9.2,8.4,12.4,8.0,6.4,0.0,,
06-Mar-2015,16,6.2,9.4,13.6,9.8,8.2,12.2,8.4,8.3,0.0,,
07-Mar-2015,15.6,6.4,9,14.4,9.4,8,13,8.0,5.8,8.6,,
08-Mar-2015,15.8,6.8,10.2,14.6,10.8,9,13.6,9.2,1.6,0.0,,
09-Mar-2015,16.2,7.2,11.4,15,11.8,10,13.8,10.0,0.0,0.0,,
10-Mar-2015,16.8,7.6,11.8,14.8,10.4,10.2,13.4,9.0,0.0,0.0,,
11-Mar-2015,17.4,7.4,12.2,16.2,11.8,10.6,14.6,10.2,0.0,0.0,,
12-Mar-2015,18.2,7.8,11.6,17,13.6,10,15.4,11.8,0.0,0.0,,
13-Mar-2015,17.6,8,11.8,15.8,11,10.2,14,9.8,3.0,0.0,,
14-Mar-2015,17,7.2,11.4,15.6,11.4,10,13.8,10.0,0.0,0.0,,
15-Mar-2015,16.6,7,10.8,14.8,11.2,9.4,13.2,9.6,0.0,0.0,,
16-Mar-2015,16.2,6.8,10.2,14.8,10.6,8.8,12.8,9.8,0.0,0.0,,
17-Mar-2015,17,6.4,11.2,15.8,11.4,10,13.6,10.0,1.5,0.8,,
18-Mar-2015,16.6,6.2,9.8,15,11.2,8,13.8,9.6,8.4,0.0,,
19-Mar-2015,16.2,6.6,10.4,14.6,9.8,9.2,13,8.8,0.0,0.0,,
20-Mar-2015,16.8,7,10.8,15.2,11,9.4,13.8,9.8,0.4,0.0,,
21-Mar-2015,16.2,7.4,11.6,14.2,10.6,10.2,13,9.4,0.0,0.0,,
22-Mar-2015,16.4,7,11.2,14.8,10.2,9.8,13.4,9.0,13.6,0.0,,
23-Mar-2015,16.8,7.2,10.8,15.8,10.4,9.4,14.2,9.2,0.0,0.0,,
24-Mar-2015,16.4,6,10.6,14.8,10.2,9,12.6,8.8,0.0,0.0,,
25-Mar-2015,16,5.6,8.8,13,9.4,7.6,11.6,8.0,7.2,0.0,,
26-Mar-2015,15.6,5.2,8.6,14.2,10,7.2,13,8.4,11.4,0.0,,
27-Mar-2015,16.2,5,9.4,14.4,9.8,8,13.6,8.2,9.5,0.0,,
28-Mar-2015,16.8,6.4,10.2,14.8,10,9,13.4,8.6,0.0,0.0,,
29-Mar-2015,17.4,6.6,10.6,15.8,11.6,9.4,14.2,10.0,0.0,0.0,,
30-Mar-2015,17,6.2,10.8,15.4,10.8,9,13.6,9.4,0.0,0.0,,
31-Mar-2015,15.8,6,9.8,14,10.4,8,12.4,9.0,0.0,0.0,,
01-Ene-2016,16.8,6.8,9.8,15.6,10.4,8.2,14,9.0,0.0,0.0,,
02-Ene-2016,18,7.6,10.6,16.8,11.4,9,15.2,10.0,0.0,0.0,,
03-Ene-2016,17.4,7.2,10.8,15.4,11.8,9.2,14.2,10.2,0.6,0.0,,
04-Ene-2016,18.2,7.4,11.2,17,13,10,15.8,12.0,3.8,0.0,,
05-Ene-2016,16.8,8.4,11.6,15.4,11.6,10.2,14,10.2,0.0,0.0,,
06-Ene-2016,18.6,5.4,8.8,16.4,12,7.4,15,11.0,23.2,0.0,,
07-Ene-2016,17.6,5.8,9.8,15.6,11.4,8.6,14.2,10.0,3.2,0.0,,
08-Ene-2016,19,6.2,9.6,15.2,13.2,8.2,14,12.0,2.2,0.0,,
09-Ene-2016,16.4,7.4,10.2,14.8,11,9,13.6,10.0,0.6,0.0,,
10-Ene-2016,17.2,6,9.2,16,11.8,8,15,10.4,12.6,0.0,,
11-Ene-2016,17.4,6.8,10.6,15.4,10.8,9.4,14,9.8,0.0,0.0,,
12-Ene-2016,15.6,5.8,9.6,13.4,11,8.2,12.2,10.0,16.8,0.0,,
13-Ene-2016,15.8,6.2,9.2,14.2,10,8,13,8.8,22.8,0.0,,
14-Ene-2016,17,6,10,15.4,12.8,8.2,14.2,11.2,0.0,0.0,,
15-Ene-2016,18.2,7.2,10.6,17.6,13.8,9.4,16.2,12.6,0.0,0.0,,
16-Ene-2016,17.4,8.3,11,16.6,14,10,15.2,13.0,0.0,0.0,,
17-Ene-2016,16.2,7,10.4,14.8,11.4,9,13.6,10.2,0.0,0.0,,
18-Ene-2016,17.4,6.8,9.6,14,12.6,8.2,12.8,11.2,0.0,0.0,,
19-Ene-2016,16.6,6.2,9,15.2,12,8,14.2,10.8,28.4,20.0,,
20-Ene-2016,17.6,7.2,10.6,16.6,13,9.4,15.4,12.0,3.0,0.0,,
21-Ene-2016,18,7.8,11.4,17,12.6,10,15.6,11.0,0.0,0.0,,
