Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
17-Ene-2014,17,8.2,8.6,12.2,11.4,7.8,9.6,8.6,1.8,2.4,NW,4.0
18-Ene-2014,17.4,8.8,9.2,14.6,11.8,8.4,11.8,8.2,1.1,0.8,NE,4.0
19-Ene-2014,19,6.2,6.8,17.6,11.6,6,12,9.8,0.0,2.3,SE,2.0
20-Ene-2014,19.6,7.6,8.2,17.8,12.4,7.4,12.2,8.8,3.8,2.2,NE,3.0
21-Ene-2014,20.4,5.8,6.6,18,13,5.4,11.8,8.6,0.0,0.0,E,4.0
22-Ene-2014,19.8,4.8,6,18.6,10.6,4.6,12.6,9.0,0.0,0.6,NW,1.0
23-Ene-2014,19,7.8,8,17.2,12.2,6.8,12.2,9.8,0.0,0.0,NW,4.0
24-Ene-2014,19.8,8.2,8.6,18,12.4,7.8,12,9.0,2.6,0.0,NW,2.0
25-Ene-2014,23,5,5.8,18.4,14.2,4.6,11.8,9.4,0.0,0.0,NE,4.0
26-Ene-2014,21.6,6.4,6.8,19,12.8,5.8,12.2,12.8,0.0,0.0,NW,2.0
27-Ene-2014,22,7.8,8.2,19.2,13,7,11.8,9.4,0.0,1.2,NW,2.0
28-Ene-2014,18.6,8.4,8.8,16.4,12.6,7.8,11.6,9.0,4.6,0.0,NE,6.0
29-Ene-2014,18,5.2,6.4,17.2,10,5.2,12,8.0,3.8,0.5,NW,3.0
30-Ene-2014,21.4,6,6.6,19.2,12,5.6,12.4,9.6,0.0,0.0,NW,2.0
31-Ene-2014,16,7.8,8.2,13.8,10,7.4,10.4,8.0,2.9,0.0,SW,4.0
01-Feb-2014,19.2,8,8.4,15.8,12,7.2,11.6,9.4,0.0,0.3,NW,2.0
02-Feb-2014,20.2,8.2,8.8,18.4,10.4,7.8,12.6,8.6,0.0,5.6,NW,3.0
03-Feb-2014,20.4,8.6,9.2,18.8,12.8,8.4,11.8,9.0,8.8,0.0,SE,3.0
04-Feb-2014,20.8,5.4,6.2,18,11.6,5,12.4,9.4,0.0,4.7,NE,2.0
05-Feb-2014,19.8,7.8,8.6,18.2,12.2,8,12.2,9.0,0.0,0.0,NW,3.0
06-Feb-2014,18.4,8,8.8,16.4,10.8,7.8,12.6,8.2,0.0,1.7,NW,3.0
07-Feb-2014,18.8,8.4,9,17.6,10.6,8,12.4,8.4,0.0,0.4,NW,3.0
08-Feb-2014,20.6,7.4,7.8,18.6,11.4,7,12.8,7.8,0.0,0.5,NW,2.0
09-Feb-2014,22,7.2,7.8,20.4,13.2,6.8,12.8,9.8,0.0,7.8,NW,2.0
10-Feb-2014,16.2,8.6,9,13.6,11.4,8.2,11.2,8.6,8.9,0.0,NE,2.0
11-Feb-2014,21.2,8.2,8.6,17.4,13.4,8,12.6,9.0,3.6,0.0,NW,2.0
12-Feb-2014,19.8,7.8,8.4,16.8,12.2,7.2,12,9.6,0.0,2.3,NE,2.0
13-Feb-2014,18.4,7.4,8,16.2,10.8,7,12.2,8.0,0.0,0.0,NW,3.0
14-Feb-2014,19,8,8.6,14.2,11.6,7.8,11.8,8.4,0.0,1.3,NW,4.0
15-Feb-2014,17.6,6.8,7.4,15.4,10,6.4,12,8.4,0.0,1.2,NW,3.0
16-Feb-2014,18.8,8.2,8.8,17.8,9.6,8,12.6,8.8,3.4,5.8,NW,2.0
17-Feb-2014,19.4,5.6,6.6,14.8,10.6,5.8,10.8,8.0,2.9,1.9,NW,6.0
18-Feb-2014,19.8,4.6,6,17.8,12.6,4.8,12.2,12.6,0.0,0.0,NW,5.0
19-Feb-2014,20.6,7.8,8.2,18.4,13.8,7,12.8,8.4,0.8,0.0,NW,2.0
20-Feb-2014,16.2,6,6.8,13.2,10.4,5.6,11,8.0,0.0,0.7,NW,4.0
21-Feb-2014,18.4,7,7.8,16.6,11.6,6.8,12.6,8.4,0.0,0.9,SE,3.0
22-Feb-2014,18.4,8.2,8.6,16,13.2,7.8,11.8,9.4,0.0,0.0,NW,4.0
23-Feb-2014,17.8,8.6,9,14.8,10.4,8,12,8.8,0.7,0.8,SE,6.0
24-Feb-2014,15,8.8,9.4,12.8,9.2,8.6,10.4,8.4,26.2,1.4,NE,3.0
25-Feb-2014,18.2,8.6,9.6,16.6,10.4,9,12.2,8.0,0.6,2.4,NW,4.0
26-Feb-2014,20.6,4.6,6,17.4,12.8,5,12.6,9.2,0.0,0.0,NW,2.0
27-Feb-2014,19,8.2,8.8,16.2,13,7.8,12.2,9.6,7.4,0.0,NE,4.0
28-Feb-2014,20.2,7.8,8.4,18.2,13.2,7.4,12.6,9.0,5.3,0.0,NE,2.0
01-Mar-2014,21.6,5.8,6.6,20.2,13,5.4,12.8,9.2,0.0,0.0,NW,2.0
02-Mar-2014,21.2,4,5.6,19.8,12.8,4.2,12.2,8.6,0.0,0.0,NW,2.0
03-Mar-2014,19.8,6,9.8,17.4,13.2,7.8,12,8.8,0.0,0.0,NE,2.0
04-Mar-2014,16,9,9.6,15.2,9.2,9.2,12.4,7.6,29.1,5.8,NW,2.0
05-Mar-2014,17.8,6.8,7.6,16.6,9.2,6.4,12.6,8.0,0.0,3.7,NW,3.0
06-Mar-2014,19.4,6.8,7.4,15,12.8,6.4,12.2,9.0,7.6,0.5,NE,2.0
07-Mar-2014,20.2,3.6,4.2,18.8,13.4,3.2,13,8.6,0.0,0.0,NW,2.0
08-Mar-2014,11.8,8,8.8,9.8,8.6,8,9,8.0,9.8,4.6,S,4.0
09-Mar-2014,17.4,7.6,8.4,14,10.4,7.8,11.8,8.2,0.6,0.9,NW,1.0
10-Mar-2014,19.6,4,5,17.6,13,4,12.6,9.0,0.0,0.0,NE,4.0
11-Mar-2014,17,4.4,5.2,15.8,12,4,12.2,8.2,0.0,0.0,NE,5.0
12-Mar-2014,16.4,5.6,6.4,14.8,9.8,5.2,11.6,8.2,0.0,0.0,SE,3.0
13-Mar-2014,20,7,7.8,18.8,9.2,7.2,13,8.0,10.8,1.8,NE,3.0
14-Mar-2014,17.6,7.6,8.4,17.4,12.4,7.8,12.6,10.0,8.2,0.0,NE,3.0
15-Mar-2014,16.6,7.2,7.8,15.6,9.6,7,12.4,8.6,3.4,3.9,SE,3.0
16-Mar-2014,20.8,8,8.6,18.4,13.2,7.8,12.8,9.4,0.4,0.0,NE,2.0
17-Mar-2014,14.4,7.8,8.4,13.2,9.2,7.6,11.6,8.0,3.9,2.7,NE,2.0
18-Mar-2014,19.8,8.2,9,17.2,12.8,8,12.8,8.4,1.7,2.0,NW,2.0
19-Mar-2014,16.8,7.8,8.6,15.8,8.8,7.6,11.8,7.8,1.3,4.1,NW,5.0
20-Mar-2014,20.8,7,7.4,19.4,12.8,7,12.8,9.6,2.8,0.0,S,1.0
21-Mar-2014,19.6,7.4,7.8,18.2,12.2,7,13,9.0,1.6,0.0,NW,2.0
22-Mar-2014,20.2,8.2,9,15.8,13.6,8,12.4,8.4,9.4,0.0,NE,2.0
23-Mar-2014,19.6,6.8,7.2,17.4,13,6,12.4,8.0,0.0,0.0,NW,3.0
24-Mar-2014,20.4,7,7.6,18.4,13.4,6.8,13,8.6,4.7,0.0,NW,2.0
25-Mar-2014,19.4,6,6.8,18,8,5.8,12.8,7.2,3.2,8.9,NW,4.0
26-Mar-2014,18.8,8.2,8.8,17.8,9.6,8,12.8,8.4,4.5,2.1,NE,2.0
27-Mar-2014,18,8.6,9,16.8,12.6,8.2,12.4,8.8,5.4,0.0,NW,2.0
28-Mar-2014,21.2,3.6,4.8,19.6,13.4,3.8,13.2,9.0,0.0,0.0,NW,2.0
29-Mar-2014,22.4,3.2,4.2,19,13.8,3,12.2,8.0,0.0,0.0,SW,2.0
30-Mar-2014,22,2.6,3.6,19.4,13.4,2.8,12.8,7.8,0.0,0.0,NE,2.0
31-Mar-2014,18.4,5.2,6.4,16.2,11.8,5,10.8,9.4,0.0,1.1,N,4.0
01-Ene-2015,18.6,7.2,10,17,11.6,8.4,11.2,8.0,0.2,0.5,NE,2.0
02-Ene-2015,15.8,7.8,10.6,15.2,9.6,8.2,11.8,8.4,0.0,6.4,SE,3.0
03-Ene-2015,18.2,7,8.8,17,10.4,8,11.2,8.8,0.0,5.8,NW,2.0
04-Ene-2015,14.6,7.4,8.2,14.6,9.2,7.4,10.6,7.6,5.4,4.8,NE,4.0
05-Ene-2015,15.6,8,9.6,12.6,8.8,7.8,8.8,8.0,0.0,7.1,NW,2.0
06-Ene-2015,16.8,7.8,8.6,14,9.6,7.8,9.2,8.4,3.8,5.9,NW,2.0
07-Ene-2015,18.2,8,10,16.2,11.8,8.2,8.8,8.0,0.6,0.2,NE,2.0
08-Ene-2015,19.6,4.2,11.2,17.8,13.2,8,10.8,8.6,0.0,0.0,NE,5.0
09-Ene-2015,17,9.2,10.6,17,10.8,8.8,10.4,8.6,0.0,5.5,NE,2.0
10-Ene-2015,20.8,8,12,16.6,13.2,9.6,10,9.8,0.0,1.4,NE,2.0
11-Ene-2015,18.4,7.2,11.4,17.4,11.4,8.8,10.8,8.0,7.2,2.0,NE,3.0
12-Ene-2015,20.6,3.8,7.8,18.4,13.6,5.8,10.2,8.6,0.0,0.0,NE,2.0
13-Ene-2015,21.6,5,10,19.6,14.2,6.8,10,7.8,0.0,0.0,NW,3.0
14-Ene-2015,22.2,4,10.2,19.2,11,7.6,10.8,8.2,0.0,3.3,NE,2.0
15-Ene-2015,23.2,6.2,10,19.6,15.2,7.2,10.4,9.2,0.0,0.0,NW,2.0
16-Ene-2015,23.4,8.4,10.8,20.2,15.6,8.6,10,8.8,0.0,0.0,NW,3.0
17-Ene-2015,23.6,6.6,11,20,15,8,10.4,9.4,0.0,12.6,NW,2.0
18-Ene-2015,22.2,7.6,10.6,18.8,13.6,8.8,11,9.0,6.9,0.0,NW,3.0
19-Ene-2015,21.6,7.2,10.2,19.2,13,9,11.4,9.4,19.5,0.0,NW,2.0
20-Ene-2015,18.2,6.4,8.8,16.8,10.2,7,11.2,8.6,11.5,4.2,SE,4.0
21-Ene-2015,16,8,10,12.6,9.6,8.2,9.4,8.8,0.9,5.0,NW,3.0
22-Ene-2015,17,8.6,9.8,14.6,9.2,8.8,9.6,8.4,0.0,6.4,NE,4.0
23-Ene-2015,17.8,7.6,9.2,17.2,10,8.2,10.8,8.4,5.6,0.6,NW,2.0
24-Ene-2015,20.4,7.2,10.2,17.8,13.2,9,11,9.0,0.5,0.0,NW,2.0
25-Ene-2015,21.8,6.4,10.8,18.8,14.2,8,10.6,8.0,0.6,0.0,SE,3.0
26-Ene-2015,19.4,8.2,11,17.8,9.6,8.8,11.2,9.0,8.9,11.7,NE,2.0
27-Ene-2015,18.2,7,9.2,14.8,9.8,7.8,9.4,8.6,10.5,8.4,SE,3.0
28-Ene-2015,17.4,7.8,9,14,11.8,8.2,9,8.0,5.3,4.4,NW,2.0
29-Ene-2015,17.8,7.2,10.6,16.6,12,8.6,10.4,9.2,0.0,0.0,NW,2.0
30-Ene-2015,18.4,8,9.4,16.4,13,8.4,10.4,8.6,3.2,0.0,NW,2.0
31-Ene-2015,16.8,7,8.2,13.8,11.8,7.8,9.4,8.2,13.7,0.0,NW,2.0
01-Feb-2015,18,8.6,9.6,16.4,11.4,8.8,9.6,8.4,1.9,0.4,NW,3.0
02-Feb-2015,17.6,8.8,10.2,16,11.2,8.8,10.4,8.0,0.0,1.7,NW,2.0
03-Feb-2015,18,5,10.2,15.8,10,8.6,9.8,8.2,0.0,3.4,SW,3.0
04-Feb-2015,18.2,4,10.4,15.6,13,8,9.8,8.4,0.0,0.9,NW,2.0
05-Feb-2015,20.8,5.8,10.8,17.8,14.2,8.4,11.6,8.8,0.0,0.0,NW,2.0
06-Feb-2015,18.2,5.8,9.6,16.2,12.8,8.6,11.2,8.0,0.0,0.0,NW,2.0
07-Feb-2015,17.8,7.8,10.4,16.6,12.6,8.8,11,8.6,0.0,0.0,NW,2.0
08-Feb-2015,14.4,7.4,9,13.6,10,8,9,8.8,17.0,6.3,NE,4.0
09-Feb-2015,19.2,8.2,9.4,152,11.6,8.8,11.2,9.0,2.1,1.7,NW,4.0
10-Feb-2015,19.4,8,9.2,15.8,10.6,8.4,11.6,8.8,3.2,5.4,NE,3.0
11-Feb-2015,20.4,6.2,8.8,16.2,13.8,7.4,11.2,8.0,17.2,0.0,NE,3.0
12-Feb-2015,21,8.4,9.8,17.2,10.6,8.6,11.6,9.6,0.0,2.2,NW,3.0
13-Feb-2015,20.2,9.6,10.6,18,9.8,9.8,11.4,8.8,5.6,7.1,SE,5.0
14-Feb-2015,18.8,9.2,10.6,15.8,12.8,9.6,11.8,9.2,0.0,0.0,SE,6.0
15-Feb-2015,17.8,6.8,7.8,13,12,7,9,9.0,23.1,8.5,NW,2.0
16-Feb-2015,16.8,7.2,10.6,14,11.8,8.6,9.8,9.4,0.0,0.8,NE,3.0
17-Feb-2015,16.6,9,11.4,16.6,11.4,9.2,11.6,9.6,0.0,0.0,NE,2.0
18-Feb-2015,21.4,4.8,10.6,17.8,10.6,8.4,11,9.4,0.0,3.4,NW,3.0
19-Feb-2015,21.8,4.2,10,18.8,14.2,7.6,11.2,7.8,0.0,0.0,NW,3.0
20-Feb-2015,20.2,5.8,11,17.6,13.8,8,11.6,7.2,0.0,0.0,NW,3.0
21-Feb-2015,19.6,5,10.6,18.4,12.4,7.8,11.4,8.2,0.0,0.0,NE,3.0
22-Feb-2015,19.2,8.2,10.2,17.8,12.4,8.6,11.8,7.8,0.0,0.0,NE,3.0
23-Feb-2015,18.6,9,10.8,16,10.2,9.8,11.8,8.8,1.4,1.7,NW,3.0
24-Feb-2015,14.2,8.8,9.6,13,10.4,9,9.8,9.2,8.8,1.2,NW,3.0
25-Feb-2015,17.8,8,10.2,15.6,10,8.4,11,8.6,0.0,4.2,SE,4.0
26-Feb-2015,16.4,8.2,10,13.2,11.6,8.8,10.2,9.0,5.1,0.5,NW,5.0
27-Feb-2015,20.8,4.6,9.2,16.4,13.6,7.2,11.4,9.0,1.9,0.2,NW,2.0
28-Feb-2015,21,6.6,10,19,13.8,8.6,10.8,9.4,1.3,0.0,NW,3.0
01-Mar-2015,21.6,8.6,10.6,19.6,14.4,9,11.2,9.6,3.2,0.0,SE,3.0
02-Mar-2015,18.4,8.2,11,14.8,11,9.2,11.6,9.0,0.0,8.7,NE,3.0
03-Mar-2015,17.8,8,9.6,15.6,11.6,8.4,11.8,9.2,0.0,0.0,NW,5.0
04-Mar-2015,18,7.4,10.4,16.8,12.8,7.8,11.4,9.6,0.0,0.0,NW,5.0
05-Mar-2015,18.2,8.2,10,13.6,13.2,8.6,10.8,9.2,0.4,0.2,NW,2.0
06-Mar-2015,17.4,7.8,8.8,13,12,8.2,11.2,9.6,15.5,7.1,NW,3.0
07-Mar-2015,19.2,8,10.4,17.8,13,9,11.6,9.2,0.0,0.1,SE,4.0
08-Mar-2015,17.6,8.2,11.2,14,12.6,9.4,11.8,8.8,0.0,0.5,SE,4.0
09-Mar-2015,21.2,9,9.8,18.4,14,9,11.8,9.0,2.7,0.0,SE,3.0
10-Mar-2015,17.6,8.2,10,13.8,12.6,8.6,9.8,9.0,0.0,0.0,NW,2.0
11-Mar-2015,17,6.2,9.8,14.6,11.4,8.4,11.8,9.4,0.0,1.6,NW,3.0
12-Mar-2015,19.4,7,10.8,16.8,13,8.8,11.2,9.0,0.0,0.0,NW,3.0
13-Mar-2015,19.8,7.8,11.4,15.6,13.4,9,11.8,9.4,0.0,0.0,NE,4.0
14-Mar-2015,18.2,6.2,9.6,15.2,11.6,8,12,9.0,0.0,3.4,SE,6.0
15-Mar-2015,18.6,5,8,16.8,12.2,6.2,12.2,8.6,0.0,0.0,NW,3.0
16-Mar-2015,19.8,9,10.4,17.2,10.8,9.2,11.8,9.4,1.0,1.7,SE,2.0
17-Mar-2015,19.8,9.2,10.2,15,12.8,9.4,11.6,8.6,2.8,0.0,NE,3.0
18-Mar-2015,17.2,9,10.8,14.8,11.8,9.6,12,9.8,1.4,0.9,SE,4.0
19-Mar-2015,14.4,8.8,9.6,14,10.8,9,11.8,9.4,5.5,1.6,NW,3.0
20-Mar-2015,20,8.2,9.2,15.6,13,8.6,10.8,8.8,0.0,0.0,NW,2.0
21-Mar-2015,15.6,8.8,9.4,12.6,10.4,8.8,10.6,9.4,4.1,8.9,SE,2.0
22-Mar-2015,16.6,6.6,9.4,13.8,11,7.4,10.8,9.4,0.0,0.5,NW,3.0
23-Mar-2015,16.4,3.8,6.8,14.6,10.2,5.4,9.4,7.8,0.0,1.1,NW,6.0
24-Mar-2015,18.4,6.4,8.6,17,12,7.2,10.6,9.0,6.0,0.0,NW,2.0
25-Mar-2015,16.8,7.6,8.8,14,11.2,7.8,9.8,9.0,7.8,0.9,SE,2.0
26-Mar-2015,17.2,4.2,8,15.4,10.4,6.8,10.4,8.6,0.0,8.6,NW,2.0
27-Mar-2015,19,2.6,6,16,10,4.6,10,8.4,0.0,0.5,NW,2.0
28-Mar-2015,18.8,7.2,9.8,18.2,9.8,8.6,11.6,8.2,2.6,4.3,NE,3.0
29-Mar-2015,21,8,10.8,19,12,9.4,10.8,9.0,0.8,1.2,NW,3.0
30-Mar-2015,20.6,3.8,8.4,17.8,12.8,6.2,11.4,9.4,0.0,1.4,NW,2.0
31-Mar-2015,21.2,4.8,9.6,18.6,12.8,7.8,11,9.0,0.0,0.0,NW,2.0
01-Ene-2016,22.6,4.2,7.8,19.8,11,5.8,9.2,6.4,0.0,0.0,E,3.0
02-Ene-2016,23,4,7.4,19.4,10.6,5,9.8,7.0,0.0,0.3,NW,2.0
03-Ene-2016,23.4,4.6,8,19.2,11.6,5.6,9.4,6.8,0.0,0.0,NW,3.0
04-Ene-2016,22,9.2,12,18,11,9.8,10,6.2,2.1,0.2,NW,2.0
05-Ene-2016,21.8,8.2,11,19.6,10.2,9,11,7.4,0.0,0.0,NE,4.0
06-Ene-2016,21.4,5.4,8.2,19.2,8.8,6.4,10.2,6.8,0.0,0.3,NW,3.0
07-Ene-2016,23,7.4,10.6,20.6,9.4,8,12,7.2,0.0,0.6,N,3.0
08-Ene-2016,22.6,3,7.8,19.2,9.2,5.8,10.8,6.2,0.0,0.7,SE,3.0
09-Ene-2016,23.4,5.8,9,20.2,10.8,6.4,10,7.0,0.0,0.0,NW,2.0
10-Ene-2016,23.8,6,8.4,20.6,9,6.8,11,7.8,0.0,6.8,NW,3.0
11-Ene-2016,19.8,7.4,9.6,17,9.2,7.8,10.6,7.2,5.3,0.0,NE,6.0
12-Ene-2016,22.8,8.6,11,19.6,8.4,9,12.2,7.0,4.8,5.2,NW,2.0
13-Ene-2016,23.2,6,9.6,18.8,11.4,7,10,6.8,1.6,0.0,NW,2.0
14-Ene-2016,24,4,7.8,20.6,12.2,5.2,10.6,6.0,0.0,0.0,NW,2.0
15-Ene-2016,23.6,8,11.2,21,11.6,9,11,7.6,0.0,0.0,NW,2.0
16-Ene-2016,24.2,7.8,10.8,19.8,12,8.2,8.6,7.8,0.0,0.0,N,3.0
17-Ene-2016,18,7.4,10,15.8,11.8,8.2,10.8,7.8,1.5,0.0,NW,3.0
18-Ene-2016,23,7,10.4,20.8,9,8.6,12.6,7.4,0.0,3.2,NW,3.0
19-Ene-2016,21.2,8.8,11.2,17.2,8,9.4,11,6.8,2.5,14.5,NW,6.0
20-Ene-2016,20.4,9.4,11,17.6,10,9.8,12,7.4,0.0,0.0,NW,4.0
21-Ene-2016,18,10,12.2,15.6,10,10.6,11.8,8.0,0.0,0.4,NW,2.0
22-Ene-2016,21.8,7.6,11,18,11.4,8.8,11.4,7.0,0.0,0.0,NW,2.0
23-Ene-2016,23.4,4.2,8.6,20.2,12,6,11,6.6,0.0,0.0,NW,2.0
24-Ene-2016,22.4,5.6,9.6,18.4,11.2,7.2,11.6,6.0,0.0,0.0,NE,2.0
25-Ene-2016,22.2,7.2,11.4,18.2,10.2,8.6,10,5.8,0.0,0.0,NE,5.0
26-Ene-2016,19.6,9.6,11.2,17.4,9.6,10,11.2,7.8,0.0,8.2,NW,4.0
27-Ene-2016,22,5.8,8.8,19,11.8,7.4,12.4,8.2,0.0,0.0,NW,2.0
28-Ene-2016,21,10,11.2,16.8,10,10.2,11.6,8.4,0.0,6.1,NE,5.0
29-Ene-2016,19.2,9,10.4,17.8,9.4,9.4,11.8,7.2,0.0,0.9,NW,4.0
30-Ene-2016,20,8.6,11.8,16.8,9.2,9.4,10.6,7.6,0.0,0.6,NE,6.0
31-Ene-2016,19.8,6,10.4,17.2,9.8,8,11,7.8,0.0,0.0,NW,2.0
01-Feb-2016,15,10,11,12.6,7,10,11,5.8,3.6,15.7,NW,2.0
02-Feb-2016,20.6,8.8,10.4,18.6,8.8,9.2,12.2,7.2,0.0,4.8,NE,2.0
03-Feb-2016,17.6,9.2,11,14.6,7.2,9.6,10.6,6.4,0.9,7.9,NW,4.0
04-Feb-2016,19.6,8,10,16.8,9.4,9.2,10.8,7.8,1.8,0.2,SW,6.0
05-Feb-2016,20.6,7.2,9.6,17.6,11.8,8.4,10.2,6.8,0.3,0.0,NW,1.0
06-Feb-2016,19.6,9.8,11.4,13.4,10.4,10.2,9.8,7.6,0.0,0.0,NW,4.0
07-Feb-2016,17.6,10,12,14.4,9.6,10.8,10.6,8.0,0.0,3.5,SW,2.0
08-Feb-2016,19.4,10.2,12.4,13.4,10.6,11.2,11.4,8.0,2.1,0.8,SE,5.0
09-Feb-2016,18.2,6.2,9.8,13,9,8.2,11,7.6,1.3,9.4,NW,3.0
10-Feb-2016,17.8,7.6,9.6,11.6,9.4,8,10,7.0,2.6,4.0,NW,4.0
11-Feb-2016,20.2,9.4,12,17.2,9.8,10.2,11.6,8.0,0.0,0.5,N,3.0
12-Feb-2016,20.6,8.2,10.8,14.4,9.4,9.2,10.2,7.8,0.0,1.8,NW,4.0
13-Feb-2016,20.8,5.8,9,17,9.8,7.2,11.2,7.0,0.7,5.2,NW,2.0
14-Feb-2016,22.4,7.8,10.2,18.2,11.4,8,11,6.8,0.0,0.0,NW,5.0
15-Feb-2016,21,6.6,9.6,17.8,9.4,7.4,12.8,7.0,0.0,2.6,NW,2.0
16-Feb-2016,19.8,7.2,9.8,17,9.8,8,12.6,6.6,1.7,0.0,NE,3.0
17-Feb-2016,19,10,12.2,16,10.4,10.4,12,7.2,0.0,0.0,SE,3.0
18-Feb-2016,19.4,6.4,9.4,17.8,9.2,7.4,12.6,7.0,0.1,0.5,NW,3.0
19-Feb-2016,21.2,9,11.4,17.2,11,9.6,12.8,6.8,0.0,0.0,NE,4.0
20-Feb-2016,21.2,9.6,11.6,18,8.6,10.2,13,7.4,2.7,6.8,NW,2.0
21-Feb-2016,22,8.4,11,19.2,11.2,9,13,7.8,3.6,0.0,NW,1.0
22-Feb-2016,22.6,7,10.6,19.4,9,8.6,13.2,7.6,0.0,8.5,NE,3.0
23-Feb-2016,19,9.8,10.6,16.4,9.8,10,13.4,8.2,4.3,2.2,NW,3.0
24-Feb-2016,19.4,9.4,10.4,15.2,10.4,9.6,12.6,8.0,0.8,0.0,SE,5.0
25-Feb-2016,20.6,9.8,11,17.2,10.2,10.2,12,8.6,2.6,2.1,NW,4.0
26-Feb-2016,21,8.2,10.6,18.2,11.6,8.6,12.2,8.8,0.9,0.0,NW,2.0
27-Feb-2016,21.2,9,11.2,18.4,11.4,9.4,12.6,8.8,2.3,0.2,NW,2.0
28-Feb-2016,22.2,10.2,12,18,12.2,10.6,13,8.4,0.0,0.0,NW,4.0
29-Feb-2016,21.4,9.4,10.6,17.8,11.6,9.6,13.2,8.8,19.6,0.0,E,2.0
01-Mar-2016,16.4,8,9.4,12.4,12.4,8.8,10.8,8.0,2.5,3.0,NW,2.0
02-Mar-2016,21,6.4,8.6,18.6,12.8,7,12.4,7.6,0.0,0.0,NW,2.0
03-Mar-2016,21.4,6.2,8.4,19.2,9.8,6.6,13.2,7.4,0.0,0.8,NW,2.0
04-Mar-2016,21.8,5.2,8,18,11.4,6.2,13,7.0,0.0,0.0,NW,2.0
05-Mar-2016,21.6,9.4,11,18.2,10.6,9.8,12.4,8.2,0.0,0.7,NW,3.0
06-Mar-2016,19.6,6.8,9.4,17.8,13,7.4,12.2,10.4,0.0,0.0,NW,3.0
07-Mar-2016,13.8,9.2,10.2,13,8.6,9.4,10.6,8.0,3.4,8.7,NW,2.0
08-Mar-2016,19.8,8.4,9.4,16,12.2,8.4,12.8,9.0,7.3,0.0,NW,2.0
09-Mar-2016,21,8,9.2,18.8,8.2,8.4,13,7.6,1.3,5.4,NE,2.0
10-Mar-2016,22.6,7.8,9,19.4,13.8,8.2,13.4,10.4,4.6,0.0,N,3.0
11-Mar-2016,20.8,10,11.4,16.6,11.6,10.4,11.2,9.6,0.8,0.0,NW,3.0
12-Mar-2016,20.4,8.2,10.4,17.4,10,8.8,12.8,8.6,0.0,2.9,NW,4.0
13-Mar-2016,19.2,7.4,9.8,17,8,8,13.2,7.2,5.4,6.7,NE,3.0
14-Mar-2016,20,7.8,10,17.2,10,8.4,12.2,8.6,1.1,1.3,NW,2.0
15-Mar-2016,20.4,9,10.6,17.8,9.6,9.4,12,7.8,4.6,0.0,NW,2.0
16-Mar-2016,19.8,4,7.6,17,10.6,5.4,11.8,8.8,0.0,0.0,NW,2.0
17-Mar-2016,21.8,5.8,8.8,18.4,13.4,6.2,11.4,7.6,0.0,0.0,NW,3.0
18-Mar-2016,23.2,8,10.4,18.6,14.4,8.6,11.6,7.0,0.0,0.0,NW,3.0
