Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
13-Mar-2013,34.2,21.2,23.4,33.4,26,22.4,26.2,23.0,0.0,0.0,NE,4.0
14-Mar-2013,32.8,21.6,22.8,32.2,25.4,22.2,25.4,23.2,0.0,0.0,NE,2.0
15-Mar-2013,29.4,22,22.6,24.8,24,22.2,22.6,22.4,0.0,7.3,C,
16-Mar-2013,31,20.6,22.2,30,22.8,21.6,24.6,21.8,0.0,2.0,NE,2.0
17-Mar-2013,30.8,22,22.8,28.8,22.2,22.4,24,21.2,5.0,4.5,NE,2.0
18-Mar-2013,31.4,21.8,22,29.2,23.6,21.8,24.2,22.2,11.7,0.0,C,
19-Mar-2013,32.4,22,22.2,31,26.2,22,26.4,25.0,1.2,0.0,NE,2.0
20-Mar-2013,31.8,22.4,23.6,30.2,26.8,22.2,25,25.4,0.0,0.0,C,
21-Mar-2013,25.4,21.8,22.2,22.8,22.2,21.6,21.8,21.0,90.2,17.0,C,
22-Mar-2013,26.8,20,20.6,24.6,22.8,20.4,22.8,22.2,16.7,5.0,NE,4.0
23-Mar-2013,31.2,20.2,22.4,29.4,26.8,22.2,25,24.6,0.0,0.0,C,
24-Mar-2013,33.8,22.4,23.4,33.4,27.2,22.6,25.4,23.8,0.0,0.0,NE,4.0
25-Mar-2013,33.6,22.8,23.8,33.2,27.2,23,26.2,24.2,0.0,0.0,NE,8.0
26-Mar-2013,33.4,21.2,22.8,32.8,27.4,22.6,25.8,24.6,0.0,0.0,NE,4.0
27-Mar-2013,30.2,21.8,22.6,28,22.6,21.8,24,21.4,0.0,5.2,C,
28-Mar-2013,27.4,21,21.4,27,23.6,20.8,23.8,22.4,12.3,1.3,C,
29-Mar-2013,31,21.2,21.6,29.8,26.2,21.4,24.8,23.8,0.0,0.0,SE,2.0
30-Mar-2013,29.2,21,21.4,27.2,24.2,21,23.8,23.4,0.0,0.0,C,
31-Mar-2013,29.4,20.6,22,28.4,25,21.6,24.8,23.4,0.0,0.0,C,
01-Ene-2014,30.8,22.8,24.6,28.8,25.6,22.6,23.4,21.8,0.0,0.0,NE,4.0
02-Ene-2014,33.6,20.6,23,31.8,25,21.2,24.2,24.0,0.0,0.0,NE,4.0
03-Ene-2014,31.8,21.4,23.8,29.2,24.2,21.6,23.8,22.8,0.0,0.0,NE,2.0
04-Ene-2014,28.2,22.6,22,27,24,21.4,24.4,22.6,0.0,0.0,C,
05-Ene-2014,31.6,21.2,22,31.2,23.4,21.8,25.2,22.2,0.0,0.0,NW,6.0
06-Ene-2014,32.6,21.8,22.4,28,24.2,22,23,23.2,29.2,0.0,C,
07-Ene-2014,31.8,21,23,29.8,24.8,22,25.2,22.4,0.0,0.0,C,
08-Ene-2014,30.8,20.8,21.4,26.8,23.2,21,23,21.8,10.5,17.0,SE,2.0
09-Ene-2014,29.6,22,22.8,28.6,25.6,22,23.8,22.8,0.0,0.0,NW,2.0
10-Ene-2014,31,23,24,30,25.2,22.4,24.2,22.4,0.0,0.0,NW,4.0
11-Ene-2014,31.6,22.6,23.6,29.8,25,21.8,22.8,22.6,0.0,0.0,NW,6.0
12-Ene-2014,30.6,21.4,22.6,29,24,22.2,23.2,20.4,0.0,0.0,NE,4.0
13-Ene-2014,30.8,21,22,30.6,22.8,21.4,24.4,21.6,0.0,0.0,SE,2.0
14-Ene-2014,28.6,20.6,21.4,26,23.6,21,23,22.4,0.0,4.5,NE,4.0
15-Ene-2014,33,20.4,23,31.8,24.2,22.2,25.2,22.8,0.0,2.7,NE,4.0
16-Ene-2014,32.4,20,21.2,29,23.6,20.4,24.8,22.4,0.0,0.0,NW,2.0
17-Ene-2014,30.2,21.4,22.2,28,24.6,21.6,24.4,21.8,0.0,6.7,NE,2.0
18-Ene-2014,31.4,20.4,21.4,28.8,25,20.6,23.6,23.2,0.0,0.0,C,
19-Ene-2014,30.6,20.8,21,25.6,23,20.8,22.6,21.6,0.0,10.0,C,
20-Ene-2014,33.2,20.2,21.6,31.6,24.6,21.2,25,22.4,0.0,0.0,NE,2.0
21-Ene-2014,32.4,20.8,23,30.4,27.2,20.8,23,23.4,0.0,0.0,NW,12.0
22-Ene-2014,33.6,21.4,23.2,32.8,28.2,21.6,25.6,24.0,0.0,0.0,NW,6.0
23-Ene-2014,33,22.8,23.4,29.2,25.8,22.2,24.6,24.0,0.0,1.0,C,
24-Ene-2014,31,20.2,20.8,28.2,25.4,20.2,23.8,23.2,0.0,0.0,NW,2.0
25-Ene-2014,33,22.2,23.8,31.6,27,21.8,25.6,24.2,0.0,0.0,NW,4.0
26-Ene-2014,32.4,23.2,24,32,27.8,22.8,25.2,23.4,0.0,0.0,NE,4.0
27-Ene-2014,30.8,23.6,24,28.4,27,22.4,23.4,23.0,0.0,0.0,NE,2.0
28-Ene-2014,34.8,21.4,22.6,34.2,27.4,21.4,26.4,23.4,0.0,0.0,NE,4.0
29-Ene-2014,33,21.6,23.2,32.6,25.4,21.8,25.4,23.6,0.0,0.0,NW,4.0
30-Ene-2014,34,22,23.2,33.4,25.2,21.4,26.2,23.0,0.0,0.0,NE,4.0
31-Ene-2014,29.8,22.8,23.2,24.4,23.6,22.2,22.6,22.4,0.0,23.8,C,
01-Feb-2014,29.6,21.4,21.8,28.8,25.2,20.6,24.4,23.0,0.0,0.0,NE,2.0
02-Feb-2014,32.6,21.6,22.4,30.2,24.6,21.8,24.8,23.4,0.0,0.0,NW,4.0
03-Feb-2014,34.2,19.8,21.4,30,28,20.6,24.2,23.6,0.0,0.0,NW,2.0
04-Feb-2014,31,21.4,23,30.2,25.2,22,25.2,23.4,0.0,0.0,NW,2.0
05-Feb-2014,24.2,21.2,22.4,22.6,22,21.8,22,21.6,3.0,17.2,C,
06-Feb-2014,30.8,19.6,20.6,29,23,20.4,23.8,22.4,0.0,1.0,NE,2.0
07-Feb-2014,31,20.8,22.2,28.8,26.2,21.6,24.2,22.8,0.0,0.0,NE,2.0
08-Feb-2014,28.4,21.8,22.2,27.2,26,22,23.6,23.2,0.0,7.5,C,
09-Feb-2014,31.2,22,23.2,28.6,26.4,21,23,22.8,0.0,0.0,NE,2.0
10-Feb-2014,31,21.4,22,29.4,24.6,21.4,23.8,23.2,0.0,0.0,C,
11-Feb-2014,30.2,21.2,21.6,27.2,24.6,21,23.6,22.8,0.0,0.0,NE,6.0
12-Feb-2014,32,19.8,21,31.2,25.6,20.4,24.2,23.6,0.0,0.0,NW,6.0
13-Feb-2014,33.4,21,22,32.4,26.6,21.2,25,24.0,0.0,0.0,NE,4.0
14-Feb-2014,31.2,22,23.6,30.4,26.2,22.2,24,23.2,0.0,0.0,NE,4.0
15-Feb-2014,28.8,21.4,22.6,28,26.6,21.8,24,23.6,0.0,2.4,C,
16-Feb-2014,29.8,21,22.2,24.6,23.8,22,21.6,22.0,1.0,10.2,NE,4.0
17-Feb-2014,32.6,18.2,20,32,25.4,19,25,24.2,0.0,0.0,NE,2.0
18-Feb-2014,34,20,21.6,33.6,27.6,21,26,25.0,0.0,0.0,NW,4.0
19-Feb-2014,29,21.4,22.4,28.4,24.4,21.6,23.8,23.0,0.0,0.0,NW,6.0
20-Feb-2014,27.6,20.4,21.6,24,24.2,21,22.6,22.4,0.0,12.2,C,
21-Feb-2014,32.4,21.4,23.2,28.8,28.8,21.8,24.8,23.6,0.0,0.0,NE,2.0
22-Feb-2014,31.8,21.8,22.2,30.2,30.2,22,24,22.2,0.0,0.0,NE,2.0
23-Feb-2014,27,21.4,22,25,25,21.6,23,22.0,0.0,1.5,C,
24-Feb-2014,29.2,21,21.8,24.8,24.8,21.2,22.8,22.6,0.0,6.5,C,
25-Feb-2014,31,20.8,21.6,27.2,27.2,21.4,23.4,22.8,0.0,1.0,C,
26-Feb-2014,32,21.2,21.6,30.2,30.2,21,24,23.8,0.0,0.0,SE,6.0
27-Feb-2014,33.6,21.4,23,32.2,32.2,22.4,25,24.0,0.0,0.0,NE,6.0
28-Feb-2014,33.2,21.6,22.4,32.6,32.6,21.8,25.4,24.2,0.0,1.8,NE,4.0
01-Mar-2014,30.2,21,21,28.2,23.6,20.6,24.8,22.0,8.2,7.1,C,
02-Mar-2014,32.2,20.2,22.2,30.2,25.6,21.2,24.8,23.6,0.0,0.0,NE,2.0
03-Mar-2014,29.4,21,22.6,28,23.6,21.8,23.6,22.6,0.0,0.0,C,
04-Mar-2014,30.8,22.4,23,28.6,25.4,22,24.2,23.0,0.0,0.0,NE,2.0
05-Mar-2014,27,22,22.6,26.4,24.2,22.2,24.2,23.0,2.0,3.5,C,
06-Mar-2014,30,22.6,22.8,29.6,25.2,22.4,24.6,23.6,0.0,0.0,NE,2.0
07-Mar-2014,32,20.4,22,29,24.4,21,24.8,23.0,0.0,1.0,C,
08-Mar-2014,27.4,21.6,22.8,27,24.2,21.8,23.8,23.0,0.0,1.8,C,
09-Mar-2014,25,21,21,22.4,22.2,20.8,21.6,21.0,21.8,14.2,C,
10-Mar-2014,31.6,20,21.2,29,25.4,20.8,24.6,23.8,0.0,0.0,SE,2.0
11-Mar-2014,34.2,19.6,21.4,33.8,27.8,21,26.2,24.2,0.0,0.0,NE,2.0
12-Mar-2014,25.8,21.8,22.8,24.6,22.4,22.4,23,21.4,0.0,0.0,NE,2.0
13-Mar-2014,26.8,22.8,22.8,24.8,22.4,22.6,23.4,20.8,6.5,0.0,C,
14-Mar-2014,30,21.2,21.8,28.6,24.2,21.4,23.8,23.0,1.0,1.2,SE,2.0
15-Mar-2014,32.2,21.6,23.2,30.6,26.8,22.4,24.6,24.4,0.0,0.0,NE,2.0
16-Mar-2014,28.4,21.4,23,26.8,25,22.2,23.4,24.0,0.0,1.2,C,
17-Mar-2014,27.8,21.8,22.4,25.6,23.6,22,23.6,22.6,0.9,2.0,C,
18-Mar-2014,25,21.2,21.4,23.4,22.8,21,22.2,21.6,2.5,4.5,C,
19-Mar-2014,29.2,21.4,21.8,28,23.4,21.4,23.6,22.0,0.0,2.0,C,
20-Mar-2014,30.6,19.6,20.8,29.4,24.6,20.4,24,23.0,0.0,0.0,NE,2.0
21-Mar-2014,30.8,21,22,29,23.6,21.6,25.2,23.0,0.0,10.3,NE,4.0
22-Mar-2014,27.8,21.2,21.8,26.6,22.6,21.6,23.6,21.2,8.4,18.8,NE,2.0
23-Mar-2014,27,21.4,22.2,26.2,23.6,21.8,23.8,22.4,3.5,6.5,C,
24-Mar-2014,31.2,21.8,22.4,30,26.4,21.8,24.6,23.4,2.0,0.0,C,
25-Mar-2014,31,23.2,23.6,29.6,26,22.8,24.6,23.0,10.0,0.0,C,
26-Mar-2014,31.2,22.4,22.6,30.6,25.6,22.2,24.6,23.4,7.9,6.0,C,
27-Mar-2014,25,22,22,22.8,22.2,21.6,21.6,21.2,21.5,23.8,C,
28-Mar-2014,31.4,19,20.6,30.2,25.2,20,24.2,23.4,0.0,0.0,NE,2.0
29-Mar-2014,32.6,19.2,21.2,31.2,26,20.4,24.8,23.8,0.0,0.0,NE,2.0
30-Mar-2014,31.8,22,23.4,30.8,27,22.4,25.2,23.8,0.0,0.0,NE,2.0
31-Mar-2014,32.4,21,22,30.4,26.8,21,25.2,24.2,0.0,0.0,NW,2.0
01-Ene-2015,33,21.8,24,32.4,26.6,22,24,22.2,0.0,0.0,NE,8.0
02-Ene-2015,31.2,22.8,23.6,28,24,20.2,21.8,22.8,0.0,0.0,NE,4.0
03-Ene-2015,30.2,22,22.4,27.6,23.4,20.4,23,22.4,0.0,0.0,NE,4.0
04-Ene-2015,27.8,20.2,21.2,25.8,23,20.2,22.8,21.8,1.5,2.0,C,
05-Ene-2015,26.2,20.8,21.6,24.2,23.4,20,22.2,20.8,2.4,2.0,C,
06-Ene-2015,30,19.4,22.6,28.4,25.2,20.4,23,21.8,0.0,0.0,NE,2.0
07-Ene-2015,31.8,21,22.4,31.2,23.6,19.8,22.8,22.0,0.0,0.0,NW,10.0
08-Ene-2015,31,20,22,30.4,24.6,20.2,23.2,21.0,0.0,0.0,NE,6.0
09-Ene-2015,31.6,21,22.2,30.2,24.4,20.6,24.2,21.2,0.0,0.0,NE,4.0
10-Ene-2015,30,20.8,21.4,28.2,22.6,21.2,23.4,21.2,5.4,0.0,C,
11-Ene-2015,29.6,21.8,22.6,27.8,22.4,22,23.6,21.0,1.5,3.4,NE,4.0
12-Ene-2015,31.4,19.8,21.6,29,25.6,21.2,23.8,22.8,0.0,0.0,NE,4.0
13-Ene-2015,31,21.2,23,30.6,26,22,25,22.6,0.0,0.0,NW,4.0
14-Ene-2015,33.8,19,21,30.2,26,20.6,25.2,23.0,0.0,0.0,NE,2.0
15-Ene-2015,32,21.8,22.8,28,22.6,22,23,21.4,0.0,8.5,C,
16-Ene-2015,32.8,20.8,22.6,30.6,26.2,22.2,24.2,23.2,0.0,0.0,NW,6.0
17-Ene-2015,33.4,20.6,22.4,32,24.4,21.6,25,22.6,0.0,0.0,NE,4.0
18-Ene-2015,33.2,19.2,22,29,23.2,20.4,24,21.2,0.0,0.0,NE,4.0
19-Ene-2015,31,21,21.6,29.8,25.2,20.2,24.2,23.2,0.0,0.0,NE,4.0
20-Ene-2015,32.8,21.8,23.8,30.8,24.6,22,24.2,22.8,0.0,0.0,NW,4.0
21-Ene-2015,31.8,21.4,22,28.6,23.6,21.6,23.8,22.4,0.0,0.0,NE,2.0
22-Ene-2015,27.2,21.2,21.4,25,21.2,21,22.8,19.6,40.2,20.5,C,
23-Ene-2015,25,20.8,22,22.6,20.8,21.8,21.2,19.2,22.3,52.5,C,
24-Ene-2015,31,20,21,30.6,23.4,20.6,23.8,21.2,0.0,0.0,NE,2.0
25-Ene-2015,33.8,21,22.6,32.6,26.2,22,24.2,23.6,1.5,0.0,NE,4.0
26-Ene-2015,33,22,23,32.2,26,22.4,25,23.2,1.2,0.0,NE,4.0
27-Ene-2015,31.6,21.8,22.2,29.8,24.2,21.6,25,22.4,0.0,0.0,NE,6.0
28-Ene-2015,32.4,22.2,22.2,30.2,23.6,21.8,24.6,22.6,1.5,0.0,NE,2.0
29-Ene-2015,29.6,21.4,22.4,27.8,23.2,21.8,23.8,22.2,2.5,5.5,C,
30-Ene-2015,30.8,22,22.2,29.8,22.6,22,25,21.2,1.0,3.8,SE,4.0
31-Ene-2015,28.4,20.2,20.8,28,23.6,20,23.6,22.0,10.2,4.2,C,
01-Feb-2015,25.8,21.2,21.4,25.2,22.4,20.8,23.2,21.0,2.8,7.0,C,
02-Feb-2015,28.4,20.4,21,27,24.8,20.6,23.6,23.2,1.7,0.0,C,
03-Feb-2015,26,21.4,21.6,23,22.2,21.2,22,21.2,10.6,20.2,C,
04-Feb-2015,31.6,19.6,20.4,28.2,25.8,20,24.4,23.2,0.0,0.0,C,
05-Feb-2015,33,20.2,21.4,32.6,26,20.8,25.6,23.6,0.0,0.0,NE,2.0
06-Feb-2015,34.6,20.8,21,33.8,27.6,20.6,25.2,23.8,0.0,0.0,NE,6.0
07-Feb-2015,33.2,21,22,32.6,27,21.6,24.8,24.0,0.0,0.0,SE,2.0
08-Feb-2015,30.8,22,22.2,28,24.4,21.8,23.6,23.2,42.2,4.5,C,
09-Feb-2015,29.6,21.2,21.4,28.2,23,21.2,24.8,22.0,0.0,10.8,NE,2.0
10-Feb-2015,31.6,20.6,21.6,30,24.2,21,25.2,23.0,0.0,0.0,C,
11-Feb-2015,31.4,20.8,21,31.6,22.2,20.4,24.6,21.0,0.0,27.2,NE,4.0
12-Feb-2015,29.6,21,21.6,27.8,22.4,21.4,24.2,20.8,25.6,0.0,C,
13-Feb-2015,26.8,21.8,22.2,26.2,23,22,24,22.0,2.4,1.5,C,
14-Feb-2015,27,21.6,21.8,23.2,24.2,21.4,22,23.2,6.0,9.4,C,
15-Feb-2015,28.6,21.4,22,27.6,23.6,21.8,24.2,22.2,0.0,0.0,NE,2.0
16-Feb-2015,32.4,21,22.4,31,27.2,21.2,25.4,24.0,0.0,0.0,NE,4.0
17-Feb-2015,34.6,20.8,21,33.6,27.6,20.4,25.6,24.2,0.0,0.0,SE,6.0
18-Feb-2015,32.8,21.2,21.4,29.8,27,21.2,24.4,24.0,0.0,0.0,NE,4.0
19-Feb-2015,31.8,20,21.2,30.6,26.8,21,24.6,25.0,0.0,0.0,NE,4.0
20-Feb-2015,29,23,23.6,27.2,25.2,23.2,24.2,23.6,0.0,0.0,C,
21-Feb-2015,24.4,22.8,23.4,22.8,23,22.4,21.2,22.0,0.0,11.0,C,
22-Feb-2015,31,20,21.4,27.2,24,20.2,23.8,23.0,0.0,0.0,C,
23-Feb-2015,32.8,20.8,20.6,31.6,25.2,20.4,26,23.6,0.0,5.2,NE,6.0
24-Feb-2015,32.4,20,21.2,29.2,22.4,20.2,24.2,21.2,0.0,9.6,NE,4.0
25-Feb-2015,29.2,20.4,21.8,28.2,23.4,21.6,23.6,22.2,23.6,0.0,NE,4.0
26-Feb-2015,30,21,21.4,29.6,25,21.2,24,24.8,0.0,1.0,NE,2.0
27-Feb-2015,30.8,21.2,22.4,29.2,24.2,22,24.2,23.2,0.0,0.0,NE,2.0
28-Feb-2015,32,20.8,21.6,30.8,26,21,24.2,23.4,0.0,0.0,SE,4.0
01-Mar-2015,32.8,20.4,23,31.6,27.4,22.6,25.4,24.4,0.0,0.0,NE,4.0
02-Mar-2015,30.6,19.8,22.2,28.8,24.4,20,24.2,23.8,0.0,0.0,NE,2.0
03-Mar-2015,32.6,20.8,23.4,31.6,27.8,22.4,25,24.2,0.0,0.0,NE,4.0
04-Mar-2015,32.2,20.6,21.8,31.2,25.6,21.2,25.4,23.6,0.0,0.0,NE,4.0
05-Mar-2015,31.6,21.8,23.6,31,25.2,22.2,25.2,23.4,0.0,0.0,NE,6.0
06-Mar-2015,31.4,21.2,21.6,26.6,23.6,21,24.6,22.6,0.0,12.7,C,
07-Mar-2015,29.8,21.4,22,27,24.4,21.6,24.4,23.8,0.0,0.0,C,
08-Mar-2015,29.2,21.8,22.2,26.4,24.8,21.6,24.2,23.4,2.8,0.0,SE,2.0
09-Mar-2015,31.2,21.6,22.2,30.4,26.8,21.8,25.4,24.0,0.0,0.0,NE,4.0
10-Mar-2015,29.4,22.6,22.8,26.6,25.4,22.4,23.6,23.2,4.3,8.5,C,
11-Mar-2015,29.2,22.2,22.6,26.4,23.8,22.2,24,23.0,24.0,1.0,C,
12-Mar-2015,30.4,21.6,21.8,28.2,24.2,21.4,24.2,22.6,0.0,0.0,C,
13-Mar-2015,29.8,20.8,22.4,27.4,23.2,21.6,24,22.0,10.6,12.6,C,
14-Mar-2015,31.8,20.6,22.8,30.6,25.2,22,25.4,23.4,0.0,0.0,NE,4.0
15-Mar-2015,32.6,22,22.4,29.4,26.8,21.8,25,23.8,0.0,0.0,NE,4.0
16-Mar-2015,31,21.8,23.2,27.6,25.6,22.2,24.8,23.6,0.0,0.0,NE,2.0
17-Mar-2015,32.8,20.6,22.2,30.6,24.4,21.4,25.4,23.4,0.0,10.4,NE,4.0
18-Mar-2015,31.6,21.6,22.6,30.2,22.8,22,25,21.4,0.0,49.5,NE,4.0
19-Mar-2015,24.4,21.4,22.2,22.8,22,22,21.6,21.0,4.5,7.0,NE,4.0
20-Mar-2015,28.4,20,20.4,27.4,24.6,20,23.4,23.4,0.0,0.0,C,
21-Mar-2015,28.6,21.2,21.8,27.2,22.2,21.4,24,21.0,0.0,4.2,NE,2.0
22-Mar-2015,31,20.2,20.6,30,22.6,20.4,25.2,21.6,6.0,2.4,NE,2.0
23-Mar-2015,30.6,20,20.4,28.2,23.4,20.2,24.2,22.4,0.0,3.2,C,
24-Mar-2015,29.8,20.4,20.8,27.2,23.6,20.6,23.4,22.8,0.0,1.2,C,
25-Mar-2015,30,18,19.8,29.4,24.6,19.2,24.4,23.4,0.0,0.0,NE,4.0
26-Mar-2015,31.8,20.8,21.4,30,25.2,20.6,25.2,23.6,5.2,0.0,NE,4.0
27-Mar-2015,30.6,20.6,22.2,27.6,24.4,21.2,23.6,23.0,0.0,6.5,SE,4.0
