Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
31-Mar-2014,14.2,5.8,7,13,8.6,5.8,11.4,7.8,0.0,0.0,NE,4.0
01-Ene-2015,14.6,6,7,12.8,9,6,10.4,8.0,0.0,0.0,NE,4.0
02-Ene-2015,11.4,6.2,7,10,8,6.2,9.2,7.2,14.2,0.8,NE,2.0
03-Ene-2015,12.2,7,8,10.6,7.8,7,9.8,7.0,0.0,1.1,NW,2.0
04-Ene-2015,10.2,5.6,6.8,8.8,7.8,5.8,7.8,7.0,0.0,2.7,NW,2.0
05-Ene-2015,11,5.2,6.6,9.2,7.8,5.4,8.6,7.0,0.0,2.5,NW,2.0
06-Ene-2015,13.4,6,6.6,12,8.8,5.4,11.2,8.0,1.5,0.9,NE,2.0
07-Ene-2015,11.8,6,7,10,8.6,6,9.2,8.0,0.3,0.4,NW,2.0
08-Ene-2015,13.4,7,7.4,11,7.8,6.6,10.2,7.0,4.6,0.4,NE,2.0
09-Ene-2015,12,6.8,7,10.6,7.6,6.4,9.2,7.0,0.4,0.0,NW,2.0
10-Ene-2015,13.2,6,7,12,7.2,6,11.2,6.2,7.3,4.5,NW,2.0
11-Ene-2015,12.4,6.6,8,10.8,7,6.8,9.8,6.2,1.5,0.7,NW,2.0
12-Ene-2015,11,6,7,10.2,6.8,6.2,9.4,6.0,6.7,9.0,C,
13-Ene-2015,11.2,6.2,6.2,10,6.8,5.6,9.2,6.0,0.7,0.2,NW,2.0
14-Ene-2015,14.2,4.6,5.2,12.8,8.8,4.4,11,8.0,0.3,0.0,NW,2.0
15-Ene-2015,14.6,3.4,4,13,9,3.2,10.8,8.0,0.0,0.0,NE,4.0
16-Ene-2015,10.2,5.4,7,8.8,7.2,5.8,7.8,6.0,0.3,2.2,NW,2.0
17-Ene-2015,11,6.6,7.2,9.8,8,6.4,8.8,7.0,0.0,4.6,NW,2.0
18-Ene-2015,12.8,6.4,7,11.2,8.6,6.2,10,7.8,3.6,0.0,NW,2.0
19-Ene-2015,13.2,5.4,6.8,12,7.8,5.6,10.6,7.0,3.4,3.4,NW,2.0
20-Ene-2015,10,6,6,8,7,5.4,7.4,6.2,1.4,6.2,NW,2.0
21-Ene-2015,11,5.4,5.4,10,7,4.6,9.2,6.2,1.0,1.6,NW,2.0
22-Ene-2015,12.4,4.8,5,10,8,4.2,9.2,7.0,0.6,0.7,NW,2.0
23-Ene-2015,12.6,4.6,5.4,10.2,8.2,4.6,9,7.0,0.0,1.5,NE,2.0
24-Ene-2015,11.8,5.8,6,10.2,7.8,5.4,9.4,7.0,3.9,1.0,NW,2.0
25-Ene-2015,13.2,5.6,6,12,7,5.4,10.6,6.2,1.5,7.7,NW,2.0
26-Ene-2015,11.2,5.4,6.8,10,7,5.6,9,6.2,0.0,7.6,NW,4.0
27-Ene-2015,14,4.2,6,12.2,7,4.8,10.8,6.0,0.0,5.3,NE,4.0
28-Ene-2015,11.4,6.4,7,9.8,8.2,6.2,8.8,7.2,0.0,0.7,NW,2.0
29-Ene-2015,13,7,8,11,8.4,7,10,7.2,0.0,3.4,NW,2.0
30-Ene-2015,10,7,7.2,7.8,6.4,6.4,7,5.6,8.4,4.7,NW,2.0
31-Ene-2015,10.2,6.6,8,9,7.6,6.8,8.2,6.6,0.0,2.1,NE,2.0
01-Feb-2015,10.4,5.6,7,9.8,7.6,6,8.8,7.0,9.1,1.9,NW,4.0
02-Feb-2015,12.4,3.8,5.8,10.2,7.8,4.2,9.2,6.8,0.0,0.0,NE,2.0
03-Feb-2015,14.4,3.2,3.4,12.2,9,2.6,10.4,8.2,2.0,0.0,NE,4.0
04-Feb-2015,14.8,4.2,6,13,9.2,4.8,11.4,8.2,0.0,0.0,NE,4.0
05-Feb-2015,16.2,4.6,5.2,14.4,10,4.4,12.2,9.2,0.0,0.0,NE,4.0
06-Feb-2015,14.6,5.4,7.8,13,9,6.2,11.2,8.0,0.5,0.0,NW,2.0
07-Feb-2015,11.4,6.4,6.6,8.8,7,5.8,7.6,6.0,5.6,1.5,NE,2.0
08-Feb-2015,12.4,6.2,7,10.8,8.2,6,9.4,7.0,0.0,0.0,NE,4.0
09-Feb-2015,12,5.4,6.2,10.6,8.8,5.4,9,8.0,8.4,0.0,NW,2.0
10-Feb-2015,10.8,6.4,7.2,9,8.2,6.2,8.2,7.0,1.4,3.6,NW,2.0
11-Feb-2015,13.8,6.6,7.8,12,9,6.4,10.2,8.2,8.7,0.0,NE,4.0
12-Feb-2015,13.4,6.2,7,11,8.8,6.2,10.2,7.6,0.0,0.0,NE,2.0
13-Feb-2015,14,7,8,13,8,7.2,11.4,7.2,0.0,0.9,NE,4.0
14-Feb-2015,13.2,7.2,8.8,12,9,7.4,10.2,7.8,0.0,0.0,NE,4.0
15-Feb-2015,13.6,6.8,9.4,11,9.4,8,9.8,8.2,2.7,0.0,NE,2.0
16-Feb-2015,16.6,7,8.8,15.2,11,7.2,13.4,10.2,0.0,0.0,NE,4.0
17-Feb-2015,12.6,6.2,7.8,11,8,6.4,9.6,7.0,3.2,6.0,NE,2.0
18-Feb-2015,12.4,4.6,4.8,11,8.4,3.8,9.8,7.2,0.0,0.0,NE,4.0
19-Feb-2015,15.8,6.8,8,13.2,9.8,7,11.6,9.0,0.0,0.0,NE,2.0
20-Feb-2015,12,5,6,10,8,5.2,8.8,7.2,0.5,0.0,NE,4.0
21-Feb-2015,11.8,6.2,7.2,10.2,8,6,9,7.2,0.0,3.2,NW,2.0
22-Feb-2015,11,6.4,7.2,10.8,8.8,6.2,9,8.0,0.9,1.5,NE,4.0
23-Feb-2015,11.8,6,7.8,9,7.6,6.2,8.2,6.8,0.0,5.8,NW,2.0
24-Feb-2015,12.8,6.2,7,11,9,6.2,10,8.2,3.5,3.0,NW,2.0
25-Feb-2015,13.6,5.8,6.6,12.4,8,5.8,10.2,7.0,3.7,3.9,NE,2.0
26-Feb-2015,14.6,6,6.2,12.8,8.8,5.6,10.6,8.0,8.0,0.0,NE,2.0
27-Feb-2015,13.6,6.4,8,11.2,7,6.8,10,6.2,3.2,3.9,NE,4.0
28-Feb-2015,13.4,4.4,6,11.4,7.8,5,9.6,7.0,0.0,2.9,SW,4.0
01-Mar-2015,12.6,7.8,9,11.2,6.4,8,9.8,5.6,0.4,7.0,NE,2.0
02-Mar-2015,14.4,7.2,8.8,12,7,7.4,10.2,6.2,0.0,0.0,NE,4.0
03-Mar-2015,15.4,4,4.6,12.4,8,3.8,10.6,7.0,0.4,0.4,NE,4.0
04-Mar-2015,12.8,6.2,7,10.2,8,6.2,9.6,7.2,2.2,0.0,NW,2.0
05-Mar-2015,12.6,4.4,6.8,10,7.2,5.4,9.2,6.4,17.0,0.0,NE,2.0
06-Mar-2015,12.4,6.8,7,11,7.6,6.4,9.6,6.4,2.0,5.5,NW,2.0
07-Mar-2015,13.4,6,7,10.2,6.8,6.2,9,6.0,1.2,1.4,NE,4.0
08-Mar-2015,14,5.4,5.8,12,6.4,5.2,10.4,7.6,0.0,0.8,NE,4.0
09-Mar-2015,14.2,6,6.4,12.4,8.8,5.4,10.6,8.0,2.7,0.0,NW,2.0
10-Mar-2015,14.4,6,7,12.2,9,6,10.4,8.2,1.3,0.0,NE,2.0
11-Mar-2015,14.8,6.6,8,13,10,6.8,11.2,9.2,3.5,0.0,NE,4.0
12-Mar-2015,12.6,5.2,5.4,11,8.8,5,9.2,8.0,0.0,0.5,NE,2.0
13-Mar-2015,16,6.8,8,14.6,9.4,7,12.2,8.2,0.0,0.0,NE,4.0
14-Mar-2015,12.2,7.6,8.8,10,7,7.4,9,6.2,0.0,1.5,NW,2.0
15-Mar-2015,14.6,5.6,7.8,13,9,6.4,11.6,8.2,0.0,4.7,NE,4.0
16-Mar-2015,13.4,6,6.4,12,8,5.6,10.4,7.0,7.0,0.0,NE,4.0
17-Mar-2015,13.6,5.6,6,12,8,5.4,10.2,7.2,0.0,4.7,NW,2.0
18-Mar-2015,12.4,5.8,7,11,8,6,9.8,7.2,1.8,0.0,NW,2.0
19-Mar-2015,12.4,5.8,6.2,10,7.2,5.4,9.2,6.4,0.0,0.6,NE,4.0
20-Mar-2015,12.2,4.6,6.8,12,8,5.4,10.4,7.4,0.0,4.0,NE,4.0
21-Mar-2015,13.4,5.6,6.4,10.4,7.8,5.4,9,7.0,2.5,0.3,NW,2.0
22-Mar-2015,11,5.2,6,10.6,7.6,5,9,6.6,4.7,0.0,NW,2.0
23-Mar-2015,13,3.8,4.2,11.2,7.2,3.4,9.8,6.2,0.0,0.0,N,4.0
24-Mar-2015,13.2,3,3.8,11.6,7,3,9.6,6.2,0.0,0.0,NE,4.0
25-Mar-2015,12.6,5.4,7,11,7.2,5.8,9.8,6.4,0.0,0.0,NE,4.0
26-Mar-2015,11.8,6.8,7.2,10,8,6.4,9,7.2,0.0,0.7,NE,4.0
27-Mar-2015,12.4,7,8.2,11,6.2,7,10,5.4,3.5,1.7,NE,2.0
28-Mar-2015,14.6,4.4,5.4,11.8,6.8,4.6,10,6.0,0.0,0.0,NE,4.0
29-Mar-2015,14.4,4.6,5,12,8.6,4.4,10.2,7.4,0.0,0.0,NE,2.0
30-Mar-2015,11,5.2,6.8,8.4,5.2,5.4,7,4.0,0.6,3.6,NW,2.0
31-Mar-2015,12.8,4.8,5.2,10,5,4.4,8.8,4.4,0.0,0.3,NW,2.0
01-Ene-2016,15,5,6.2,13.2,10.6,5,11.6,9.8,0.0,0.0,NE,4.0
02-Ene-2016,15.6,6.8,8.2,15,8,6.6,13.6,7.2,0.0,7.8,NE,4.0
03-Ene-2016,14.2,5.2,7.2,12.2,9.6,7.2,12.2,9.6,0.0,2.5,NE,4.0
04-Ene-2016,15.2,4.8,8.8,13.2,9.6,6.8,11.6,8.4,0.0,0.0,NE,4.0
05-Ene-2016,15,5.4,6.8,13.2,8.6,5.6,11.4,7.8,0.0,0.0,NW,2.0
06-Ene-2016,15,5.2,6,13.2,9,5.2,11.4,8.2,0.0,0.0,NE,2.0
07-Ene-2016,14.6,5.6,7.2,12.8,7,5.8,10.6,6.0,1.2,7.4,NE,2.0
08-Ene-2016,15.2,6.4,8,14,9,6.8,12.4,8.2,0.0,1.9,NE,4.0
09-Ene-2016,13.2,7.4,10,11.2,10,8.4,10.4,8.8,0.0,3.1,NE,4.0
10-Ene-2016,13.4,7.8,9,12,10,8,10.2,9.0,0.0,2.3,NW,2.0
11-Ene-2016,15.6,6.6,9,15.4,12.6,7.8,13.2,11.4,11.9,0.0,NE,4.0
12-Ene-2016,15.6,8.4,11.2,15.4,12.6,9.6,13.2,10.8,0.0,0.2,NW,2.0
13-Ene-2016,13,8,9,9.2,9,7.8,8.6,8.0,2.0,3.3,NE,2.0
14-Ene-2016,15.4,6.8,8.8,13.2,10,7.4,11.6,9.2,0.0,0.2,NE,2.0
15-Ene-2016,15.4,8.2,9,14.2,10,8.2,12.4,9.0,0.0,6.7,NW,2.0
16-Ene-2016,13.6,6.6,8,12,10.2,6.8,10.6,9.2,0.0,0.8,NW,2.0
17-Ene-2016,15.2,7.2,7.6,13.8,10.4,6.8,11.4,9.4,12.4,3.7,NE,2.0
18-Ene-2016,13.8,7.6,9,13.2,10,7.8,11.6,9.0,2.9,0.3,NE,2.0
19-Ene-2016,12.6,4.6,5.4,10,9,4.4,8.6,8.0,13.0,0.0,NE,4.0
20-Ene-2016,14.8,6.8,8,12.4,8.8,6.8,10.6,7.6,0.0,0.0,NE,4.0
21-Ene-2016,13.6,7,8,12,9.8,7.2,10.4,9.0,0.0,0.0,NE,2.0
22-Ene-2016,15.8,4.6,6.8,15,10.6,5.2,13.4,9.4,0.0,0.0,NE,6.0
23-Ene-2016,16.8,5.2,6,16,12,5.2,14.2,10.8,0.0,0.0,NE,6.0
24-Ene-2016,17.2,5.6,7,16.8,12.2,5.8,14.6,11.2,0.0,0.0,NE,6.0
25-Ene-2016,19.8,8.4,11.8,19.2,14,9.6,17.4,12.8,0.0,0.0,NE,6.0
26-Ene-2016,13.6,6.6,8,10,12,6.8,9,9.8,0.0,9.2,NW,2.0
27-Ene-2016,17.4,5.2,6,15.8,11,5.2,13.6,10.0,0.0,0.0,NE,4.0
28-Ene-2016,14.4,6.8,9.4,13,11,8,11.2,9.8,0.3,0.0,NE,2.0
29-Ene-2016,15.2,6.6,8,14.8,10,6.6,12.6,9.0,0.0,0.3,NE,4.0
30-Ene-2016,12.8,6.2,8.8,10,9,7.4,8.8,7.8,0.0,1.7,NE,2.0
31-Ene-2016,11.8,6.2,7.2,10,8.2,6,8.6,7.0,0.0,1.6,NW,2.0
01-Feb-2016,10,6.4,6.8,7.2,4.2,5.8,6.6,3.4,5.0,0.5,NW,2.0
02-Feb-2016,13.4,6,6.4,9,5,5.6,8.4,4.2,0.0,0.0,NE,2.0
03-Feb-2016,12.8,6.4,6.6,9.8,5.2,5.2,9,4.4,13.2,2.7,NW,2.0
04-Feb-2016,15.6,5.4,5.6,11,5,4.8,9.6,4.2,3.0,1.7,NE,4.0
05-Feb-2016,12.8,5.2,5.4,10,5.2,4.6,9.2,4.4,0.0,1.8,NE,4.0
06-Feb-2016,13.6,6.6,6.8,8.2,5.2,6,7.6,4.2,0.0,7.2,NW,2.0
07-Feb-2016,10.6,7.4,7.8,10,5.8,6.8,9.2,4.6,2.1,1.2,NE,2.0
08-Feb-2016,11.2,4.8,5,8.8,6,4.4,7.2,5.2,0.0,1.2,NE,2.0
09-Feb-2016,13.6,6.8,8,12,9.6,7,10,8.4,0.0,0.2,NE,4.0
10-Feb-2016,12.8,6.8,8,12,9,6.8,10.4,8.0,0.2,0.0,NW,2.0
11-Feb-2016,15,7.6,8,13,9.8,7.2,11.4,9.0,0.0,0.0,NE,4.0
12-Feb-2016,16.1,5.2,6.8,13.8,10,5.4,11.6,9.2,0.0,0.0,NE,4.0
13-Feb-2016,17.6,4.8,6,16,11,5,14.6,10.2,0.0,0.0,NE,4.0
14-Feb-2016,15.8,5.8,8.2,14.6,10.8,7,13,9.8,0.0,0.7,NE,4.0
15-Feb-2016,19.6,5.4,7,18.6,14.8,5.8,16.8,14.0,0.0,0.0,NE,6.0
16-Feb-2016,17.6,7.6,9.2,16,13,8,14.8,12.2,0.0,0.0,NE,4.0
17-Feb-2016,16.2,8.8,10,14,11,8.8,13,10.2,10.5,0.0,NE,6.0
18-Feb-2016,15.8,7.8,8.4,15,10,7.6,13.8,9.0,0.0,2.2,NE,8.0
19-Feb-2016,16.2,6.6,7.8,14,11,6.8,12.6,10.0,0.0,0.3,NE,4.0
20-Feb-2016,13.2,7.4,8.2,12,9,7.4,10.8,8.2,0.0,4.1,NW,2.0
21-Feb-2016,13.8,6,7,12,10,6,11.2,9.2,0.0,1.2,NE,4.0
22-Feb-2016,15.2,6.8,9,14.4,12.8,7.6,12.8,11.0,0.6,3.0,NE,4.0
23-Feb-2016,13.8,8,9.8,13,10,7.8,11.6,9.2,2.3,0.2,NE,2.0
24-Feb-2016,13.2,8.2,9.2,12,12.2,8.2,10.4,11.0,0.4,4.1,NE,2.0
25-Feb-2016,12.2,8.2,10,11.6,10.8,8.8,10.2,9.8,0.9,4.8,NE,2.0
26-Feb-2016,14.4,7.6,9,12.8,10,7.8,11,9.2,2.8,0.0,NW,4.0
27-Feb-2016,11.6,8.6,9,8.8,7.8,8.4,8,7.0,0.2,1.6,NE,4.0
28-Feb-2016,14.6,5.6,7,11.2,10,5.8,10,9.2,0.0,3.3,NE,2.0
29-Feb-2016,14.8,7,8.2,14,9.6,7,12.8,8.4,0.0,3.2,NW,2.0
01-Mar-2016,,,,,,,11,7.0,0.0,0.0,,
02-Mar-2016,,,,,7,,,,0.0,,,
03-Mar-2016,,,,,10,,14,,0.0,0.0,,
04-Mar-2016,,,,,,6,14,,0.0,0.0,,
05-Mar-2016,,,8,,,,9,6.0,,0.0,,
06-Mar-2016,,4,,13,,4,,,0.0,,,
07-Mar-2016,,,,14,,,,9.0,0.0,0.0,,
08-Mar-2016,,,,,,,,,0.0,0.0,,
09-Mar-2016,16,,,,,8,,,0.0,0.0,,
10-Mar-2016,12,7,,,,,,6.0,0.0,4.0,,
11-Mar-2016,,,8,,,,,,0.0,0.0,,
12-Mar-2016,14,7,,,,,,8.0,0.0,0.0,,
13-Mar-2016,,,,12,,,,,,0.0,,
14-Mar-2016,,,,,,,,8.0,0.0,0.0,,
15-Mar-2016,16,5,,,,,,,0.0,0.0,,
16-Mar-2016,,,5,,,,,9.0,0.0,0.0,,
17-Mar-2016,,,6,,,,,8.0,0.0,0.0,,
18-Mar-2016,,,,15,,,,,0.0,0.0,,
19-Mar-2016,,,,,,,9,,0.0,,,
20-Mar-2016,14,,,,,6,,,0.0,0.0,,
21-Mar-2016,16,,,,,,,9.0,0.0,0.0,,
22-Mar-2016,,,,,10,,,,0.0,,,
23-Mar-2016,14,,,,,,,8.0,0.0,,,
24-Mar-2016,,,,,,,,9.0,,0.0,,
25-Mar-2016,,7,,,,,,7.0,0.0,0.0,,
26-Mar-2016,14,,9,,,,,,,0.0,,
27-Mar-2016,13,,,,,,,7.0,0.0,0.0,,
28-Mar-2016,,,,,,,,,0.0,0.0,,
29-Mar-2016,,,6,,,,10,7.0,0.0,0.0,,
30-Mar-2016,,5,,14,,,,9.0,0.0,0.0,,
31-Mar-2016,,,6,,,,,,0.0,0.0,,
