Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
14-Ene-2015,21.5,8.6,12.2,22.4,15.6,10.4,20.6,14.2,0.0,0.0,S,6.0
15-Ene-2015,24.2,9.6,14.6,23.8,14.6,12.8,22.2,13.2,0.0,0.0,S,4.0
16-Ene-2015,24.5,9.5,14.2,24.2,14.8,12.6,22.4,13.2,0.0,0.0,S,4.0
17-Ene-2015,23.6,8.6,13.4,22.2,14.2,11.8,20.6,13.8,0.0,0.0,E,6.0
18-Ene-2015,21.8,9.2,13.6,19.8,13.8,12.8,18.6,12.6,0.0,0.0,S,4.0
19-Ene-2015,22.8,10.6,15.2,22.8,13.2,13.6,20.4,12.4,0.0,0.0,S,4.0
20-Ene-2015,23.6,9.8,14.2,21.6,13.6,12.4,19.8,12.6,0.8,0.0,S,4.0
21-Ene-2015,23.9,10.4,13.8,14.8,12.8,12.4,13.2,11.4,0.6,0.0,E,8.0
22-Ene-2015,22.5,8.8,13.2,21.8,12.6,11.4,18.4,11.2,0.8,0.0,S,4.0
23-Ene-2015,21.6,9.8,13.1,15.4,11.8,10.8,14.2,10.4,0.6,0.0,S,6.0
24-Ene-2015,22.8,10.2,12.8,16.8,11.4,10.4,15.2,9.6,0.0,0.0,E,6.0
25-Ene-2015,23.2,9.2,12.4,17.6,11.8,11.2,15.8,10.2,0.0,0.0,S,4.0
26-Ene-2015,24.6,10.2,13.6,19.5,12.4,12,16.3,11.4,0.0,0.0,S,2.0
27-Ene-2015,21.8,9.2,12.8,20.2,13.2,10.4,17.4,10.8,1.5,0.0,E,4.0
28-Ene-2015,17.8,10.2,10.8,16,12.8,10.2,15.4,12.2,0.0,2.2,S,2.0
29-Ene-2015,19.2,9.8,11.2,18,13.4,10.8,15.2,13.0,3.5,0.0,S,2.0
30-Ene-2015,18.8,9.2,12.2,18.2,13.6,9.4,16,13.2,2.4,0.0,S,2.0
31-Ene-2015,22.8,10.5,12.8,21.6,14.6,12,18.6,14.0,2.7,0.0,S,2.0
01-Feb-2015,19.5,11.2,11.8,14.3,10.8,11.6,13.8,10.6,0.0,5.2,N,2.0
02-Feb-2015,18.5,10.4,10.2,13.4,11.6,10,13,10.8,4.5,5.5,N,1.0
03-Feb-2015,16.5,9.5,12.5,10.8,13.2,11.9,10.2,12.6,3.2,0.0,E,1.0
04-Feb-2015,17.6,10.5,11.2,15.6,12.6,10.6,14.8,12.2,4.7,0.0,N,3.0
