Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
27-Ene-2014,20,15,15.2,19,15.6,15,17,15.6,0.0,9.0,N,2.0
28-Ene-2014,21.4,15.4,15.8,19.8,15.8,14.2,16,14.8,0.0,0.0,C,
29-Ene-2014,21.4,14,15.4,17.4,15.6,14.6,16,14.6,0.0,0.7,C,
30-Ene-2014,21.2,13.5,15.2,19.2,16,14.6,16.2,15.8,0.0,0.0,C,
31-Ene-2014,19,14.8,15.4,17.8,16.4,14.8,16.2,15.6,1.9,1.2,C,
01-Feb-2014,18,14.5,15,16.4,15.8,14.6,15.4,15.2,2.2,0.8,NE,8.0
02-Feb-2014,19.8,14.2,15,19,15.8,14.4,16,15.2,0.0,0.0,C,
03-Feb-2014,23.4,13.8,14.8,22.2,17.4,14.2,17.6,15.6,0.0,0.0,NE,6.0
04-Feb-2014,20.4,15,16,19.8,16.8,15.4,17.8,15.6,0.7,9.7,SE,2.0
05-Feb-2014,20.2,14,15,19.4,17.8,13.6,16.8,17.0,0.0,0.0,NE,8.0
06-Feb-2014,20.4,14.2,15,20,16.6,14.6,17.2,14.6,0.0,0.0,C,
07-Feb-2014,20.6,14.4,14.8,19.2,16.4,14.4,17.4,15.4,7.9,3.0,C,
08-Feb-2014,17,13,14.2,15.8,15.8,13.8,14.8,15.0,10.1,15.3,NE,2.0
09-Feb-2014,19,13.4,14,17.8,16.2,13.4,16.2,15.8,3.1,0.2,SE,4.0
10-Feb-2014,18.2,13.5,14.8,18.2,16,14.6,16.2,15.6,0.0,5.0,C,
11-Feb-2014,18.4,14.2,15,18.2,15.4,14.4,16,14.8,2.6,4.2,C,
12-Feb-2014,18,14.4,15,17.8,15.6,14.8,16.4,15.0,0.0,10.0,C,
13-Feb-2014,23.4,13,14.6,20.4,16.8,14,17,15.4,0.0,0.0,NE,8.0
14-Feb-2014,20.4,15,15.8,19.2,17.2,14.8,17.6,16.2,0.0,18.8,C,
15-Feb-2014,17.8,14.6,15.2,16.4,15.8,14.8,15.8,15.4,5.2,8.6,SW,4.0
16-Feb-2014,17.8,13.5,14,17.6,15,13.6,14.8,13.8,31.5,0.0,E,4.0
17-Feb-2014,19.4,14,14.6,18.8,15,14,17.6,14.2,0.0,0.0,C,
18-Feb-2014,21.4,14,15.2,20,16.2,14,17.6,15.4,0.0,3.3,SW,4.0
19-Feb-2014,21.6,15,15.6,19.4,16.6,15.4,17.8,16.0,0.5,1.0,SW,2.0
20-Feb-2014,20.8,15.2,15.8,20,16.4,15.4,17.8,16.0,0.0,2.7,C,
21-Feb-2014,19,15.2,15.6,17.8,16.4,15.4,16.2,15.0,0.3,0.9,NE,8.0
22-Feb-2014,19.4,14,14.8,17,16.8,14.4,16.4,16.2,0.0,2.3,C,
23-Feb-2014,20.2,14.5,15.6,19.4,16,15.2,17,15.6,0.0,0.0,C,
24-Feb-2014,19,14.4,15,16.8,16.2,14.2,16.2,15.6,19.8,0.3,C,
25-Feb-2014,21.2,14.6,15.4,20.4,17,14.8,17.2,16.0,0.0,0.0,C,
26-Feb-2014,22.2,14,15,20.8,17.2,14.4,17.6,16.0,0.0,0.0,C,
27-Feb-2014,20.4,14.8,15,19.8,17.4,14.8,17.6,16.8,4.8,0.9,C,
28-Feb-2014,22.6,14.2,15.6,21.4,17.8,15.2,18.2,16.8,0.0,0.0,SW,8.0
01-Mar-2014,19.2,14.6,15.2,18,16.6,15,17,16.2,18.4,2.2,C,
02-Mar-2014,21.4,14.4,15.2,20.6,15.4,15,17.2,15.0,0.0,48.2,C,
03-Mar-2014,20.8,13.8,15.4,20.4,15.8,13.8,17.8,14.8,3.3,4.3,NE,4.0
04-Mar-2014,18.8,14,15,18,16.2,14,15.8,15.2,0.0,26.8,NE,8.0
05-Mar-2014,17.8,14.4,14.8,16.4,15.4,14.6,15.6,15.0,15.3,4.6,C,
06-Mar-2014,20.2,14,15,16.8,15,14.8,16,14.8,1.8,0.0,C,
07-Mar-2014,21.6,14,14.8,19.6,16.8,14.4,17,14.6,0.0,0.0,C,
08-Mar-2014,20,13.4,15.6,19.8,16.6,15,13.4,16.4,0.0,14.0,E,4.0
09-Mar-2014,17,14.4,15,15.4,16.8,15,15.2,16.0,2.9,0.0,C,
10-Mar-2014,22.4,14.2,15.4,21,16.4,14.8,17.2,15.0,0.0,22.9,C,
11-Mar-2014,23.4,12.8,14,20.8,18.2,13.6,18,16.0,0.3,2.8,C,
12-Mar-2014,18.4,15,15.6,17.4,16.6,15.2,16.8,16.4,1.6,8.9,C,
13-Mar-2014,19.6,14.6,15.6,18.8,16.2,15.2,16.6,15.4,0.0,2.6,C,
14-Mar-2014,20.4,14.4,15.2,19,17.6,14.6,17,16.6,18.2,0.5,NE,2.0
15-Mar-2014,21.2,13.8,14.8,19.8,16.6,14.2,18.2,15.8,0.6,1.3,C,
16-Mar-2014,19.2,14.2,15.6,18,15.8,14.8,16.8,14.8,35.7,7.1,C,
17-Mar-2014,18.8,14.5,14.8,17.6,15.2,14.6,15.8,14.4,11.4,5.5,SE,2.0
18-Mar-2014,17,14.2,14.8,16.8,15.6,14.6,15.4,15.0,2.9,17.7,C,
19-Mar-2014,18,13.8,15,17.2,15.6,14.2,16,14.4,11.2,1.6,C,
20-Mar-2014,20.4,14,14.6,20.2,16,14,18,14.8,2.6,0.0,SW,2.0
21-Mar-2014,18.6,14.4,15,17.8,15.8,14.2,16,15.4,0.4,1.9,C,
22-Mar-2014,19.4,14.2,14.8,18,16.6,14.6,16,16.0,5.0,2.5,C,
23-Mar-2014,19.6,14.5,15.6,18.8,16.2,15,16,15.4,5.3,0.8,C,
24-Mar-2014,20.2,14.8,15.4,19.2,15.6,14.8,16.8,15.0,0.0,0.0,C,
25-Mar-2014,20.4,14.8,15.2,19.4,16.8,15,17.6,16.0,10.0,0.0,C,
26-Mar-2014,19.8,14,14.6,19,15.8,14.2,17.6,15.4,58.7,1.2,C,
27-Mar-2014,15.8,13.5,15.2,15.8,13.8,14.4,14.6,13.4,3.5,27.1,C,
28-Mar-2014,19.2,12.4,14,17.8,16.2,13.6,16.8,15.0,0.2,0.0,N,2.0
29-Mar-2014,21,12,12.8,20.4,16.6,12.2,17.6,15.8,0.0,0.0,SW,4.0
30-Mar-2014,21.8,13.6,14,20,17,13.6,17.4,14.8,0.0,4.4,C,
31-Mar-2014,23,12.2,13,22.2,17.2,12,17.2,15.2,0.0,0.0,SE,6.0
01-Ene-2015,19.6,13.5,15.4,19.4,16,14.8,16.4,14.8,6.6,2.2,S,2.0
02-Ene-2015,19.8,11,12.4,17,14,11.8,16,13.2,20.2,1.1,C,
03-Ene-2015,20,12,13.2,17,15.2,12.8,15,14.0,6.5,2.4,SE,2.0
04-Ene-2015,18,12,13,15,16,11.6,14.2,15.2,3.6,2.2,C,
05-Ene-2015,20,12.2,13.8,18.8,14.2,12.6,15.8,13.0,10.0,1.8,C,
06-Ene-2015,17.4,12.6,13.6,16.8,14.8,12.8,14.4,13.8,3.0,0.0,NE,6.0
07-Ene-2015,16.6,11.4,12.8,16,14.8,11.4,14.4,12.8,3.8,0.0,C,
08-Ene-2015,18.6,12.4,13.6,18,15.2,13.4,15.6,14.0,0.0,0.0,C,
09-Ene-2015,18.2,13.4,14.6,18,15,13.8,16.8,14.4,0.0,0.8,C,
10-Ene-2015,18.2,13.4,14.6,17,15.4,14,15.2,14.6,2.0,0.4,NE,10.0
11-Ene-2015,18.4,13.4,14.4,15.4,15,14.2,14.6,14.8,1.8,0.0,SE,12.0
12-Ene-2015,20.2,13.8,14.8,18,17.4,14.6,16.8,16.4,1.6,0.0,C,
13-Ene-2015,19.8,14,15,17.2,16.4,14.4,15.4,15.8,2.2,23.2,C,
14-Ene-2015,22.2,12.8,14.8,21,16.2,13.8,17.6,15.0,0.0,0.0,NE,8.0
15-Ene-2015,22.4,14.6,15.2,20.6,16.2,15,17,15.0,3.6,0.0,C,
16-Ene-2015,23.4,14.8,15.2,22,18,15,17.6,17.0,0.0,0.0,NE,4.0
17-Ene-2015,21.2,13.4,15.4,21.2,16.8,14.6,17.8,15.4,2.2,6.6,C,
18-Ene-2015,20.2,14,15.4,18.6,15.6,14.8,17.2,15.4,11.5,18.6,E,10.0
19-Ene-2015,20.4,13,14,18.8,17.4,13.6,16.8,16.2,11.6,0.0,C,
20-Ene-2015,18,13.8,15,16.8,15.2,14.6,16,14.6,12.7,4.6,C,
21-Ene-2015,18.4,13,14.2,18,16.4,13.8,16.8,15.8,42.5,6.0,N,2.0
22-Ene-2015,20,13,14,19.4,16.2,13.8,16.8,15.4,21.5,5.8,C,
23-Ene-2015,20.4,13.4,14.4,19.6,16.2,14.2,17.8,15.4,12.0,0.0,C,
24-Ene-2015,21,13.4,14.6,19.8,17.2,14.2,17.8,16.8,27.0,2.1,C,
25-Ene-2015,20,12,13.4,18.8,15.8,12.8,16.8,14.8,61.5,8.2,SE,2.0
26-Ene-2015,20.4,14,14.8,17.8,16.6,14.8,16,15.8,2.2,2.2,C,
27-Ene-2015,20.4,14,15.6,17.2,15.6,15,16,15.0,10.0,1.3,C,
28-Ene-2015,20.4,14.4,15.4,20,16.4,15,17,15.8,7.3,0.0,C,
29-Ene-2015,18.2,13.4,15,17.4,16.4,14,15.4,15.4,19.5,0.0,N,2.0
30-Ene-2015,18.2,13.5,15.2,18,16.2,14.4,16.2,15.2,2.6,0.0,SE,2.0
31-Ene-2015,18.4,13.4,15,16.8,15.8,14.2,15.2,14.6,28.8,3.3,C,
01-Feb-2015,19,13,15.4,18.2,16,14,16.8,15.2,13.6,1.2,C,
02-Feb-2015,20,13.4,15,17,15.8,13.8,15.2,14.4,7.8,5.2,C,
03-Feb-2015,19.6,13,15,19,15.4,13.8,17,14.8,21.4,5.5,C,
04-Feb-2015,21,13.2,15,20,15.6,14,16.4,15.0,0.5,0.0,E,8.0
05-Feb-2015,21.6,13.4,15.4,18.2,16,14.6,16.4,15.6,0.0,7.5,C,
06-Feb-2015,23,14,15.6,22,17.4,14.6,17.6,16.0,0.0,0.0,C,
07-Feb-2015,23,14.5,15.8,20.8,16,15.4,18.8,15.6,8.5,0.0,S,2.0
08-Feb-2015,22.8,13.8,15.6,20,17,14.8,18.2,16.2,0.0,0.0,C,
09-Feb-2015,20.8,13.5,14.6,19,16,14.4,17.8,15.8,0.0,2.6,C,
10-Feb-2015,21.2,12.4,14,20.4,17.4,13.6,16.6,16.4,0.0,0.0,C,
11-Feb-2015,20.2,13.5,14.6,19.2,15.6,14,17,14.4,0.0,0.0,N,2.0
12-Feb-2015,19.8,13.4,15.2,18.4,17.6,14.4,16.2,16.0,0.0,0.0,NE,6.0
13-Feb-2015,20,14.4,16,19.2,16.6,15,17.4,15.4,1.0,0.0,C,
14-Feb-2015,19.2,13.5,14.6,18.4,17.2,14.4,16.2,15.8,38.0,14.4,NW,6.0
15-Feb-2015,19,13.8,14.8,18.8,15,14.6,16.8,14.8,9.7,8.3,NW,2.0
16-Feb-2015,20,13.8,15.2,19.4,17.2,14.8,16.6,16.4,0.0,0.0,NE,2.0
17-Feb-2015,22.6,14,15.6,21.2,18,14.6,17.2,16.2,0.7,0.0,NE,2.0
18-Feb-2015,22.8,14.5,16,21.6,18.4,15.6,17.8,17.0,0.0,0.0,C,
19-Feb-2015,25,14.4,15.6,24.2,19,13.2,19,14.2,0.0,0.0,C,
20-Feb-2015,23,13.8,15.6,21.2,18.4,12.4,17.6,14.8,0.0,0.0,C,
21-Feb-2015,20.8,12.8,14.6,20,16.2,14.4,18.2,15.4,0.0,0.0,SE,2.0
22-Feb-2015,16.8,13.2,14.2,14.8,14.4,14,14.2,13.4,0.0,14.0,NE,6.0
23-Feb-2015,21.4,12.8,14.6,20.2,16.4,13.8,17.6,15.8,0.0,0.0,S,8.0
24-Feb-2015,20.6,13.4,15.2,19.8,16.4,14.6,17.4,15.4,0.0,0.0,NE,6.0
25-Feb-2015,20.4,14,15,18,16.2,14.6,17,15.2,14.0,0.1,C,
26-Feb-2015,20.6,12.8,14.8,19.4,17,13.4,16,15.8,10.3,0.0,SE,4.0
27-Feb-2015,21,14.4,15.2,19,15.8,14.8,16.2,15.0,1.0,0.0,NE,4.0
28-Feb-2015,18,13.8,15,17.6,14.4,14.6,16.2,13.6,8.4,18.2,C,
01-Mar-2015,20.8,12.6,15.4,19.4,16.2,14.4,16.8,15.6,0.0,0.0,NW,6.0
02-Mar-2015,20.2,12.8,15.2,19,16,14.8,16.8,15.6,0.0,15.5,C,
03-Mar-2015,20,14.2,15.2,19.4,17.2,15,15.6,16.4,24.8,1.5,C,
04-Mar-2015,20.2,14.4,15.6,17.2,15.8,15.4,16,15.0,0.0,3.5,C,
05-Mar-2015,19.6,13.8,15.4,18.8,17.2,14.6,16.2,16.8,0.3,4.5,SW,2.0
06-Mar-2015,18.2,14.4,15.2,17,16.4,14.6,16,16.0,5.0,2.5,C,
07-Mar-2015,19.4,13.8,14.8,17.6,16,14.6,16,15.4,8.2,9.3,SE,2.0
08-Mar-2015,19,13.2,14.6,16.6,16,13.8,16,15.0,6.4,0.0,C,
09-Mar-2015,19.8,14,15.4,18.8,16.4,14.8,16.8,15.4,4.8,0.0,N,2.0
10-Mar-2015,20,14.2,15,18.6,16.4,14.4,17.2,15.4,0.0,5.1,SW,4.0
11-Mar-2015,19.6,14.4,15.8,18.8,16.4,15,16.4,15.8,17.4,4.0,C,
12-Mar-2015,19.4,14.4,15.6,18.4,17.4,15,17.2,16.6,6.3,0.6,NE,4.0
13-Mar-2015,21.4,14.4,15.4,19,17.6,15,17.6,17.2,5.6,0.3,C,
14-Mar-2015,22.8,14,15,21.8,17.6,14.6,18.8,16.6,0.0,8.2,SW,6.0
15-Mar-2015,20.8,14.2,15.6,18,16.8,15.2,16.2,16.4,3.3,6.9,SE,2.0
16-Mar-2015,20,14,15.2,19.4,16.6,14.6,16.2,15.8,10.0,0.0,NE,10.0
17-Mar-2015,21.6,14,15.2,20.6,17.2,14.8,18.8,16.4,0.0,0.4,C,
18-Mar-2015,21.8,14,15.2,20,16.2,15,16.8,15.6,42.3,34.2,C,
19-Mar-2015,18.8,13.8,15,17.8,16.2,14.8,17,15.6,0.0,6.7,C,
20-Mar-2015,19.2,14,15.4,19,15,15.2,16.6,14.6,1.1,15.2,C,
21-Mar-2015,20.8,13.2,14.2,19.8,16.4,13.4,17.6,16.0,15.5,10.9,NE,8.0
22-Mar-2015,21.8,12.8,14.2,19.6,16.2,13.2,18,15.2,27.0,0.0,S,2.0
23-Mar-2015,21.8,13,14,20.8,16.2,13.2,18.8,15.2,14.5,0.0,S,4.0
24-Mar-2015,20.4,13.8,14.8,19.6,15.8,14.4,17.6,15.6,22.2,1.0,SE,2.0
25-Mar-2015,20.6,14,15,18.4,17,14.8,17.2,15.8,11.0,1.4,C,
26-Mar-2015,20.4,13.8,14.6,19,17.2,14.4,17.8,16.4,19.2,0.0,SE,2.0
27-Mar-2015,19.2,14,15.2,17.8,15.8,14.8,16.8,15.2,36.2,23.5,C,
28-Mar-2015,20.2,13.8,14.8,19.4,15.8,14,17.6,15.0,0.0,5.8,C,
29-Mar-2015,19.4,14.4,14.8,17.8,15.6,14.4,16,14.8,53.0,7.0,S,2.0
30-Mar-2015,22,12.2,14.6,21,17.8,14,17,17.0,0.0,0.0,NE,8.0
31-Mar-2015,20.2,13.8,15.4,20,16.8,15,18.4,15.8,0.0,13.5,SW,2.0
01-Ene-2016,21.2,14.6,15.4,20,16.8,15,17,16.2,5.8,0.4,C,
02-Ene-2016,22.4,14.8,16.6,20.4,17.6,15.8,17.8,16.4,1.0,0.0,SE,2.0
03-Ene-2016,22.4,14,15.2,19.8,18.6,14.6,17.6,16.8,0.0,2.0,C,
04-Ene-2016,22.4,14,15.4,20,17,14.6,17.4,15.0,0.0,0.0,C,
05-Ene-2016,24,15,16.2,23.2,18.6,15.4,18,16.8,0.0,0.0,C,
06-Ene-2016,22.2,14.6,15.8,20.8,19,15,18.2,17.8,0.0,0.0,NE,4.0
07-Ene-2016,20.4,13.8,16.2,19.6,17,15.8,17.8,16.2,0.0,6.3,C,
08-Ene-2016,24.2,14,15.6,23,18.8,15.2,18.8,16.8,0.0,0.0,C,
09-Ene-2016,24.6,15,16.6,23.6,19,16.2,18.8,17.2,0.0,0.0,SW,2.0
10-Ene-2016,24.8,16,17.2,22.4,17.8,16.4,19.4,16.6,0.0,0.0,NE,6.0
11-Ene-2016,24,15.8,17,22,18.8,16.2,18.8,17.2,0.0,0.0,C,
12-Ene-2016,20.2,15,16,17.6,17,15.6,16,16.2,0.0,6.2,NE,10.0
13-Ene-2016,22.8,14.8,15.6,21,18.4,15,18,16.2,1.6,0.0,NE,4.0
14-Ene-2016,24,14.8,15.8,22.4,19.4,15.2,18.2,17.2,0.0,0.0,NE,6.0
15-Ene-2016,24.2,14.8,15.6,22.8,19.2,15,18,16.6,0.0,0.0,NE,10.0
16-Ene-2016,23.4,15,16,20.8,19,15.2,17,16.8,0.0,0.0,C,
17-Ene-2016,24,14.8,16.2,22.2,16.6,15.8,17,15.8,0.0,0.0,C,
18-Ene-2016,23.4,14.2,14.6,20,15,13.8,17.2,13.8,0.0,10.0,C,
19-Ene-2016,22.2,13.4,15.2,20,18.4,14,17.2,16.6,0.0,0.0,C,
20-Ene-2016,21.8,14.2,16,20.2,17.4,15.2,17.2,16.4,0.0,4.9,C,
21-Ene-2016,23.4,14,15.8,22.4,18.6,15,17.6,16.2,7.0,0.0,C,
22-Ene-2016,22.4,13.8,16.2,21.6,19,15.6,18,16.2,0.0,0.0,C,
23-Ene-2016,24.8,14,16,24.2,19.4,15.4,17.8,16.6,0.0,0.0,NE,4.0
24-Ene-2016,25.4,14.6,16.8,24.8,20,15.8,18,16.6,0.0,0.0,NE,8.0
25-Ene-2016,26.8,15,16.4,25.2,20,15.4,18,18.0,0.0,0.0,NE,6.0
26-Ene-2016,23.8,13.8,16,22.2,17.8,15.4,19.2,16.6,62.2,0.0,C,
27-Ene-2016,21.8,14.6,15.8,20,17.4,15.2,17.6,16.8,0.0,22.0,C,
28-Ene-2016,20.2,15,16,18.8,17.2,15.2,16.8,16.2,0.0,1.2,NE,4.0
29-Ene-2016,21.4,14.8,16.2,19.4,17.8,15.4,18,17.0,0.0,7.2,C,
30-Ene-2016,22.6,13.8,15.8,20.4,18.4,15,17.6,17.0,0.0,1.0,NW,2.0
31-Ene-2016,22.6,14.6,15.4,20.4,18.2,15,17,17.0,33.2,1.5,C,
01-Feb-2016,,,,,,,,,8.5,,,
01-Mar-2016,21,14.8,15.4,19.4,18.2,15,17,16.6,,1.7,C,
02-Mar-2016,21.2,14.8,15.6,20,17.8,15.2,16.8,16.8,10.8,0.0,N,2.0
03-Mar-2016,21.2,15,16.2,20.2,17.4,15.4,17,16.2,0.8,0.0,C,
04-Mar-2016,23.8,14.6,16,20.8,16.8,15,17,16.6,47.6,0.0,C,
05-Mar-2016,23.4,15.6,16.6,20.8,17.8,16,17.8,17.4,4.0,5.3,C,
06-Mar-2016,21.6,14.6,16.6,21.4,17.8,15.6,18.6,17.2,0.0,2.6,C,
07-Mar-2016,18.8,15.8,16.2,18,16,15.8,16.6,15.8,0.0,10.6,C,
08-Mar-2016,22.2,14,15.2,20.8,18.6,15,19,17.4,1.0,0.9,C,
09-Mar-2016,21,14.5,15.8,20.6,17.2,15.4,18.2,16.4,2.5,0.0,C,
10-Mar-2016,23.8,14.4,17,22.2,19.4,15.8,19.2,17.8,0.0,0.0,SE,4.0
11-Mar-2016,21.4,14.8,16.8,20.4,17.6,16.2,17.8,16.0,0.0,0.0,C,
12-Mar-2016,24,14,15.4,22.8,17.6,15.2,17.8,17.0,0.0,0.0,NW,2.0
13-Mar-2016,22.2,14.5,16,21.6,17.6,15.4,18.2,16.8,0.0,0.0,NE,10.0
14-Mar-2016,21,14.6,16.2,20,17.6,15.4,18.2,16.6,0.0,0.0,SW,2.0
15-Mar-2016,20,15.4,16.4,19,16.8,15.8,17,16.0,6.6,11.7,C,
16-Mar-2016,21.8,14.6,16.4,21.4,16.8,15.8,18.2,16.0,7.2,0.0,C,
17-Mar-2016,22.8,14.6,16.4,21.2,17.8,15.6,18.8,16.2,0.0,0.0,SW,6.0
18-Mar-2016,21.2,14,15,19.8,16.8,14.4,17,16.0,0.0,1.0,NE,4.0
19-Mar-2016,20.4,14,15.4,19,18,15.2,17,16.4,0.0,0.0,N,6.0
20-Mar-2016,22,14.6,15.6,21.2,17,15.2,18,16.2,24.8,19.3,W,2.0
21-Mar-2016,22.2,14.6,15.8,21.8,16.6,15.2,18.2,15.8,5.6,29.5,N,2.0
22-Mar-2016,20.6,14.5,15.6,19.2,17.4,14.4,17.4,15.8,1.2,0.0,C,
23-Mar-2016,21.2,14.8,15.8,20.2,17.4,14.8,16.2,16.2,0.0,0.0,NW,4.0
24-Mar-2016,23,15.4,16.4,21.2,19,15,18.2,17.0,0.0,0.0,NE,6.0
25-Mar-2016,21.8,15.2,16.4,20.2,18.2,15.4,17,17.0,1.4,0.0,C,
26-Mar-2016,22,15,16,19.8,17.2,15.2,17.6,16.0,0.0,9.0,NE,8.0
27-Mar-2016,19.4,15.2,16.4,19,16.6,15.6,16.8,16.0,2.2,1.4,C,
28-Mar-2016,22.2,15,16.4,20.6,18.2,15.2,18.2,17.2,0.0,0.0,C,
29-Mar-2016,24,15.4,16.6,23.4,17,15.8,19.4,15.8,0.0,0.0,NE,4.0
30-Mar-2016,23.8,14.8,16.2,22.6,16.4,15.2,17.8,15.4,0.0,0.0,C,
31-Mar-2016,22.8,14.6,16.4,21.6,18.2,15,17.8,17.0,0.0,0.0,NE,8.0
