Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
11-Feb-2017,14,6,8.2,13.2,9.8,7,11.4,9.0,0.0,0.5,NE,4.0
12-Feb-2017,14.2,6.8,8.2,12.6,9.9,7,10.4,8.2,3.6,0.5,NE,8.0
13-Feb-2017,11.6,6.4,8.2,9.2,6.8,6.8,8.6,6.0,2.2,4.0,NW,4.0
14-Feb-2017,12.4,4.2,4.6,10.8,7.6,3.8,10,6.8,0.0,0.0,NE,4.0
15-Feb-2017,11.8,3.4,4.6,9.4,7.6,3.6,8.8,7.0,0.0,0.0,NW,2.0
16-Feb-2017,12.4,5.6,6.4,8.4,6,5.8,7.6,5.2,0.0,5.4,NW,2.0
17-Feb-2017,12.4,5.6,6.2,10,6.4,5.4,8.8,5.6,1.5,0.0,NE,2.0
18-Feb-2017,15,5.2,6,12.6,7.6,5,10.8,6.8,0.0,0.0,NE,6.0
19-Feb-2017,10.6,6,6.6,8.6,6.8,5.8,8,6.0,0.0,6.4,NW,4.0
20-Feb-2017,10.2,6.2,6.8,9.2,6,6,8.4,5.2,4.8,5.7,NW,2.0
21-Feb-2017,10,5.2,6,9.6,7.6,5,8.8,7.0,0.0,1.7,NE,8.0
22-Feb-2017,10.2,5,6.8,9,7.6,5.4,8.2,7.0,14.8,1.0,NE,2.0
23-Feb-2017,10.6,5.4,7.4,8.4,5.4,6.8,7.8,4.8,5.8,6.7,NW,2.0
24-Feb-2017,10.2,5,6.2,9.4,5.4,5.2,8.6,4.6,1.8,3.8,NW,2.0
25-Feb-2017,10,5.6,6.4,9.8,6,5.4,8.8,5.2,7.9,1.5,NW,2.0
26-Feb-2017,12.8,5,6.2,11.4,7.2,5,9.6,6.4,3.3,3.2,NE,4.0
27-Feb-2017,10.4,4.6,7.2,9,7,5.4,8.4,6.2,1.1,3.6,NW,2.0
28-Feb-2017,10.6,6.2,7,9.2,7.8,6,8.4,7.0,4.6,6.2,NW,4.0
01-Mar-2017,10,6.2,7.2,7.4,6.8,6,6.6,6.0,2.7,6.0,NE,4.0
02-Mar-2017,12.8,5.2,7,11,8.8,5.4,10.2,8.0,0.0,0.0,,2.0
03-Mar-2017,13,5.8,7,11.8,8.4,5.6,10.2,7.6,12.9,6.5,NE,2.0
04-Mar-2017,14.6,6,7.8,13.4,9.2,5.8,12.2,8.4,0.0,1.6,NE,4.0
05-Mar-2017,14.2,6.6,7.6,13.6,9.6,6.4,12,8.8,9.9,0.0,NE,4.0
06-Mar-2017,14.6,6.6,8.6,12.2,8.6,6.4,11.4,8.0,1.7,3.0,NE,4.0
07-Mar-2017,12.8,6,7,11.2,7.6,5.8,9.8,7.0,4.7,0.0,NE,4.0
08-Mar-2017,12.4,5.8,6.6,11,8.8,5.8,10.2,7.8,0.7,1.0,NE,4.0
09-Mar-2017,14.8,4.6,6,13.8,9.8,4.8,12.4,9.0,0.0,0.0,NE,6.0
10-Mar-2017,16.2,5.2,6.6,15,9.8,5.4,13.6,9.0,0.0,0.0,NE,6.0
11-Mar-2017,14.6,2.4,3.4,13.8,10.2,2.4,12.2,9.4,8.4,0.0,NE,8.0
12-Mar-2017,14.8,4.4,6.6,14,9.6,4.8,13.2,8.8,0.0,0.8,NW,4.0
13-Mar-2017,10,5.4,6.8,8.4,7.6,5.6,7,6.8,0.0,0.0,NE,2.0
14-Mar-2017,12.2,5.2,5.6,10,7.8,4.8,9.2,7.0,0.5,0.5,NW,2.0
15-Mar-2017,11,5.2,6,10,9.6,5,9.2,9.0,2.5,5.4,NE,2.0
16-Mar-2017,11.8,5.4,6.2,10,8.8,5.4,9.2,8.0,3.9,1.0,NW,4.0
17-Mar-2017,12.2,5.2,6,10.8,6.6,5.4,9.6,6.0,6.3,4.4,NW,2.0
18-Mar-2017,12.6,4.8,6,11,7.2,4.8,10.2,6.4,0.0,0.4,NE,4.0
19-Mar-2017,14.8,3.2,5,14,8.8,3.4,12.8,8.0,0.0,0.0,NE,6.0
20-Mar-2017,14.4,1.8,3.6,12,7.8,2,10.6,7.0,0.0,0.0,NE,8.0
21-Mar-2017,14.2,1.6,2.8,12,7,1.8,10.6,6.2,0.0,0.0,NE,6.0
22-Mar-2017,12.8,5,6,11,7.8,4.8,10.2,7.2,0.0,0.9,NE,2.0
23-Mar-2017,12.8,6,7,11.2,8.8,5.8,10.4,8.0,2.0,0.0,NE,2.0
24-Mar-2017,12.6,6,7.6,11.4,8.8,6.2,10.2,8.0,0.5,0.0,NE,2.0
25-Mar-2017,13,5.4,7.4,12.4,8.4,5.8,11,7.6,6.8,1.6,NW,2.0
26-Mar-2017,14.6,6.4,7.8,13.6,9.4,6.6,11.8,8.6,0.0,1.2,NE,2.0
27-Mar-2017,12.8,4.6,6.8,10.8,7.8,5.4,9.2,7.0,0.0,3.0,NE,2.0
28-Mar-2017,11.6,5.8,7,9.2,7.4,6,8,6.6,5.0,0.0,NW,2.0
29-Mar-2017,10.2,5,6.2,7.8,7.6,5,6.2,7.0,11.2,0.0,NE,2.0
30-Mar-2017,12,5.4,6.6,10.2,7.6,5.6,9,6.8,0.0,0.0,NW,2.0
31-Mar-2017,11.8,5.6,6.4,10.2,8.8,5.6,9.2,8.0,2.1,2.2,NW,2.0
01-Ene-2018,12.2,6,7.2,10.2,7.6,6.2,9,6.8,0.0,0.0,NE,4.0
02-Ene-2018,10.8,6.2,7,8.6,6.2,6,7.2,5.0,0.0,3.9,NW,2.0
03-Ene-2018,10,5.4,5.8,7.8,6.8,5,6.8,6.0,0.0,2.8,NW,2.0
04-Ene-2018,10.4,4,5.6,9.4,6.8,3.8,8.2,6.0,1.8,0.0,NE,4.0
05-Ene-2018,13.2,4.2,5.2,12,8,4,10.6,7.2,0.0,0.0,NW,2.0
06-Ene-2018,12.8,4.8,6,11.2,8.8,5,10,8.2,0.0,1.7,NE,4.0
07-Ene-2018,10,6.2,7,9.4,6.8,6,8.6,6.2,0.8,4.8,NW,2.0
08-Ene-2018,10.4,5,6.6,8.4,5.4,5.2,7.2,4.8,3.7,0.6,NE,2.0
09-Ene-2018,10.4,3.2,5.8,8.6,6.4,3.6,7.2,5.8,0.0,0.0,NE,4.0
10-Ene-2018,12,4,5.8,10.6,7,4.2,9.2,6.2,0.0,0.0,NE,4.0
11-Ene-2018,10,5,6.2,9.2,6,5.4,8,5.2,0.0,0.7,NE,4.0
12-Ene-2018,10.2,5.2,6,8.8,7,5,7,6.2,2.4,5.2,NE,4.0
13-Ene-2018,10,5.8,7,8.4,6.8,6,7.6,6.2,0.0,8.7,NE,2.0
14-Ene-2018,10.4,6.6,7.8,8.2,7.4,6.8,7.6,6.4,0.6,4.9,NE,2.0
15-Ene-2018,10.6,6,7,8.6,6,6.2,7.2,5.2,6.3,0.0,NW,2.0
16-Ene-2018,12.2,3.8,5.8,11,6.2,4,10.2,5.0,0.2,1.5,NE,4.0
17-Ene-2018,12,5,6.2,9.6,7.4,5.4,8.8,6.2,0.0,0.4,NW,2.0
18-Ene-2018,10.2,5.6,6.8,9.2,6,5.8,8.4,5.2,7.6,6.0,NE,2.0
19-Ene-2018,12.4,5.2,6,10.8,7.8,5,9.6,7.0,6.6,0.0,NW,2.0
20-Ene-2018,10,6.4,6.8,9.2,7.8,6,8,7.2,13.1,0.6,NE,2.0
21-Ene-2018,12.8,6.8,8,11.2,7.8,6.6,10,7.0,0.4,0.4,NE,2.0
22-Ene-2018,12.2,6.2,7.2,10,8.6,6,9.2,8.0,2.1,0.0,NE,4.0
23-Ene-2018,12.6,3,4,10.4,7.8,3.2,9.2,7.0,1.5,0.0,NE,4.0
24-Ene-2018,12,5.8,7.2,10.8,7.6,6,9.2,7.0,0.0,0.0,NE,6.0
25-Ene-2018,11.8,6,7.6,10.2,7.4,6.2,9.4,6.2,0.0,4.4,NW,2.0
26-Ene-2018,13.6,5,6,12,9.2,5.2,10.8,8.4,0.0,2.1,NE,2.0
27-Ene-2018,14.6,6,7.2,13.4,9,6.2,11.6,8.2,0.0,0.0,NE,6.0
28-Ene-2018,12.6,5.2,6.8,11,8.6,5.4,9.6,7.8,0.0,0.7,NE,2.0
29-Ene-2018,13.8,6.8,7.8,11.4,7.8,6.6,9.2,7.0,1.1,0.3,NE,4.0
30-Ene-2018,14,4.8,6,13,8.4,5,11.8,7.6,0.0,0.0,NW,2.0
31-Ene-2018,13.8,6.4,7.6,12,7.4,6.6,10.4,6.2,0.0,0.0,NE,4.0
01-Feb-2018,13.6,5.4,7.2,12,7,5.8,10.4,6.2,0.0,3.4,NE,4.0
02-Feb-2018,13.2,6.2,7,11.4,7.4,6,10,6.2,7.9,0.3,NE,2.0
03-Feb-2018,10,6,7.6,9.6,7.8,6.2,8.6,7.0,0.0,8.0,NW,2.0
04-Feb-2018,12.6,7,7.8,11,8,6.8,9.8,7.2,3.9,5.3,NE,2.0
05-Feb-2018,11.8,4.6,5.2,10,7.6,4.8,8.8,7.0,7.5,0.0,NE,2.0
06-Feb-2018,10.2,6.6,7.2,8,6.6,6.4,7.2,6.0,6.6,0.8,NE,2.0
07-Feb-2018,11.4,6,7,8.8,7.8,5.8,8,7.0,0.0,2.4,NW,2.0
08-Feb-2018,10,5.2,6,8.2,6.6,5,7.2,6.0,3.9,3.6,NE,2.0
09-Feb-2018,10,5,6.2,8.6,6,5.2,7.8,5.0,0.0,0.7,NE,2.0
10-Feb-2018,11.8,5.2,6,9.8,7.6,5,8.6,7.0,0.0,0.0,NW,2.0
11-Feb-2018,12,4.4,5.2,10,7.6,4,9.2,6.8,1.5,0.0,NE,2.0
12-Feb-2018,10.8,6,7.2,7.6,5.6,6.2,6.8,5.0,1.4,8.9,NW,2.0
13-Feb-2018,10.4,5.2,6,8.6,6.8,5,7.8,6.0,1.1,4.2,NE,2.0
14-Feb-2018,10,4.4,5.8,8.4,5,4.6,7.6,4.2,5.5,5.4,NE,2.0
15-Feb-2018,10.4,4.2,5.6,9.2,7,4.4,8.4,6.2,0.9,0.9,NW,2.0
16-Feb-2018,11,5,5.6,9.6,6.8,4.8,8.8,6.0,16.5,1.5,NE,2.0
17-Feb-2018,11.2,6,7.2,10,7.8,6.2,9,7.2,2.9,7.1,NW,2.0
18-Feb-2018,15,5,5.4,13.4,9.6,4.6,11.8,8.8,0.0,0.9,NE,6.0
19-Feb-2018,14.2,6.6,7.8,12.8,7,6.8,11.2,6.2,0.8,1.0,NE,6.0
20-Feb-2018,14.8,5,6,12,8.6,4.8,10.6,7.8,0.0,0.5,NE,4.0
21-Feb-2018,14.6,5.4,6.6,12.8,8.2,5.6,10.6,7.4,14.9,2.5,NE,8.0
22-Feb-2018,10,5,6.2,8.4,7.6,5.2,7.2,7.0,5.0,7.2,NE,4.0
23-Feb-2018,11,4.4,5,9.8,7,4.2,8.6,6.2,0.6,0.0,NE,4.0
24-Feb-2018,12,6,7.2,11,7.8,6.2,9.8,7.2,0.0,3.2,NE,2.0
25-Feb-2018,12,4.2,5.4,10.2,7.2,4,9.4,6.4,2.8,0.0,NE,2.0
26-Feb-2018,13.8,5.2,8,13,9.6,6.2,11.4,9.0,0.0,0.0,NE,6.0
27-Feb-2018,13.6,5.8,8.8,13.6,9.8,6.4,11.4,9.2,0.0,0.2,NE,4.0
28-Feb-2018,16.6,4,9.4,15.8,10.6,7.8,13.8,9.8,0.0,0.0,NE,6.0
01-Mar-2018,12.4,5.2,6.8,10.2,7.4,5.4,9,7.0,0.0,3.2,NE,4.0
02-Mar-2018,14.6,5,6,11.4,7.2,5.2,10.2,6.6,0.0,0.5,NE,4.0
03-Mar-2018,13.2,4.8,6.4,11.2,7.6,5,9.8,7.0,1.6,1.3,NW,2.0
04-Mar-2018,15,4.6,5.4,13.8,9.8,4.4,11.6,9.2,7.1,0.0,NE,4.0
05-Mar-2018,12,5.4,6.8,9.2,7.4,5.6,8,6.8,2.2,0.0,NE,2.0
06-Mar-2018,12.8,6,6.6,11,7.6,5.8,9.6,7.0,0.0,7.8,NW,2.0
07-Mar-2018,10.4,4.4,5,9.2,7.2,4.2,8.4,6.6,20.5,1.3,NW,2.0
08-Mar-2018,12.6,6.6,7,10.4,8,6.4,9.2,7.2,1.9,2.0,NE,2.0
09-Mar-2018,14.8,6.4,7.2,12.2,8.8,6.4,10.6,8.2,0.7,0.0,NE,4.0
10-Mar-2018,15.2,6,7.6,14.4,9,6.4,12.8,8.2,8.3,1.3,NE,4.0
11-Mar-2018,16.2,7,7.8,15,10,6.2,13.4,9.0,0.0,0.0,NE,8.0
12-Mar-2018,14.4,6.8,7.8,12.4,8.6,6.6,11,8.0,6.7,1.2,NE,4.0
13-Mar-2018,14,6.4,7.2,12.2,8.8,6.2,10.6,8.0,0.5,0.0,NE,4.0
14-Mar-2018,13.2,6.8,7.8,12,8.8,6.6,10.8,8.2,15.0,0.0,NE,6.0
15-Mar-2018,14.2,7.6,8.8,12,9,7.6,10.4,8.0,0.0,0.5,NE,4.0
16-Mar-2018,13.8,5,5.2,9.2,8,4.6,8,7.2,13.0,2.5,NE,4.0
17-Mar-2018,13.8,5.6,7,12.8,7.8,5.8,10.2,7.0,6.8,1.5,NE,6.0
18-Mar-2018,13.6,5.4,6.4,12.8,9.6,5.2,10.6,8.8,0.0,0.2,NE,8.0
19-Mar-2018,13.8,5.2,6.8,12.6,7.8,5.6,11,7.2,0.0,0.0,NE,4.0
20-Mar-2018,12,6.6,7.4,10.2,7,6.4,9.4,6.2,0.0,3.5,NW,2.0
21-Mar-2018,12.4,6,7,10,6.8,6.2,9.2,6.2,0.5,4.5,NE,4.0
22-Mar-2018,15.2,5.4,6.6,14,8,5.2,12.6,7.2,0.0,1.6,NE,8.0
23-Mar-2018,16.2,5.2,6.4,14.6,8.8,5.4,12.8,8.2,0.0,0.0,NE,10.0
24-Mar-2018,16.2,6.4,8,14,9,7,12.6,8.2,0.0,0.0,NE,6.0
25-Mar-2018,14.6,6,6.6,13,8,5.6,11.8,7.0,0.0,0.6,NE,4.0
26-Mar-2018,14.6,4.4,6,8.8,5.2,4.8,7.8,4.6,0.0,3.7,NE,6.0
27-Mar-2018,13.8,3,3.6,12,6.8,2.8,10.6,6.0,0.0,0.0,NE,4.0
28-Mar-2018,13,4.4,5.8,11,7,4.6,10.2,6.2,0.2,7.2,NE,4.0
29-Mar-2018,10.2,5.4,7,9.4,5,5.8,8.6,4.2,0.0,0.8,NW,2.0
30-Mar-2018,11,4.4,5.8,9.8,6.6,4.6,9,6.0,0.4,0.7,NW,2.0
31-Mar-2018,13,4.6,6,10.8,6.8,5,9.6,6.2,6.6,0.0,NE,4.0
