Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
27-Mar-2014,20.9,11.4,12.2,19.5,14.7,11.8,17.6,13.4,0.7,0.0,SW,5.0
28-Mar-2014,22.9,11.2,11.8,21.9,15.9,11.4,19.9,14.5,0.0,0.0,SW,6.0
29-Mar-2014,22.5,10.7,11.6,22,15.4,10.9,19.8,14.0,0.0,0.0,SW,6.0
30-Mar-2014,21.6,9.2,9.8,20.6,14.3,9.4,18.7,13.0,0.0,0.0,SW,7.0
31-Mar-2014,20,9.3,9.7,19.5,13.9,9.4,17.8,12.5,0.0,0.0,SW,5.0
01-Ene-2015,21.2,11.2,11.8,20.2,14.9,11.4,18.5,13.5,0.0,0.0,SW,6.0
02-Ene-2015,21.7,11.7,14.8,21.2,14.7,13.6,19.5,13.4,0.0,6.2,SW,5.0
03-Ene-2015,21,10.8,11.9,19.8,14.5,11.4,18,13.3,0.3,6.7,SW,4.0
04-Ene-2015,20.8,12.6,13.5,16.2,13.9,13,14.3,12.8,1.2,6.9,SW,6.0
05-Ene-2015,20.2,11,12.4,18.7,14.6,11.6,17,13.2,0.0,5.4,SW,5.0
06-Ene-2015,20.4,12,13,18.7,14.5,12.2,16,13.2,0.0,0.0,SW,4.0
07-Ene-2015,21.5,11.5,12,20.8,14.9,11.7,19,13.6,1.3,0.0,SW,6.0
08-Ene-2015,21,11,11.9,20.3,15.4,11.4,18.4,13.9,0.0,0.0,SW,6.0
09-Ene-2015,20.9,12.2,14.6,20.5,15,13.6,18.7,13.6,0.0,0.0,SW,5.0
10-Ene-2015,20.3,12,12.6,18.7,15.5,12.2,16.9,14.2,0.0,0.0,SW,5.0
11-Ene-2015,22.4,11.6,13.4,21.9,15.8,13,19.8,14.4,0.0,0.0,SW,6.0
12-Ene-2015,23.5,11.8,12.6,21.7,15.4,12,19.7,14.0,0.0,0.0,SW,6.0
13-Ene-2015,23.6,10.9,11.9,21.9,15.8,11,19.8,14.4,0.0,0.0,SW,6.0
14-Ene-2015,23,10.9,11.6,22.2,15.6,11,20,14.4,0.0,0.0,SW,6.0
15-Ene-2015,24.3,9.8,10.8,23.8,16.6,10,21.4,15.0,0.0,0.0,SW,6.0
16-Ene-2015,22.6,10.7,11.4,21.9,15.9,11,19.8,14.4,0.0,0.0,SW,7.0
17-Ene-2015,21.5,10,10.8,20.8,14.9,10.2,19,13.5,0.0,0.0,SW,5.0
18-Ene-2015,19.5,10.9,11.9,17.2,13.4,11.4,15.5,12.2,0.0,0.0,SW,5.0
19-Ene-2015,20.4,11.6,12,18.2,14.3,11.6,16.7,13.0,0.0,0.0,SW,5.0
20-Ene-2015,21.4,12.2,13.4,18.5,14.2,12.6,16.8,12.9,0.0,4.8,SW,5.0
21-Ene-2015,19.5,11.5,12.7,17.6,14.2,11.8,15.9,13.0,0.0,0.4,SW,4.0
22-Ene-2015,20.7,11.4,12.6,19.4,14.2,11.6,17.8,13.0,0.0,6.3,SW,5.0
23-Ene-2015,17.8,12.2,12.8,17,13.4,12.4,15.5,12.2,0.9,1.2,SW,4.0
24-Ene-2015,19.5,11,11.7,18,13.9,11.2,16.5,12.6,0.0,7.2,SW,5.0
25-Ene-2015,20.4,10.2,10.6,18.6,14.9,10.4,17,13.6,0.0,1.2,SW,5.0
26-Ene-2015,20,10.8,13.5,17.3,14.7,13,16,13.4,0.0,0.0,SW,5.0
27-Ene-2015,20.6,10.6,13,19.7,14.6,12.4,18,13.2,0.0,0.0,SW,5.0
28-Ene-2015,19,13,13.8,18.3,14.8,13.2,16.7,13.6,0.0,0.0,SW,6.0
29-Ene-2015,21,9.6,11,20.2,14.5,10.2,18.4,13.2,0.0,2.8,SW,6.0
30-Ene-2015,21.6,11.3,12,20.4,15.7,11.5,18.5,14.3,0.0,1.8,SW,5.0
31-Ene-2015,20.6,11.5,14.5,19.4,15.5,13.4,17.8,14.0,0.0,0.8,SW,4.0
01-Feb-2015,21.5,11.9,12.6,20.7,14.7,12,18.8,13.4,0.0,0.0,SW,6.0
02-Feb-2015,19.5,12.9,13.7,17.6,14.7,13.4,16,13.4,0.0,0.0,SW,4.0
03-Feb-2015,23.4,11.6,14.2,22.5,15.8,13.4,20.3,14.3,0.0,0.0,SW,6.0
04-Feb-2015,22.6,11.4,12.6,21.6,15.4,11.8,19.7,14.0,0.0,0.0,SW,6.0
05-Feb-2015,22,10.6,11.2,20.3,14.8,10.8,18.6,13.5,0.0,0.0,SW,6.0
06-Feb-2015,21.9,11.3,13,19.8,14.9,11.9,18,13.6,0.0,0.0,SW,6.0
07-Feb-2015,18.6,12.2,13.6,15.7,13.4,13,14.2,12.2,0.0,1.6,SW,4.0
08-Feb-2015,16.5,12,13.2,15.5,13.4,12.6,14.2,12.3,0.0,0.0,SW,4.0
09-Feb-2015,15.7,11.4,11.9,14.4,11.8,11.5,13.2,11.2,0.0,0.6,SW,4.0
10-Feb-2015,17.5,10.8,11.3,15.5,13.3,10.9,14,12.2,0.0,0.8,SW,5.0
11-Feb-2015,21.5,10.6,11.8,19.5,15.3,10.8,17.8,14.0,0.0,0.0,SW,5.0
12-Feb-2015,23,11.7,12.8,22.3,16.5,11.9,20.2,15.1,0.0,0.0,SW,6.0
13-Feb-2015,21,13,14.5,20.2,14.9,13.7,18.3,13.5,0.0,0.7,SW,6.0
14-Feb-2015,18.2,12,13,17.9,14.5,12.4,16.2,13.4,0.0,0.4,SW,6.0
15-Feb-2015,18,13.2,14.2,15.9,13.8,13.5,14.3,12.7,4.0,3.2,SW,5.0
16-Feb-2015,22.9,11.6,12.4,21.2,14.7,11.8,19.3,13.4,0.0,8.3,SW,5.0
17-Feb-2015,20.5,12.6,13.9,19.8,15.7,13,18,14.3,0.0,0.0,SW,6.0
18-Feb-2015,21.5,10.7,11.8,20.5,15.4,10.8,18.7,14.0,0.0,0.0,SW,6.0
19-Feb-2015,21.3,11.3,11.6,20.7,14.8,11.4,18.9,13.5,0.0,0.0,SW,6.0
20-Feb-2015,20,11.8,12.8,18.2,13,12.2,16.5,11.8,0.0,0.0,SW,6.0
21-Feb-2015,17.2,11.9,12.8,16.4,13.5,12.1,15,12.4,0.0,0.0,SW,4.0
22-Feb-2015,18.3,11.6,12.4,16.8,14.5,11.9,15.3,13.3,3.1,2.6,SW,4.0
23-Feb-2015,22,12.2,12.9,20.4,14.8,12.6,18.6,13.4,0.0,0.6,SW,6.0
24-Feb-2015,19,12.4,12.8,18.6,14.3,12.5,17,13.0,0.0,1.3,SW,6.0
25-Feb-2015,19,12.6,13,17.6,14.5,12.6,16,13.5,0.0,0.5,SW,4.0
26-Feb-2015,19.3,13,13.6,17.5,14.2,13.4,16,13.0,0.0,0.0,SW,4.0
27-Feb-2015,19.7,12.7,13.6,18.4,13.7,13,16.8,12.6,0.0,0.0,SW,5.0
28-Feb-2015,18.6,13.2,13.6,16.7,13.9,13.2,15.2,12.9,0.0,4.3,SW,4.0
01-Mar-2015,19,12,12.8,17.3,14.3,12.3,15.8,13.0,0.0,3.4,SW,5.0
02-Mar-2015,18.5,12.9,13.4,17.6,13.4,13,16,12.3,0.0,19.8,SW,4.0
03-Mar-2015,20,10.2,11.7,18.5,13.8,11.2,16.8,12.6,1.5,4.8,SW,5.0
04-Mar-2015,20.2,11.9,12.4,18,14.3,12,16.5,13.0,0.0,15.8,SW,5.0
05-Mar-2015,20.9,11.3,12.6,20.2,15.4,11.6,18.4,14.0,1.2,0.0,SW,6.0
06-Mar-2015,18.6,11.8,14.6,17.2,14.7,13.7,15.6,13.4,0.0,2.3,SW,5.0
07-Mar-2015,19.7,12.6,14.2,19.5,15.5,13.5,18,14.3,0.4,0.0,SW,5.0
08-Mar-2015,21.4,11.5,12.2,20.8,16.5,11.8,18.9,15.0,0.0,0.0,SW,5.0
09-Mar-2015,22,12,13.6,21.2,15.5,12.6,19.4,14.2,0.0,0.0,SW,6.0
10-Mar-2015,22.6,12.6,12.8,20.2,15.2,12.8,20.2,15.2,0.0,0.0,SW,6.0
11-Mar-2015,23,11.9,12.8,21.7,16.8,12.2,19.8,15.3,0.0,0.0,SW,6.0
12-Mar-2015,22.2,11.7,12.8,21.5,17.4,12.1,20,16.0,0.0,5.5,SW,6.0
13-Mar-2015,20.6,12.9,14.6,19.6,14.7,13.8,17.9,13.4,0.0,3.5,SW,5.0
14-Mar-2015,21.2,11.8,13.2,20.3,15.7,12.6,18.4,14.3,0.0,0.0,SW,6.0
15-Mar-2015,20.9,11.7,12.8,20,14.7,12.2,18.2,13.3,0.0,1.3,SW,6.0
16-Mar-2015,19.6,13.2,13.7,16.9,15.2,13.4,15.2,14.0,10.2,3.4,SW,5.0
17-Mar-2015,20.5,12.5,14.5,16.3,13.2,13.4,14.6,12.0,0.0,2.3,SW,4.0
18-Mar-2015,20,11.8,14.5,17.9,13.7,13.4,16.2,12.5,5.1,0.0,SW,5.0
19-Mar-2015,17.8,12,12.7,17,13.6,12.2,15.4,12.5,6.3,1.4,SW,4.0
20-Mar-2015,16,12.2,12.6,14.5,13.3,12.4,13.4,12.3,2.2,3.8,C,
21-Mar-2015,17.6,11.5,12.2,16.8,13.8,11.6,15.2,12.6,2.0,1.2,SW,5.0
22-Mar-2015,18.6,10.8,11.5,16.7,12.6,11,15,11.5,0.0,2.8,SW,5.0
23-Mar-2015,18.8,11,11.8,17.6,13.2,11.2,16,12.2,0.0,6.7,SW,5.0
24-Mar-2015,19.3,11.8,12.6,18.2,14.2,12,16.5,13.2,0.0,11.3,SW,5.0
25-Mar-2015,19.2,12,12.6,17.3,14.2,12,15.9,13.1,0.0,1.7,SW,5.0
26-Mar-2015,20.7,8.9,9.5,18.4,14.7,9,16.7,13.5,0.0,0.0,SW,5.0
27-Mar-2015,21,9,9.7,20.3,15.2,9.2,18.5,13.8,0.0,0.0,SW,6.0
28-Mar-2015,19.5,9.6,11.4,18.2,14.2,10.8,16.6,13.4,0.0,0.0,SW,6.0
29-Mar-2015,21,11.5,12.8,19.4,14.2,11.7,17.6,13.0,0.0,0.0,SW,6.0
30-Mar-2015,19.6,11.9,12.5,18.3,15.7,12,16.5,14.4,0.0,0.0,SW,5.0
31-Mar-2015,20.5,11.4,12.3,19.6,15.3,11.6,17.9,14.0,0.0,0.0,SW,6.0
01-Ene-2016,24.5,12,13.2,23,15.3,12.3,20.9,13.8,0.0,0.0,SW,7.0
02-Ene-2016,24.6,10.5,11.9,23.2,16.2,10.7,20.8,14.8,0.0,0.0,SW,7.0
03-Ene-2016,23.4,11.9,13.2,22.8,15.7,12,20.3,14.2,0.0,0.0,SW,6.0
04-Ene-2016,23,11.4,12.2,21.8,14.7,11.7,20,13.2,0.0,0.0,SW,7.0
05-Ene-2016,22.9,12.8,14.2,21.8,14.5,13.5,19.8,13.2,0.0,0.0,SW,7.0
06-Ene-2016,21.6,13.4,14.8,20.6,16.8,13.9,18.6,15.3,0.0,0.0,SW,6.0
07-Ene-2016,25.6,12,13.2,23.8,15.7,12.2,21.4,14.2,0.0,0.0,SW,6.0
08-Ene-2016,25.3,11.6,12.6,24.8,16.7,11.9,22.1,15.2,0.0,0.0,SW,7.0
09-Ene-2016,25,12,13.5,24.6,16.9,12.4,21.8,15.2,0.0,0.0,SW,7.0
10-Ene-2016,24.7,12.5,13.6,23.9,17,12.8,21.2,15.4,0.0,0.0,SW,7.0
11-Ene-2016,23.5,12.7,13.8,22.3,14.8,12.9,20.5,13.4,0.0,0.0,SW,6.0
12-Ene-2016,22.5,12.6,13.7,21.2,15.5,13,19.2,14.2,0.0,0.0,SW,6.0
13-Ene-2016,24.7,9.8,11.2,23.7,16.6,10.2,21,15.0,0.0,0.0,SW,7.0
14-Ene-2016,24.9,11.2,12.4,23.7,16.5,11.7,21.2,15.0,0.0,0.0,SW,7.0
15-Ene-2016,24.2,12.5,14.5,23.5,16.8,13.2,21.2,15.3,0.0,0.0,SW,6.0
16-Ene-2016,24.7,10.8,12,24.5,16.8,11.2,21.7,15.2,0.0,0.0,SW,7.0
17-Ene-2016,22.1,12,15,21.2,15.9,14,19.6,14.4,0.0,0.0,SW,6.0
18-Ene-2016,23.2,11.2,12,22.4,16.6,11.4,20.3,15.4,0.0,0.0,SW,6.0
19-Ene-2016,23.4,12.5,14.9,22.4,15.5,14,20,14.0,0.0,0.0,SW,7.0
20-Ene-2016,21,13.5,14.8,17.3,14.6,13.7,15.5,13.3,0.0,4.3,SW,5.0
21-Ene-2016,19,13.2,14.2,17.5,14.9,13.4,15.5,13.6,0.0,0.3,SW,5.0
22-Ene-2016,24.4,13,13.9,23.7,15.8,13,21.3,14.3,0.0,0.0,SW,6.0
23-Ene-2016,24.2,11.5,12.4,23.8,16.9,11.7,21.2,15.4,0.0,0.0,SW,7.0
24-Ene-2016,22.5,11.7,13.1,21.7,16.5,12,19.7,14.7,0.0,0.0,SW,6.0
25-Ene-2016,19.8,12.2,13.4,18.5,14.9,12.6,17,13.8,0.0,1.9,SW,5.0
26-Ene-2016,21,13,14.4,20.2,16.4,13.4,18.3,15.0,0.0,0.0,SW,6.0
27-Ene-2016,24.2,10.7,12.2,23.6,17.6,11,20.9,16.0,0.0,0.0,SW,6.0
28-Ene-2016,24.8,12,13.7,23.5,16.7,12.9,20.4,15.2,0.0,0.0,SW,7.0
29-Ene-2016,22.6,13.6,14.6,21.8,15.2,13.8,19.7,13.9,0.0,0.3,SW,6.0
30-Ene-2016,19,13.8,14.3,17.8,14.7,14,15.5,13.2,0.0,4.3,SW,5.0
31-Ene-2016,18.7,11.9,13.4,16.5,15.2,12.2,15,14.0,0.8,0.0,SW,5.0
01-Feb-2016,19.2,13,13.9,18.3,15.5,13.2,16.5,14.1,0.0,1.2,SW,6.0
02-Feb-2016,20,12.8,13.6,18.6,15.2,12.9,16.9,13.8,0.0,0.0,SW,5.0
03-Feb-2016,18.7,13.5,14.2,17.4,14.8,13.7,15.7,13.5,0.7,7.1,SW,5.0
04-Feb-2016,23,11.7,12.8,22,15.5,12,19.8,14.2,0.0,0.0,SW,5.0
05-Feb-2016,22.8,10.6,11.4,21.7,16.3,11,19.4,14.8,0.0,0.0,SW,6.0
06-Feb-2016,23.2,11.5,13.8,21.3,15.9,12.8,19.2,14.5,0.0,0.0,SW,6.0
07-Feb-2016,24.6,13.2,14.4,23.2,16.5,13.6,21,15.0,0.0,4.2,SW,6.0
08-Feb-2016,21.5,14,14.6,17.4,14.7,14.2,15.6,13.2,0.0,1.2,SW,5.0
09-Feb-2016,22.8,13,13.8,21.6,15.2,13.2,19.8,13.8,0.0,14.2,SW,6.0
10-Feb-2016,19.5,12.7,13,17.4,15.9,12.8,15.8,14.1,2.2,0.0,SW,5.0
11-Feb-2016,22.9,13,15,21.7,16.3,14,20,14.9,0.0,2.7,SW,5.0
12-Feb-2016,21,13.4,14.4,20.3,15.5,13.6,18.4,14.0,0.0,0.5,SW,5.0
13-Feb-2016,23,13.2,13.8,22.3,15.6,13.4,20.2,14.2,0.0,0.0,SW,6.0
14-Feb-2016,22,11.8,12.7,20.6,16.5,11.9,18.7,15.2,1.4,0.0,SW,5.0
15-Feb-2016,23.1,11.6,12.2,21.9,16.8,11.8,19.8,16.8,0.0,0.0,SW,6.0
16-Feb-2016,24.9,12.4,14,22.8,17,13.2,20.3,15.4,0.0,0.0,SW,7.0
17-Feb-2016,23.2,13.4,14.8,21.4,16.4,14,19.5,14.8,0.0,2.4,SW,6.0
18-Feb-2016,24.6,14,15.2,22.4,16.6,14.6,20.4,15.0,0.0,1.2,SW,6.0
19-Feb-2016,24.4,14.5,15,22,17.9,14.7,19.8,16.2,0.0,0.0,SW,6.0
20-Feb-2016,21.4,15.4,16.2,19.8,16.7,15.8,18,15.4,0.0,0.9,SW,6.0
21-Feb-2016,23.9,14.7,15.4,23.2,16.2,14.9,20.9,15.0,0.0,0.0,SW,5.0
22-Feb-2016,21.9,14.2,14.6,18.2,14.4,14.3,16.5,13.2,0.0,4.7,SW,5.0
23-Feb-2016,21,14.5,15.4,20,15.6,14.7,18.2,13.7,0.0,4.5,SW,6.0
24-Feb-2016,21.4,13.2,13.9,20.5,16.2,13.5,18.7,14.9,0.0,3.8,SW,5.0
25-Feb-2016,22.9,14.3,14.9,21.3,15.3,14.6,19.6,14.1,0.5,7.9,SW,4.0
26-Feb-2016,21.3,13.4,14.3,19,14.6,13.8,17.4,13.4,0.4,0.0,SW,4.0
27-Feb-2016,20.9,12,13,20.2,15.2,12.4,18.5,14.0,0.0,0.0,SW,4.0
28-Feb-2016,22.4,13,14.3,22,15.5,13.9,19.9,14.2,0.0,7.2,SW,5.0
29-Feb-2016,20.7,13.8,14.5,17.8,16.5,14,16.2,15.4,0.9,1.7,SW,4.0
01-Mar-2016,21.5,11.4,13.4,19.4,16.5,12.6,17.6,15.3,0.0,2.8,SW,4.0
02-Mar-2016,23.5,12.9,14.2,22.3,16.9,13.2,20.2,15.4,0.0,0.0,SW,3.0
03-Mar-2016,20.4,12.4,13.8,20.2,15.9,12.6,18.2,14.7,0.0,0.0,SW,4.0
04-Mar-2016,21.6,13.6,14.7,21.4,16.3,14,19.5,15.0,0.0,0.0,SW,4.0
05-Mar-2016,20.2,14,15.5,18.7,15.9,14.6,16.5,14.7,0.0,3.9,SW,3.0
06-Mar-2016,21,13,14.4,18.9,15.2,13.4,17,13.9,0.0,13.2,SW,3.0
07-Mar-2016,16.5,13.2,14,15.2,14.5,13.4,13.9,13.5,1.2,9.3,SW,2.0
08-Mar-2016,19,12.7,13.5,17.3,15.2,12.8,15.7,14.2,0.0,4.2,SW,3.0
09-Mar-2016,20.9,13.5,14.4,19.3,15.2,13.8,17.4,14.0,0.0,0.0,SW,4.0
10-Mar-2016,22.8,13.2,14.2,20.5,15.7,13.4,18.6,14.3,0.0,2.4,SW,4.0
11-Mar-2016,21.8,12,13.2,21,15.8,12.4,18.4,14.5,0.0,0.0,SW,3.0
12-Mar-2016,20.2,13.5,14.6,15.9,15.2,14,14.7,14.0,1.0,2.9,SW,3.0
13-Mar-2016,22.4,12,12.8,21.3,16,12.3,19.6,14.8,0.0,0.0,SW,4.0
