Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
20-Ene-2017,20.8,9.9,11.9,19.3,15,10.9,12.5,10.5,3.8,-888.0,NE,4.0
21-Ene-2017,16.5,11,11,15,13.2,10.4,11,11.4,1.2,0.1,NE,2.0
22-Ene-2017,18.3,10.9,11.6,17.9,15.1,10.9,13.1,12.2,1.4,0.5,N,4.0
23-Ene-2017,22.3,11.2,12,20.3,16.2,11.2,14.7,13.6,4.6,1.0,N,2.0
24-Ene-2017,21,11.8,12.2,20.1,14.1,11.7,14.5,13.1,-888.0,2.4,N,6.0
25-Ene-2017,21,10.8,11.4,15.5,14.7,10.9,13.1,12.2,9.2,0.7,NW,6.0
26-Ene-2017,21.4,10.6,12.5,19.7,16.4,11.6,13.9,12.8,0.1,0.5,N,6.0
27-Ene-2017,16.7,12.6,12.9,16.3,13.7,12.2,12.4,11.0,2.0,1.5,NW,2.0
28-Ene-2017,18.5,10.4,11.6,18,15.1,10.8,12.5,11.4,0.0,0.0,N,2.0
29-Ene-2017,21.5,7.5,9.1,20.6,14.3,8.1,13.1,11.3,0.0,0.0,N,4.0
30-Ene-2017,23.5,8.9,12,21.5,17.6,10.3,13.4,12.5,0.0,0.0,N,4.0
31-Ene-2017,25.8,10,10.2,24.7,17.6,9.5,15,13.0,0.0,0.0,NW,6.0
01-Feb-2017,23.4,9.2,12.6,23.1,17.1,11.5,14.6,12.9,0.0,0.0,N,4.0
02-Feb-2017,24.8,8.5,10.5,21.4,17.8,10.1,14,13.4,0.0,0.0,N,2.0
03-Feb-2017,22.2,10.5,12.7,19.8,16.6,12.2,13.5,12.6,1.6,0.0,N,2.0
04-Feb-2017,22.2,11.9,13,21.2,16.5,12.2,14.1,12.8,1.0,0.0,N,6.0
05-Feb-2017,23,11.4,13,21.6,17.4,12.1,14.6,13.3,0.0,0.6,N,6.0
06-Feb-2017,23.4,12.1,12.8,23.4,17.8,12.2,15.5,13.4,0.0,0.0,NW,4.0
07-Feb-2017,22.8,11.6,12.7,18.2,17,12.2,13.4,12.2,7.6,7.0,C,
08-Feb-2017,23,12.2,12.9,22.4,14.1,12,14.9,13.2,-888.0,2.0,NW,6.0
09-Feb-2017,20.1,11.6,12.2,17.1,14.7,11.4,13,12.8,6.1,2.2,W,2.0
10-Feb-2017,19.3,12,13.5,18.8,16.4,12.8,14.3,13.9,0.0,0.1,N,4.0
11-Feb-2017,21.6,12.4,13.2,19.4,16.2,12.6,15.2,13.1,0.0,0.5,N,2.0
12-Feb-2017,22.6,10.8,12.3,21.8,16.1,11,15,14.3,0.0,0.7,N,6.0
13-Feb-2017,17.8,10.4,11.4,17.3,13.5,11,13.6,13.0,4.2,7.7,NW,6.0
14-Feb-2017,17.4,10.9,11.5,15.3,14.1,10.9,13.1,12.5,2.5,1.3,NW,2.0
15-Feb-2017,20.8,11.5,12.8,19.1,16,11.9,14.8,12.3,0.4,0.0,N,4.0
16-Feb-2017,24.6,6.9,6.9,22.1,16.1,6.3,13.8,11.3,0.0,0.0,N,6.0
17-Feb-2017,20.1,6.6,11.4,16.8,13.9,11,12.2,12.9,9.1,1.6,NW,2.0
18-Feb-2017,21.2,11.2,11.6,20.4,14.4,11,13.8,12.9,0.3,0.0,N,4.0
19-Feb-2017,21.8,10.8,11.8,18.8,15.8,11,13.6,13.4,0.3,2.4,NW,2.0
20-Feb-2017,21.5,11.6,12.4,19.2,15.7,11.4,13.8,12.9,0.5,0.1,NW,2.0
21-Feb-2017,16.8,11.2,12.1,15.8,13,11.5,12.5,12.3,0.0,2.1,NW,2.0
22-Feb-2017,20.9,11.8,12.4,19.1,15.8,12,13.9,12.7,0.1,0.0,N,6.0
23-Feb-2017,22.3,12,12.6,20,12.3,12.1,13.9,10.9,0.5,2.5,NW,4.0
24-Feb-2017,21.1,10.9,12,19,15,11.4,13.7,13.6,0.7,0.4,NW,2.0
25-Feb-2017,20.7,11.1,11.3,20.2,12.8,10.8,13.4,12.1,3.7,16.7,N,4.0
26-Feb-2017,19.1,10.5,10.8,18.4,14.7,10,13.6,12.2,11.7,0.9,N,6.0
27-Feb-2017,21.6,10.2,11.5,21.1,14.2,11,14.6,13.2,3.2,0.6,N,6.0
28-Feb-2017,22.1,11.4,12.6,20,15.1,12,13.8,12.8,1.9,-888.0,NW,4.0
01-Mar-2017,23,11.2,11.5,21.7,12.9,11.1,14.5,11.7,-888.0,6.6,NW,4.0
02-Mar-2017,20.6,11,11.1,19,14.2,10.6,13.7,13.1,0.8,3.1,N,4.0
03-Mar-2017,21.2,10.9,12.2,19.6,15.3,11.7,14.5,12.7,3.6,0.2,NW,2.0
04-Mar-2017,21,12.3,13.2,16.4,16.7,12,13.2,12.5,0.9,0.4,N,2.0
05-Mar-2017,21.2,12.5,13,20.4,15.9,12.3,14.4,13.7,0.8,0.3,NW,6.0
06-Mar-2017,22.6,11.1,11.1,21.2,13.7,10.6,14.4,13.1,13.0,4.1,N,6.0
07-Mar-2017,21.7,11,12.4,16.9,15,11.9,13.9,14.1,0.1,4.1,,
08-Mar-2017,16.7,12.2,12.3,16.4,13.6,11.7,12.7,12.1,6.0,1.3,,
09-Mar-2017,22.9,11.1,12,20.7,16.8,11.5,14.2,13.4,0.3,0.0,N,6.0
10-Mar-2017,21.8,11.9,12.3,19.4,14.7,11.8,14.9,13.0,20.8,0.4,N,2.0
11-Mar-2017,21.4,12.2,13.1,18.6,15.3,12.3,14.2,12.0,0.1,0.1,N,2.0
12-Mar-2017,20.8,12.4,12.9,17.6,16.1,11.9,13.5,12.6,0.0,0.5,C,
13-Mar-2017,22.7,11.3,11.7,20.7,18.2,11.3,13.9,13.4,0.1,0.0,NW,6.0
14-Mar-2017,21.8,10.5,10.5,18.4,15.5,9.8,13.5,12.4,13.4,0.5,N,6.0
15-Mar-2017,21.8,11.5,12.4,19.2,16.8,11.8,13.8,13.5,0.0,0.0,N,6.0
16-Mar-2017,20,10.7,11.5,19.5,13.9,11,13.5,13.0,4.1,1.6,N,4.0
17-Mar-2017,15.2,9.2,10.2,13.8,13.2,9.7,11.6,11.8,0.1,0.1,C,
18-Mar-2017,20.4,11.5,11.8,17.5,15.6,11,13.3,12.4,0.5,6.1,N,2.0
19-Mar-2017,21.4,11.6,11.8,19.8,15.1,11.1,13.6,11.8,0.0,-888.0,NW,4.0
20-Mar-2017,21.9,11.4,13.2,20.7,15.4,11.9,13.3,12.8,0.0,0.2,N,4.0
21-Mar-2017,23.9,11,11.9,22.3,17.7,11.3,13.8,12.9,0.0,0.0,N,6.0
22-Mar-2017,23.7,10.4,12.7,22.8,16.9,11.7,14.1,12.6,0.0,0.0,NW,8.0
23-Mar-2017,24.1,11.5,12.4,21.4,16.1,11.8,14.1,13.2,2.9,0.0,N,4.0
24-Mar-2017,23.6,12.6,13.3,23.1,14.4,11.6,14.6,13.1,1.8,0.8,N,6.0
25-Mar-2017,20.7,12.1,12.6,18.4,13.6,11.3,13.2,12.6,0.1,-888.0,N,4.0
26-Mar-2017,20.9,10.8,12,19.1,17.6,11.2,12.9,13.1,0.0,0.0,NW,2.0
27-Mar-2017,21.2,11,11.5,20.2,15.4,11,14.1,12.8,19.0,0.0,N,2.0
28-Mar-2017,21.8,10,12.8,20,16.4,12,14.4,12.8,0.5,0.0,N,4.0
29-Mar-2017,23.7,12.8,13.8,22.5,17.5,12.7,15.1,13.1,0.4,0.0,NW,2.0
30-Mar-2017,17.6,13.3,13.4,15.4,14.2,12.8,13.2,12.1,6.2,1.9,NW,2.0
31-Mar-2017,20.1,12.2,12.3,17.4,14,11.8,13.9,12.9,5.4,3.6,N,4.0
01-Ene-2018,21,8.8,10.7,18.1,14.9,9.8,12.1,12.2,1.2,-888.0,W,2.0
02-Ene-2018,18.2,10.8,13.3,17.6,13.9,12,12.6,11.8,0.0,0.0,N,2.0
03-Ene-2018,23.5,9.8,10.8,23,17.3,9.4,14,12.6,0.0,0.0,N,6.0
04-Ene-2018,20.6,11.3,12.4,17.3,13.6,11.4,13.3,12.2,0.9,12.1,NW,2.0
05-Ene-2018,22.8,10.5,11,20,16.5,10.3,13.5,12.8,18.1,2.5,W,2.0
06-Ene-2018,19.5,10.3,12.1,18.1,15.4,11.6,13.5,12.0,15.3,2.7,NW,2.0
07-Ene-2018,22.4,9.9,13,20.2,13.1,12.5,13.7,12.3,1.0,1.4,N,6.0
08-Ene-2018,15.2,9.3,9.6,13.3,12.5,8.8,10.5,10.0,5.9,2.8,NW,2.0
09-Ene-2018,20.9,9.8,11.9,20.5,15.2,10.8,14.2,11.4,0.1,0.0,N,6.0
10-Ene-2018,21.2,9,11.9,20.9,16.3,10.3,13.6,12.1,0.0,0.0,N,4.0
11-Ene-2018,22.6,11,12.4,18.4,17.2,11.3,13.2,12.4,0.8,0.0,NE,2.0
12-Ene-2018,23.6,10.2,12.9,20.4,17.8,10.8,14.4,12.8,2.2,0.0,C,
13-Ene-2018,20.5,11.6,12,19.3,14.7,11.1,14.1,12.3,0.0,0.0,NE,6.0
14-Ene-2018,19.2,9,13.7,18.9,15.8,11.5,13.6,12.5,6.7,0.0,N,6.0
15-Ene-2018,21.1,10.9,11.2,16.5,13.8,10.5,12.1,12.3,10.3,1.7,C,
16-Ene-2018,21.1,11,12.4,20.5,16.1,11.1,14.2,12.3,4.9,-888.0,N,6.0
17-Ene-2018,18.5,10.5,12.2,16.1,14.2,11.7,13,12.5,7.8,0.7,C,
18-Ene-2018,20.8,10.8,12.2,17.9,14.1,11.3,12.9,12.5,4.5,0.8,NW,2.0
19-Ene-2018,17.4,12.1,13.3,15.1,15.5,11.9,12.4,11.8,-888.0,2.5,N,8.0
20-Ene-2018,19.3,11.9,12.7,17.6,12.2,11.8,12.8,11.3,1.2,2.4,N,6.0
21-Ene-2018,22.4,10.9,11.7,20,16.6,10.9,13.5,13.0,-888.0,0.0,N,6.0
22-Ene-2018,19.4,11.8,12.5,18.3,14.2,11.6,12.9,11.8,1.6,1.0,N,2.0
23-Ene-2018,22.2,9.7,11,19.7,16.4,10.4,13.4,12.2,2.2,0.0,N,6.0
24-Ene-2018,23.6,6.9,7.3,21.9,16.2,7,13.6,11.7,4.6,0.0,N,6.0
25-Ene-2018,23.6,6.3,10.8,22.3,15.5,9.4,13.1,12.6,0.0,0.1,N,4.0
26-Ene-2018,24.2,8.1,8.8,23.9,15.2,8,14.2,10.9,-888.0,0.0,N,2.0
27-Ene-2018,25.6,7.6,9.1,24.8,15.6,8.1,14.6,10.6,0.0,0.0,N,6.0
28-Ene-2018,25.5,6.7,7.1,24.2,17.5,6.6,13.8,12.8,0.0,0.0,NW,6.0
29-Ene-2018,25.5,6.3,9.3,24.8,18.8,8.4,15,13.2,0.0,0.0,N,4.0
30-Ene-2018,26.6,8.9,9.1,25.4,18.8,8.5,14.8,12.7,0.0,0.0,N,6.0
31-Ene-2018,26,8.4,11.8,25,17.6,10.5,15,13.0,0.0,0.0,N,6.0
01-Feb-2018,26.2,9.6,9.9,25.4,14.2,9.2,15,13.3,0.0,0.0,N,6.0
02-Feb-2018,25.6,9.8,10.1,24.9,18.8,9,15.2,13.1,0.0,0.0,N,6.0
03-Feb-2018,24.9,9.3,11.2,22.6,17.4,9.8,14.5,13.0,0.0,0.0,W,2.0
04-Feb-2018,26.4,9.8,12.6,25.1,18,11,15.2,13.8,0.0,0.0,N,4.0
05-Feb-2018,21.3,11.8,13.6,20.9,16.3,12.3,13.8,15.0,0.2,1.4,W,2.0
06-Feb-2018,23.8,12.8,13.3,22.2,19.4,12.8,15.4,13.6,3.4,-888.0,N,8.0
07-Feb-2018,23.2,12.4,14.9,21.9,19.1,13.4,14.1,13.6,-888.0,0.0,N,6.0
08-Feb-2018,25,13.6,14,24.6,13.4,13,15.4,12.8,0.1,12.4,N,4.0
09-Feb-2018,22.6,12.7,12.9,22,16.8,12.2,13.2,13.0,6.8,0.0,N,6.0
10-Feb-2018,20.2,11.8,12.2,18.8,16.2,10.7,14,12.2,4.0,0.0,N,4.0
11-Feb-2018,22.6,11.9,13.1,20.4,17.4,12.2,13.7,13.0,4.1,0.0,N,4.0
12-Feb-2018,20.5,12.8,13.4,16.9,17,12.6,12.7,12.5,0.0,0.0,NW,2.0
13-Feb-2018,23.4,12.7,13.5,21.8,16.2,12.5,14.4,14.2,0.0,4.2,N,2.0
14-Feb-2018,19.6,13.1,13.9,16,15.4,12.7,13.4,12.2,1.4,4.1,C,
15-Feb-2018,20.4,12.2,13,17.4,15.4,12.3,15,13.4,0.8,1.3,N,4.0
16-Feb-2018,21.4,12,12.2,16.7,15,11.8,14,12.7,1.6,0.0,N,6.0
17-Feb-2018,23.2,12.1,12.8,20.6,16.2,12,14.2,13.6,0.0,0.7,N,2.0
18-Feb-2018,22.2,11.4,13.3,20.6,15.5,12.4,14.5,13.9,0.3,0.9,N,2.0
19-Feb-2018,20.4,10.1,11.4,19.9,11.8,10.8,14.8,11.2,8.8,5.1,W,2.0
20-Feb-2018,22.9,8,8.9,22.2,12,8.4,15.3,11.4,0.1,22.8,N,6.0
21-Feb-2018,23.8,8.5,9.7,23.3,17.1,9.5,15.2,12.8,3.2,0.0,N,6.0
22-Feb-2018,23.2,12.4,12.7,22.6,12.4,11.8,14.7,11.4,0.1,11.8,NW,6.0
23-Feb-2018,19.3,10.2,11.5,17.4,12.6,10.6,12.8,11.6,6.7,1.2,NW,2.0
24-Feb-2018,23.2,11.3,12,21.2,16.4,11.2,14.6,12.4,-888.0,0.0,NW,4.0
25-Feb-2018,20.8,10.5,11.3,19.2,14.6,10.4,12.6,12.0,1.5,5.3,N,2.0
26-Feb-2018,20.8,11.6,13,18.4,16.6,12.3,13.3,12.7,0.1,0.0,N,6.0
27-Feb-2018,22.4,10.2,12.6,20.7,17.4,11.7,14.5,13.0,0.0,0.1,N,4.0
28-Feb-2018,22.5,13,13.7,21.1,17.4,12.1,14.6,13.8,0.0,0.0,N,6.0
01-Mar-2018,19.8,12.3,12.8,17.7,14.7,12,13.8,13.1,10.0,1.9,N,4.0
02-Mar-2018,21,11,11.4,20.9,16.8,11,14.7,13.2,-888.0,0.0,NW,6.0
03-Mar-2018,21.2,11.1,11.6,19.4,16.1,11.2,13.8,13.6,13.5,0.0,NW,6.0
04-Mar-2018,21.5,11.6,13.1,19.9,14.6,12.2,13.7,12.8,2.2,0.1,N,4.0
05-Mar-2018,22.8,11.1,11.9,16.2,17.2,11.2,12.9,12.8,0.0,0.0,N,4.0
06-Mar-2018,20.6,11.2,12.3,20.1,13.9,11.4,14.3,12.7,6.6,1.2,N,4.0
07-Mar-2018,20.8,10.5,10.9,18.9,16.5,10.3,13.9,13.0,9.6,0.2,C,
08-Mar-2018,22.3,10.4,11.8,19.5,15.9,11.4,13.6,12.7,-888.0,0.0,C,
09-Mar-2018,21.4,12.2,13.3,20.3,15.3,12.5,14.1,13.8,0.0,0.8,N,8.0
10-Mar-2018,23,12.7,13.2,21.6,16.8,12.4,15.1,13.3,0.4,-888.0,N,4.0
11-Mar-2018,21.4,11.6,12.5,18.4,16,11.8,13.6,13.8,4.9,0.1,N,6.0
12-Mar-2018,23.2,12.3,12.7,23.1,17.6,12.2,16.3,13.4,1.5,0.0,N,6.0
13-Mar-2018,23.1,11.2,11.8,20.5,17.5,11.1,14.3,12.0,0.0,0.0,NW,4.0
14-Mar-2018,20.2,11.3,12.4,19.9,15.6,11.8,14.2,13.6,4.9,0.4,N,4.0
15-Mar-2018,23.3,10.6,11.2,22.5,17.1,10.7,15.1,13.5,20.8,0.0,N,4.0
16-Mar-2018,21.6,10.6,10.8,19.7,16.5,10.4,14.2,13.1,18.6,0.1,N,4.0
17-Mar-2018,22.7,10.3,12.5,21.2,15.4,11.9,15.2,14.1,13.8,0.7,N,4.0
18-Mar-2018,22.7,10.3,11,20.2,14.4,10.5,14.6,13.1,29.5,0.9,N,6.0
19-Mar-2018,20.6,11.1,12.6,17.8,15.1,11.9,13.8,13.1,0.0,0.8,N,6.0
20-Mar-2018,22,10.5,12.6,20.9,16.1,12.3,15.5,12.9,0.8,0.1,C,
21-Mar-2018,21.5,11.9,12.1,19.8,15.3,11.1,13.8,13.3,0.8,-888.0,N,6.0
22-Mar-2018,20.8,12.1,13.2,17.4,14.9,12.5,13.8,13.7,0.6,0.7,NW,4.0
23-Mar-2018,21.9,10.2,11.2,19.2,13.7,10.7,14.3,13.0,-888.0,4.3,NW,6.0
24-Mar-2018,21.3,11.3,12.5,20.6,15.7,12,14.7,13.9,0.9,0.9,NW,4.0
25-Mar-2018,23,11,13.3,22.8,17.2,12.5,16.1,13.7,1.9,-888.0,N,6.0
26-Mar-2018,23.1,11.4,11.8,17.6,15.1,11.4,13.1,12.4,4.1,0.1,N,4.0
27-Mar-2018,21.6,11.6,12,20.8,14.3,11.4,15.1,13.2,0.2,2.0,N,4.0
28-Mar-2018,23,8,8.2,21.3,17.1,7.9,15,13.1,0.0,0.0,N,6.0
29-Mar-2018,21.4,8,13.5,19,15.4,12.7,13.8,13.7,8.3,0.3,N,2.0
30-Mar-2018,22.2,12.7,13.6,22,16.6,12.5,15.5,12.8,0.0,0.0,N,4.0
31-Mar-2018,24.2,12.7,13.1,23.2,17.3,12.2,15.8,13.3,0.0,0.0,N,4.0
