Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
19-Mar-2018,31.3,21,22.3,30.2,23.1,21.6,24.5,22.7,15.2,12.2,N,1.1
20-Mar-2018,34,21,22,33.6,26.2,21.5,27,24.3,0.0,0.0,C,
21-Mar-2018,29.3,20.8,21.8,26.3,23.7,21,24.6,22.0,86.8,0.0,W,1.1
22-Mar-2018,29.5,21,21.6,27.3,23.3,21.3,24,21.8,1.7,3.6,W,1.1
23-Mar-2018,31.2,20,21.5,30.2,24.3,21,25.4,23.0,0.0,0.0,SE,1.1
24-Mar-2018,30.4,21.4,22.3,29,24.5,21.8,25.2,23.6,0.0,0.0,C,
25-Mar-2018,30.8,20.2,21.8,30.5,23.4,20.8,25.4,22.6,0.0,2.4,W,1.1
26-Mar-2018,27.3,21.6,22.4,26,23.5,22,23.1,22.4,0.0,6.0,NE,1.1
27-Mar-2018,30.7,20,20.8,29.7,23.5,20.4,24.5,21.3,0.0,0.0,C,
28-Mar-2018,31.2,20.7,21.5,30.3,23.2,21,25.4,21.8,0.0,0.0,C,
29-Mar-2018,31.8,21.2,22.3,31.4,23,21.8,26.3,21.7,0.0,20.0,W,1.1
30-Mar-2018,32,20.8,21.3,31.5,25.4,21,26,23.0,0.0,0.0,SE,2.5
31-Mar-2018,33.1,21,21.8,32.3,25.7,21.5,27.2,23.5,0.0,0.0,C,
