Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
14-Ene-2018,15.8,4.4,10.4,14.8,10.4,9,13.4,9.6,0.0,0.0,,
15-Ene-2018,15.2,4.8,10,14.2,10,8.8,13,8.4,4.2,0.0,,
16-Ene-2018,14.8,4.6,9,13.8,9.8,7.8,12.4,8.6,0.0,0.0,,
17-Ene-2018,15.2,6,10.4,14.4,10,9,13,8.6,9.0,0.0,,
18-Ene-2018,15.6,6.6,10,14.8,10.6,8.8,13.4,9.4,3.0,0.0,,
19-Ene-2018,15.2,6,9.8,14.4,9.8,8,13,8.4,2.8,0.0,,
20-Ene-2018,14.8,5.8,9.2,13.6,10.8,8,12.4,9.2,2.0,0.0,,
21-Ene-2018,15,7,11.2,14.4,11,10,13.2,9.8,8.6,0.0,,
22-Ene-2018,15.6,6,10,14.8,10.2,8.8,13.8,9.0,0.0,0.0,,
23-Ene-2018,16,5,9.8,15.2,10.8,8.4,14,9.4,4.6,0.0,,
24-Ene-2018,15.8,5.8,10.2,14.4,11,9,13.2,9.6,4.2,0.0,,
25-Ene-2018,13.8,5,9,12.8,9.6,7.8,11.6,8.0,2.6,0.0,,
26-Ene-2018,14.4,5.4,9.8,13.8,10,8.4,12.6,8.8,0.6,0.0,,
27-Ene-2018,15,5.8,10.8,14.6,10.4,9.4,13,8.6,0.0,0.0,,
28-Ene-2018,15.6,5.2,9.8,14.8,10,8.2,12.8,8.2,0.0,0.0,,
29-Ene-2018,16,6,10.4,15.2,11,9,14,9.4,0.0,0.0,,
30-Ene-2018,16.2,5.8,10,14.2,10.4,8.2,13,9.0,0.0,0.0,,
31-Ene-2018,15.2,7.2,11,14.8,9.8,9.8,13.4,8.6,1.4,0.0,,
01-Feb-2018,15.4,6.2,10.2,14.4,9,9,13,8.0,0.0,0.0,,
02-Feb-2018,16.8,5.6,9.4,14.8,9.8,8,13.6,8.8,0.0,3.2,,
03-Feb-2018,16.4,6,10,14.6,9.4,8.8,13.2,8.0,18.0,0.0,,
04-Feb-2018,17,6.2,10.4,16,12.4,9,14.8,11.2,22.0,0.0,,
05-Feb-2018,17.2,8,11.6,16.4,13,10.2,15.2,11.8,0.0,0.0,,
06-Feb-2018,17.4,6.8,11,16.8,12.6,9.8,15.4,11.0,0.0,0.0,,
07-Feb-2018,17.8,6.2,10,16,11.8,8.8,14.6,10.4,10.8,0.0,,
08-Feb-2018,15.8,5,9.8,15,10.2,8.4,13.8,9.0,6.8,0.0,,
09-Feb-2018,15.2,4.6,9,14.4,10.8,7.8,13.2,9.4,4.4,0.0,,
10-Feb-2018,15.6,5,8.8,15.2,12,7.4,14,11.0,14.4,0.0,,
11-Feb-2018,15.2,5.4,9.8,14,11,8.2,13,9.6,11.2,2.4,,
12-Feb-2018,15.8,5.8,10.2,15.2,10.4,9,14.2,9.0,15.6,0.0,,
13-Feb-2018,14.8,5.2,9,14,10.6,7.8,12.8,9.2,8.8,4.2,,
14-Feb-2018,16.8,5.6,10.4,15.8,11.4,9,14.4,10.2,6.8,0.0,,
15-Feb-2018,17,4,9.8,16.2,11,8.6,15,9.8,10.8,0.0,,
16-Feb-2018,15,3.8,8.2,14.4,10,7.2,13.2,9.0,45.7,5.0,,
17-Feb-2018,16.4,5.8,9.8,15,11,8.8,13.8,9.8,10.4,0.0,,
18-Feb-2018,16.8,5,10,15.4,12.8,8.6,14.2,11.8,5.8,0.0,,
19-Feb-2018,16.4,4.2,9,15,12,7.6,13.4,10.8,0.0,0.0,,
20-Feb-2018,16.6,6.6,10.4,14.8,11.4,9,13.2,10.0,0.0,0.0,,
21-Feb-2018,16.4,4.8,10,15.4,9.8,8.8,14,8.8,11.2,0.0,,
22-Feb-2018,13.6,5,9,12.4,8.2,8,11.2,7.0,5.0,0.0,,
23-Feb-2018,15.6,5.6,10.4,14.2,9.8,9,13,8.8,0.0,0.0,,
24-Feb-2018,14.4,4.4,9,13.8,9.4,7.8,12.6,8.2,17.2,0.0,,
25-Feb-2018,15.2,6.2,10.4,14.6,10.8,9.2,13.2,9.4,0.0,0.0,,
26-Feb-2018,15,6.4,10.8,13.8,10,9.6,12.4,8.8,0.0,0.0,,
27-Feb-2018,15.8,7,11.2,15.2,11,10,14,9.8,0.0,0.0,,
28-Feb-2018,16.6,5.8,9.8,15.4,11.8,8,14.2,10.4,0.0,0.0,,
01-Mar-2018,16.2,6.4,10.4,15,10.2,9.2,14,9.0,,2.2,,
02-Mar-2018,15,6.2,10.8,14.6,10.6,9.6,13.2,9.6,0.0,2.8,,
03-Mar-2018,16.4,7,11,15.2,11.4,10,14,10.2,0.3,0.0,,
04-Mar-2018,16.8,6,9,14,9.8,7.8,12.8,8.4,2.6,0.0,,
05-Mar-2018,16.2,5.8,10.2,14.4,10,9,13.2,8.6,1.2,9.0,,
06-Mar-2018,14.8,5.4,9.2,13.6,9.8,8,12.4,8.8,18.4,10.0,,
07-Mar-2018,16,6.4,9.6,14.8,10.2,8.2,13.6,9.0,10.8,2.0,,
08-Mar-2018,16.8,6,10,15.4,11,8.8,14.2,9.8,2.4,0.0,,
09-Mar-2018,15.4,5.2,9.8,13.8,11.2,8.4,12.6,10.0,0.0,0.0,,
10-Mar-2018,16,7,11.8,15.6,11.6,10.4,14.2,9.8,0.0,0.0,,
11-Mar-2018,16.4,6.8,10.2,14.8,11,9,13.6,9.6,0.0,0.0,,
12-Mar-2018,15.8,7.2,11,14.2,9.8,10,13,8.4,0.0,0.0,,
13-Mar-2018,15.4,5.2,9,14.6,10.4,7.8,13.4,9.2,36.4,0.0,,
14-Mar-2018,15.6,5.4,9.6,13.8,9.4,8.4,12.8,8.0,9.6,0.0,,
15-Mar-2018,15.8,5.2,10.2,14.8,11.2,9,13.6,10.0,2.8,0.0,,
16-Mar-2018,14.8,5.8,8.8,13.8,10,7.4,12.6,8.6,17.8,0.0,,
17-Mar-2018,14.4,6,9.4,13,9,8,12,8.0,11.8,0.0,,
18-Mar-2018,14.6,6.2,10,13.4,9.8,8.8,12.2,8.4,17.4,0.0,,
19-Mar-2018,16,6.6,10.2,15.4,11.2,9,14.2,10.0,0.0,0.0,,
20-Mar-2018,16.2,6.2,9.8,14.4,11.8,8.8,13.2,10.4,6.2,1.8,,
21-Mar-2018,16.6,6.6,10.6,14.8,11,9.4,13.6,9.8,3.0,0.0,,
22-Mar-2018,16.4,6.4,11.4,15.6,11.8,10,14.4,10.6,0.0,0.0,,
23-Mar-2018,17,7.8,12,15.8,10,10.4,14.2,8.8,0.0,0.0,,
24-Mar-2018,17.4,6.2,9.8,16.8,11.2,8.2,15.8,10.0,0.0,0.0,,
25-Mar-2018,17.2,5.8,10.8,14.8,10.8,9.8,13.4,9.6,0.0,0.0,,
26-Mar-2018,17.8,5,9.8,16.2,11,8.2,15,10.0,4.6,0.0,,
27-Mar-2018,15,5.4,10.8,14.6,10,9.6,13.4,9.0,9.0,0.0,,
28-Mar-2018,15.8,5.8,9.6,14.8,10.6,8,13.2,8.6,0.0,0.0,,
29-Mar-2018,15.6,4.2,8.8,15,10.4,7.6,13.8,9.0,0.0,0.0,,
30-Mar-2018,16,5.6,10.2,15.4,11.2,8.8,14,9.6,0.0,0.0,,
31-Mar-2018,16.4,6.2,9.4,14.8,10,8,13.2,8.8,2.8,0.0,,
