Día/mes/año,Precipitacion (mm),Precipitacion (mm)
16-Ene-2018,.2,0.5
17-Ene-2018,1.4,2.7
18-Ene-2018,0,6.6
19-Ene-2018,0,1.3
20-Ene-2018,.6,2.8
21-Ene-2018,0,5.3
22-Ene-2018,17.8,6.5
23-Ene-2018,0,2.1
24-Ene-2018,1.7,0.0
25-Ene-2018,0,0.0
26-Ene-2018,1.3,3.1
27-Ene-2018,.2,0.0
28-Ene-2018,0,0.0
29-Ene-2018,0,0.0
30-Ene-2018,0,-888.0
31-Ene-2018,0,1.1
01-Feb-2018,0,8.9
02-Feb-2018,0,2.7
03-Feb-2018,0,0.0
04-Feb-2018,0,0.0
05-Feb-2018,0,0.0
06-Feb-2018,0,1.0
07-Feb-2018,0,0.0
08-Feb-2018,0,0.0
09-Feb-2018,0,0.0
10-Feb-2018,0,0.0
11-Feb-2018,0,0.0
12-Feb-2018,0,3.2
13-Feb-2018,2.2,0.0
14-Feb-2018,0,1.4
15-Feb-2018,0,3.2
16-Feb-2018,5.1,1.1
17-Feb-2018,0,0.0
18-Feb-2018,0,21.5
19-Feb-2018,2.1,0.0
20-Feb-2018,1.2,0.0
21-Feb-2018,0,0.5
22-Feb-2018,0,0.0
23-Feb-2018,0,0.0
24-Feb-2018,0,0.0
25-Feb-2018,0,0.0
26-Feb-2018,7.5,6.6
27-Feb-2018,.2,2.9
28-Feb-2018,0,4.2
01-Mar-2018,3.6,6.2
02-Mar-2018,3.3,2.1
03-Mar-2018,12.8,5.8
04-Mar-2018,1.7,0.0
05-Mar-2018,5.2,3.5
06-Mar-2018,2.3,4.8
07-Mar-2018,5.2,3.9
08-Mar-2018,4.3,0.0
09-Mar-2018,1.1,0.0
10-Mar-2018,2.1,0.0
11-Mar-2018,0,4.5
12-Mar-2018,13,2.4
13-Mar-2018,0,1.5
14-Mar-2018,0,0.0
15-Mar-2018,0,3.8
16-Mar-2018,0,0.3
17-Mar-2018,0,1.3
18-Mar-2018,3.5,2.7
19-Mar-2018,1.8,4.9
20-Mar-2018,.1,6.4
21-Mar-2018,2.4,2.9
22-Mar-2018,.4,19.6
23-Mar-2018,7.3,3.5
24-Mar-2018,0,1.6
25-Mar-2018,0,2.2
26-Mar-2018,0,1.1
27-Mar-2018,0,5.3
28-Mar-2018,1.2,0.0
29-Mar-2018,0,0.0
30-Mar-2018,0,0.0
31-Mar-2018,0,0.0
