Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
02-Ene-2018,17.7,3.6,9.6,16.2,9.6,6.8,12,7.2,0.0,0.7,S,6.0
03-Ene-2018,17.2,2,8,16.4,9,5.4,12.6,7.8,0.0,6.0,C,
04-Ene-2018,16.5,4.2,7.4,15,8.2,4.8,11.2,7.4,0.7,1.2,C,
05-Ene-2018,19.7,5,11,18,9.6,8.6,13,7.8,0.0,0.0,SW,6.0
06-Ene-2018,19,5,10.6,17.6,9.8,7.8,13.4,8.0,0.0,7.4,N,2.0
07-Ene-2018,16.5,2.2,6.4,14.8,10.2,5.6,13,8.0,6.4,0.0,N,4.0
08-Ene-2018,16,1.8,5.6,14,9.8,5,11,7.6,13.6,0.0,N,2.0
09-Ene-2018,16.5,2.6,7.4,15.4,5.2,6.2,13.6,5.0,1.3,8.4,NE,2.0
10-Ene-2018,16,2.6,8.6,15.4,10,6.8,13.6,7.8,2.5,0.0,E,2.0
11-Ene-2018,14.2,3.6,7,11.6,9,6.2,9,7.8,0.5,0.0,W,6.0
12-Ene-2018,14.2,4,7.6,11,9.2,6.8,9.4,8.6,0.0,8.6,NE,6.0
13-Ene-2018,18.5,3.6,8.6,17,10.2,6.6,13.8,7.0,1.4,0.0,NE,6.0
14-Ene-2018,17,1.8,7.4,16.4,9,4.8,11.6,7.4,0.0,0.4,NW,2.0
15-Ene-2018,14.5,3.8,7.4,13,8,5.4,10.6,7.4,0.4,4.1,N,4.0
16-Ene-2018,17,3.2,9.2,16,7.6,8,12,7.2,2.5,8.8,N,2.0
17-Ene-2018,17.5,3.4,9,16.2,9.4,7.4,12.4,7.4,6.7,0.0,W,2.0
18-Ene-2018,15.5,4.2,8.4,14,8.8,7.2,10.8,7.2,0.6,0.0,N,2.0
19-Ene-2018,15,4,8,13.8,8.2,7,10.6,7.6,0.7,0.9,S,2.0
20-Ene-2018,15.5,2.2,5,14,9.6,4.2,10.8,8.0,10.0,9.4,C,
21-Ene-2018,15.5,-.2,7.4,15,10.2,6.4,11.2,8.8,30.2,0.0,NE,4.0
22-Ene-2018,16,2,7.8,15.6,10.8,6.4,11.6,8.4,0.3,2.2,W,2.0
23-Ene-2018,17,2.4,8,12,11,6.4,9.6,8.6,0.0,0.0,E,2.0
24-Ene-2018,16,2.2,7,15.8,10.8,5.8,10.6,7.8,10.3,0.0,W,4.0
25-Ene-2018,15.5,4.4,9.8,14,8,7.4,12,7.8,0.0,3.6,C,
26-Ene-2018,16.5,.2,7,15.2,9.4,6.4,13,6.2,0.0,0.0,N,2.0
27-Ene-2018,20,1.8,9.8,19,13.6,5.6,10.6,10.6,0.0,0.0,C,
28-Ene-2018,17.7,3.6,8.8,15.8,9.6,5.8,10.6,7.2,0.3,0.0,W,6.0
29-Ene-2018,16,5,9.2,15.6,10,6.6,10.2,8.0,0.0,0.0,NE,4.0
30-Ene-2018,18.5,3.6,7.6,16.6,13.2,5.2,14.8,12.0,0.0,0.0,C,
31-Ene-2018,17.5,2.8,9.6,17,10,9,15,8.8,0.0,0.0,C,
01-Feb-2018,15.5,4.6,9.8,14,10,9.8,13.2,9.0,2.4,0.0,E,2.0
02-Feb-2018,12.5,3,8.4,11.4,9,7.8,11.2,8.4,4.4,2.0,C,
03-Feb-2018,17.5,3,9.2,15.4,10,6.6,10.6,7.6,0.0,0.0,W,6.0
04-Feb-2018,17,3.8,9.4,16,9.6,8,11,7.2,6.1,0.0,C,
05-Feb-2018,18.5,5,8.4,17,11,7.6,11,7.4,1.8,0.0,C,
06-Feb-2018,16.5,5.2,8,15.4,10.6,7,11.8,8.8,1.4,1.5,S,2.0
07-Feb-2018,18.5,4.2,8,17,12.4,6.2,12,10.6,0.0,0.0,S,4.0
08-Feb-2018,17.5,3.4,9,15.6,11.6,7,12.2,9.0,0.0,0.0,C,
09-Feb-2018,16,2.8,6.8,15,8.8,5.8,10.8,8.2,2.5,22.4,S,4.0
10-Feb-2018,16,2.8,7.6,16,9,6,12,7.0,1.2,0.5,S,2.0
11-Feb-2018,16,.6,4,14,8.6,3.8,10.6,7.2,18.1,0.5,C,
12-Feb-2018,15.5,1.8,8.4,14.8,10.4,7.2,11.4,10.0,0.0,6.5,W,6.0
13-Feb-2018,16,2.8,7,14.8,10.8,5.4,10.6,10.4,10.8,0.0,N,4.0
14-Feb-2018,14,4,7.6,13.2,8.2,6.8,13,7.8,1.0,5.9,N,2.0
15-Feb-2018,16,4,8,14,10.6,7,10.6,7.6,0.0,0.0,W,2.0
16-Feb-2018,15.5,2,5.8,14.2,9.6,5,10.4,8.0,10.5,0.0,C,
17-Feb-2018,15.5,3,7,15,10.4,6,11.6,7.8,3.9,0.4,E,4.0
18-Feb-2018,18,3,8.6,17.6,10.8,6.6,11.2,7.0,0.0,0.0,C,
19-Feb-2018,17,1.8,6.2,17,11.2,3.2,10,7.0,0.0,0.0,C,
20-Feb-2018,16,3,8.6,12.8,7.4,6,10.6,7.4,0.0,0.0,C,
21-Feb-2018,16,2,6.6,14.2,9,6,9,9.0,1.2,7.5,C,
22-Feb-2018,11,3,6.6,7.8,7.2,5.2,5.8,6.0,4.2,4.9,C,
23-Feb-2018,15.7,2,6.4,13.2,7.4,5.4,13,6.2,1.5,9.4,C,
24-Feb-2018,15,3.8,6.2,14.6,9,5,11.4,6.6,3.0,0.0,C,
25-Feb-2018,16.2,5,9,15,10.2,7,10.2,7.6,2.7,0.0,C,
26-Feb-2018,15,5.8,8,12.8,10.8,6.6,9.6,8.0,0.0,0.0,W,2.0
27-Feb-2018,16.7,6,6.6,10.8,10,6,8.6,7.0,0.0,2.4,SE,2.0
28-Feb-2018,17.5,3.2,8.6,16.2,11.6,6.6,10.6,8.4,0.6,0.0,S,4.0
01-Mar-2018,17.5,5.6,8.2,16.6,5,6.2,11.2,4.6,0.7,13.3,SW,8.0
02-Mar-2018,17,4.6,7.2,16,9.4,6.2,10.8,8.0,2.2,0.0,C,
03-Mar-2018,17.2,6,7.6,15.4,9.4,5.6,10.6,8.0,0.5,0.0,SW,4.0
04-Mar-2018,17,5.8,6,15,7.8,5.8,10.4,6.6,7.0,2.7,C,
05-Mar-2018,15.2,5.8,5.8,13.8,9.6,5,10.6,7.6,2.4,4.4,C,
06-Mar-2018,17.5,5.4,7.4,15.8,8.6,6,10.6,6.6,3.2,0.0,N,2.0
07-Mar-2018,16.5,4.3,5,10.2,7.8,4.4,8,7.2,16.1,3.8,SW,2.0
08-Mar-2018,15.5,5,7.6,15.4,9.2,6.8,11,7.8,8.2,4.4,SW,2.0
09-Mar-2018,17,5.8,7.6,15.6,6.2,6.6,11,5.4,3.5,50.8,W,2.0
10-Mar-2018,16.5,5.4,7.6,16.2,9,6,11.3,7.0,17.0,0.0,SW,2.0
11-Mar-2018,18.5,6.8,9.2,17.4,11.2,7.4,11.6,8.8,0.0,0.0,N,6.0
12-Mar-2018,16,5,9.8,12.2,10,7.4,9,7.6,0.0,0.0,N,8.0
13-Mar-2018,17,6.6,7.8,16,8.8,6.6,10.8,8.0,0.0,1.3,W,4.0
14-Mar-2018,16,6,7.6,14.6,7.6,5,10.6,6.8,2.2,8.0,S,4.0
15-Mar-2018,17,6,7.6,17,7.8,6,11,7.0,0.8,3.5,W,2.0
16-Mar-2018,13.5,5,7,10.6,9,5,8.8,7.6,8.8,0.3,W,2.0
17-Mar-2018,15.2,6.6,8,13.6,7.8,7,10.6,6.4,1.8,0.4,C,
18-Mar-2018,17.5,6.8,8.6,16,8,6.8,11,6.6,0.0,2.9,W,2.0
19-Mar-2018,16.5,5.4,6.8,14.6,7.2,5.8,10.6,6.2,0.2,3.4,W,4.0
20-Mar-2018,16.5,5,7,15,11.4,6,10.6,8.2,0.0,0.0,SW,2.0
21-Mar-2018,14.5,6.8,8.4,14,9,7.2,10.4,7.8,0.0,6.0,W,6.0
22-Mar-2018,17.5,2.8,5.6,16.8,10.6,5.2,11.6,7.6,1.5,0.0,C,
23-Mar-2018,18,5.6,8.8,17,10,6.4,11.2,7.4,0.0,0.0,C,
24-Mar-2018,18.2,6.6,10.2,17.4,12.8,7,11,8.4,0.0,0.0,C,
25-Mar-2018,15,5.8,6.8,13.2,9.2,6,8.6,7.0,0.6,0.0,W,8.0
26-Mar-2018,17,6.2,9.4,16.4,10.2,7,10.6,7.4,0.0,0.0,NW,4.0
27-Mar-2018,17.5,5.2,7.8,16,9.4,5.6,10.6,7.0,0.2,0.6,S,2.0
28-Mar-2018,17.5,4.6,7,17,10.2,4.6,9.8,6.0,0.0,0.0,SE,8.0
29-Mar-2018,16.5,2.6,4.8,14,7.8,2.6,9.4,5.4,0.0,0.0,S,8.0
30-Mar-2018,16.5,4,7.2,15.8,7,3.6,10.4,5.4,0.0,1.5,S,4.0
31-Mar-2018,17,1.4,5,15.6,8.6,1.4,7.8,5.2,0.0,0.0,S,4.0
