Día/mes/año,Precipitacion (mm),Precipitacion (mm)
11-Mar-2017,.2,7.0
12-Mar-2017,0,14.4
13-Mar-2017,.1,10.0
14-Mar-2017,2.9,15.8
15-Mar-2017,10,27.5
16-Mar-2017,14.2,21.0
17-Mar-2017,.4,0.9
18-Mar-2017,.5,16.0
19-Mar-2017,3.3,5.0
20-Mar-2017,4.1,2.0
21-Mar-2017,1.6,1.3
22-Mar-2017,1,1.2
23-Mar-2017,.3,4.0
24-Mar-2017,0,2.7
25-Mar-2017,0,0.7
26-Mar-2017,0,3.4
27-Mar-2017,0,4.4
28-Mar-2017,10,0.0
29-Mar-2017,0,0.0
30-Mar-2017,2.5,5.9
31-Mar-2017,2,3.0
01-Ene-2018,0,0.0
02-Ene-2018,0,0.0
03-Ene-2018,0,0.0
04-Ene-2018,0,0.0
05-Ene-2018,0,0.0
06-Ene-2018,0,2.0
07-Ene-2018,0,0.0
08-Ene-2018,0,10.0
09-Ene-2018,0,7.3
10-Ene-2018,1.3,2.0
11-Ene-2018,0,0.8
12-Ene-2018,0,4.0
13-Ene-2018,.6,0.8
14-Ene-2018,0,3.8
15-Ene-2018,3,1.4
16-Ene-2018,0,1.0
17-Ene-2018,2.4,3.0
18-Ene-2018,2.2,2.5
19-Ene-2018,5,1.8
20-Ene-2018,1.2,0.5
21-Ene-2018,0,4.0
22-Ene-2018,6,1.4
23-Ene-2018,0,0.0
24-Ene-2018,0,0.0
25-Ene-2018,0,1.3
26-Ene-2018,0,0.3
27-Ene-2018,0,0.0
28-Ene-2018,0,0.2
29-Ene-2018,0,0.0
30-Ene-2018,0,0.0
31-Ene-2018,0,0.0
01-Feb-2018,0,0.0
02-Feb-2018,0,0.0
03-Feb-2018,0,0.0
04-Feb-2018,0,0.0
05-Feb-2018,0,0.0
06-Feb-2018,0,3.4
07-Feb-2018,0,0.0
08-Feb-2018,0,0.0
09-Feb-2018,0,0.0
10-Feb-2018,0,0.0
11-Feb-2018,0,0.6
12-Feb-2018,0,1.7
13-Feb-2018,0,3.0
14-Feb-2018,1.5,2.9
15-Feb-2018,0,8.0
16-Feb-2018,7.7,2.9
17-Feb-2018,.6,1.0
18-Feb-2018,.5,1.0
19-Feb-2018,0,3.0
20-Feb-2018,0,0.0
21-Feb-2018,0,0.0
22-Feb-2018,0,0.0
23-Feb-2018,0,0.0
24-Feb-2018,0,0.0
25-Feb-2018,0,3.0
26-Feb-2018,2.5,5.0
27-Feb-2018,4,2.0
28-Feb-2018,0,1.6
01-Mar-2018,0,0.0
02-Mar-2018,0,7.2
03-Mar-2018,.8,2.0
04-Mar-2018,5,2.9
05-Mar-2018,0,1.3
06-Mar-2018,0,3.7
07-Mar-2018,0,0.0
08-Mar-2018,0,0.0
09-Mar-2018,0,1.0
10-Mar-2018,0,0.0
11-Mar-2018,0,1.0
12-Mar-2018,2,0.7
13-Mar-2018,1,0.9
14-Mar-2018,0,0.0
15-Mar-2018,0,1.9
16-Mar-2018,0,0.0
17-Mar-2018,0,2.7
18-Mar-2018,3,1.0
19-Mar-2018,2.7,2.7
20-Mar-2018,.7,2.0
21-Mar-2018,0,1.2
22-Mar-2018,0,2.2
23-Mar-2018,3,7.2
24-Mar-2018,0,4.9
25-Mar-2018,0,2.0
26-Mar-2018,3,4.0
27-Mar-2018,0,0.0
28-Mar-2018,0,6.5
29-Mar-2018,0,0.0
30-Mar-2018,0,0.0
31-Mar-2018,0,0.0
