Día/mes/año,Precipitacion (mm),Precipitacion (mm)
14-Ene-2016,0,0.0
15-Ene-2016,0,0.0
16-Ene-2016,0,0.0
17-Ene-2016,0,0.0
18-Ene-2016,0,1.3
19-Ene-2016,3.2,2.6
20-Ene-2016,.1,0.5
21-Ene-2016,.2,3.7
22-Ene-2016,4.6,0.0
23-Ene-2016,0,0.0
24-Ene-2016,0,0.0
25-Ene-2016,.1,2.8
26-Ene-2016,0,0.0
27-Ene-2016,0,0.0
28-Ene-2016,0,2.0
29-Ene-2016,0,8.0
30-Ene-2016,0,5.4
31-Ene-2016,3.6,6.7
01-Feb-2016,1.6,2.7
02-Feb-2016,1.8,3.4
03-Feb-2016,5.6,7.6
04-Feb-2016,1.7,3.5
05-Feb-2016,7.2,1.4
06-Feb-2016,.5,0.1
07-Feb-2016,.2,4.3
08-Feb-2016,.5,1.8
09-Feb-2016,2.3,4.6
10-Feb-2016,3.7,6.9
11-Feb-2016,3.7,4.8
12-Feb-2016,1.6,3.5
13-Feb-2016,4.9,0.5
14-Feb-2016,.1,5.7
15-Feb-2016,.1,0.0
16-Feb-2016,0,0.3
17-Feb-2016,.1,5.3
18-Feb-2016,6.5,4.3
19-Feb-2016,1.4,3.7
20-Feb-2016,6.4,11.3
21-Feb-2016,4.6,1.5
22-Feb-2016,3.5,1.3
23-Feb-2016,.5,4.6
24-Feb-2016,2.6,4.8
25-Feb-2016,3.9,16.5
26-Feb-2016,9.7,8.6
27-Feb-2016,1.9,0.1
28-Feb-2016,8.8,4.6
29-Feb-2016,8.5,4.2
01-Mar-2016,8.4,8.5
02-Mar-2016,2.4,4.3
03-Mar-2016,.3,3.6
04-Mar-2016,4.8,2.4
05-Mar-2016,3.6,6.8
06-Mar-2016,4.7,8.9
07-Mar-2016,5.8,18.7
08-Mar-2016,3.2,6.7
09-Mar-2016,8.4,2.5
10-Mar-2016,4.3,9.6
11-Mar-2016,2.5,3.4
12-Mar-2016,1.3,1.4
13-Mar-2016,.1,0.0
14-Mar-2016,0,2.7
15-Mar-2016,3.5,1.4
16-Mar-2016,2.5,1.3
17-Mar-2016,0,0.2
18-Mar-2016,0,0.0
19-Mar-2016,0,0.0
20-Mar-2016,0,0.0
21-Mar-2016,3.4,8.4
22-Mar-2016,2.9,1.4
23-Mar-2016,4.7,2.4
24-Mar-2016,4.8,2.2
25-Mar-2016,.1,0.3
26-Mar-2016,.5,9.8
27-Mar-2016,.3,5.7
28-Mar-2016,.5,8.7
29-Mar-2016,5.3,0.1
30-Mar-2016,.5,0.0
31-Mar-2016,0,2.7
